"","X","IMPORTER","EXPORTER","ORIGIN","MONTH","title","L..COST..PhP.","QUANTITY.kg.","Phpkg","Countries"
"2896",2896,"MAXTRONIX INC.","DYMAX ASIA PACIFIC PTE. LTD","SG",6,"GLUE",740280,54,13708.88889,"Singapore"
"2897",2897,"SANYO DENKI PHILIPPINES INC.","THREE BOND SINGAPORE PTE LTD","SG",6,"SEAL",281083,55,5110.6,"Singapore"
"2898",2898,"S.D. TRADING CORPORATION","SUNSTAR CHEMICAL (THAILAND) CO., LT","TH",6,"SEAL",296391,524,565.6316794,"Thailand"
"2899",2899,"IRISO ELECTRONICS PHILIPPINES INC.","MOMENTIVE PERFORMANCE MATERIALS JAP","JP",6,"OTHERS",298624,62,4816.516129,"Japan"
"2900",2900,"AMERTRON INCORPORATED","SUMITOMO BAKELITE SIN PTE LTD.","JP",6,"EPOXY",1110951,139,7992.453237,"Japan"
"2901",2901,"AMERTRON INCORPORATED","SUMITOMO METAL MINING CO LTD.","JP",6,"EPOXY",939437,119,7894.428571,"Japan"
"2902",2902,"BRENNTAG INGREDIENTS INC.","SOLAE LLC","US",6,"OTHERS",547052,750,729.4026667,"United States"
"2903",2903,"TI (PHILIPPINES) INC.","MK ELECTRON CORP. LTD.","KR",6,"OTHERS",1233819,427,2889.505855,"South Korea"
"2904",2904,"TI (PHILIPPINES) INC.","M K ELECTRON CO LTD","KR",6,"OTHERS",2664831,855,3116.761404,"South Korea"
"2905",2905,"BELMAN COMPANIA INCORPORADA/BELMAN","SIGMA-ALDRICH PTE LTD","SG",6,"OTHERS",400159,34,11769.38235,"Singapore"
"2906",2906,"N.T. PHILIPPINES INC.","MULTEK FLEXIBLE CIRCUITS INC","US",6,"TAPE",469986,96,4895.6875,"United States"
"2907",2907,"STMICROELECTRONICS INC.","MUEHLBAUER TECHNOLOGIES","MY",6,"TAPE",279358,1,279358,"Malaysia"
"2908",2908,"INLAND WAREHOUSING & LOGISTICS DIV.","THREE BOND MANUFACTURING (THAILAND)","TH",6,"OTHERS",1842693,610,3020.808197,"Thailand"
"2909",2909,"INLAND WAREHOUSING & LOGISTICS DIV.","THREE BOND SINGAPORE PTE LTD","SG",6,"OTHERS",469697,114,4120.149123,"Singapore"
"2910",2910,"CRP SYSTEM INCORPORATED","HENKEL SINGAPORE PTE LTD","SG",6,"OTHERS",1798362,501,3589.54491,"Singapore"
"2911",2911,"MOLEX INTEGRATED PRODUCTS PHILS INC","ELLSWORTH ADHESIVES (SINGAPORE","SG",6,"OTHERS",736590,385,1913.220779,"Singapore"
"2912",2912,"TI (PHILIPPINES) INC.","DOW CORNING CORP.","US",6,"ADHESIVE",1294506,92,14070.71739,"United States"
"2913",2913,"EURO CHEMICALS INC","INTERHEALTH NUTRACEUTICALS","US",6,"OTHERS",2255329,24,93972.04167,"United States"
"2914",2914,"TI (PHILIPPINES) INC.","LINTEC CORPORATION","JP",6,"TAPE",8702745,1613,5395.378177,"Japan"
"2915",2915,"AMPLEON PHILIPPINES INC","LINTEC CORPORATION","JP",6,"TAPE",317549,75,4233.986667,"Japan"
"2916",2916,"DECA TECHNOLOGIES INC.(PHIL BRANCH)","LINTEC CORPORATION","JP",6,"TAPE",382681,86,4449.77907,"Japan"
"2917",2917,"TI (PHILIPPINES) INC.","FURUKAWA ELECTRIC CO LTD.","JP",6,"TAPE",1215935,283,4296.590106,"Japan"
"2918",2918,"TI (PHILIPPINES) INC.","FURUKAWA ELECTRIC CO., LTD","JP",6,"TAPE",293300,68,4313.235294,"Japan"
"2919",2919,"EURO ADVANCE SOLUTIONS AND SYSTEMS","WEICON GMBH CO.KG","DE",6,"OTHERS",817262,327,2499.272171,"Germany"
"2920",2920,"TURRIS PHIL. INC.","TATE & LYLE INGREDIENTS","US",6,"STARCH",2971266,11340,262.0164021,"United States"
"2921",2921,"NESTLE PHILIPPINES INC.","ARLA FOODS AMBA","DK",6,"OTHERS",56364343,156780,359.5123294,"Denmark"
"2922",2922,"ASTEC POWER PHILIPPINES INC","ASTEC INTERNATIONAL LIMITED","HK",6,"GLUE",1213310,80,15166.375,"Hong Kong SAR China"
"2923",2923,"CLAYMOUNT ASSEMBLIES PHILS INC","INTERVRACHT NEDERLAND","NL",6,"GLUE",488578,205,2383.307317,"Netherlands"
"2924",2924,"KINPO ELECTRONICS (PHILIPPINES) INC","SUN GLOBAL INTL LOGISTICS SDN BHD","MY",6,"OTHERS",3296935,400,8242.3375,"Malaysia"
"2925",2925,"NIPPON PAINT COATINGS PHILIPPINES","SUZUKACOAT (M) SDN BHD","MY",6,"OTHERS",518192,19800,26.17131313,"Malaysia"
"2926",2926,"TAMIYA CHUO PHILIPPINES INC.","CHUOPACKAGING CO., LTD","JP",6,"GLUE",3903753,12107,322.4376807,"Japan"
"2927",2927,"REMA TIP TOP (PHILIPPINES) INC.","REMA TIP TOP SOUTH AFRICA(PTY)LTD.","ZA",6,"ADHESIVE",1738419,6220,279.4885852,"South Africa"
"2928",2928,"MEHITABEL INC.","AKZO NOBEL ADHESIVES PTE.LTD.","SG",6,"ADHESIVE",369222,1960,188.3785714,"Singapore"
"2929",2929,"BORAL PLASTERBOARD PHILIPPINES INC.","PT. PETROJAYA BORAL PLASTERBOARD","ID",6,"OTHERS",1315892,108800,12.09459559,"Indonesia"
"2930",2930,"LEYSAM COMMERCIAL INC.","HULSHOF","NL",6,"OTHERS",2925717,10700,273.4314953,"Netherlands"
"2931",2931,"TSUNEISHI ACCOMMODATION CEBU INC.","TSUNEISHI TRADING CO., LTD.","JP",6,"OTHERS",9203546,69629,132.1797814,"Japan"
"2932",2932,"JAKA EQUITIES CORP.","WILRON PRODUCTS SDN BHD","MY",6,"OTHERS",1100138,10000,110.0138,"Malaysia"
"2933",2933,"PROFOOD INTERNATIONAL CORP.","CONNELL BROS COMPANY AUSTRALAS","AU",6,"ENZYMES",611502,437,1399.318078,"Australia"
"2934",2934,"JAKA EQUITIES CORP.","LINXIA HUAAN BIOLOGICAL PRODUCTS LI","CN",6,"OTHERS",5203071,10000,520.3071,"China"
"2935",2935,"YAMASHIN CEBU FILTER MFG. CORP.","YUN TEH INDUSTRIAL CO.,LTD.","TW",6,"OTHERS",1783045,8000,222.880625,"Taiwan"
"2936",2936,"CEBU FURNITECH MARKETING INC.","MIROTONE (THAILAND) CO., LTD.","TH",6,"OTHERS",754665,6500,116.1023077,"Thailand"
"2937",2937,"INGREDION PHILIPPINES INC.","NATIONAL STARCH AND CHEMICAL THAILA","TH",6,"MODIFIED STARCH",767085,18000,42.61583333,"Thailand"
"2938",2938,"ASIA TEMP GLASS CORP.","GUANGDONG OLIVIA   CHEMICAL INDUSTR","CN",6,"SEAL",5571168,24151,230.6806343,"China"
"2939",2939,"EXCELLENT TEXSCREENERS INC.","DH TRADING CO.,","TW",6,"OTHERS",3008986,5996,501.8322215,"Taiwan"
"2940",2940,"EXCELLENT TEXSCREENERS INC.","DING YI PRINTING CO. LTD.","CN",6,"TAPE",5147995,7140,721.0077031,"China"
"2941",2941,"DRAKA PHILIPPINES INC.","EQUISTAR CHEMICALS, LP","US",6,"OTHERS",23790717,130648,182.0978278,"United States"
"2942",2942,"TOYOFLEX CEBU CORPORATION","SANSEI BUSSAN (HONGKONG) LTD","HK",6,"OTHERS",572444,1600,357.7775,"Hong Kong SAR China"
"2943",2943,"TFE SALES MKTG CORP.","MOMENTIVE PERFORMANCE MATERIALS (TH","JP",6,"ADHESIVE",1106267,28800,38.41204861,"Japan"
"2944",2944,"DRAKA PHILIPPINES INC.","RICHARDSAPEX AUSTRALASIA PTY LTD/RI","AU",6,"OTHERS",841756,4000,210.439,"Australia"
"2945",2945,"AUTOLIV CEBU SAFETY MANUFACTURING","SIKA AUTOMOTIVE GMBH","DE",6,"OTHERS",393769,1236,318.5833333,"Germany"
"2946",2946,"CEBU MITSUMI INC.","OHMIYA CORPORATION","JP",6,"OTHERS",322622,932,346.1609442,"Japan"
"2947",2947,"TOYOFLEX CEBU CORPORATION","TOYOFLEX CORPORATION","JP",6,"OTHERS",2386265,3950,604.1177215,"Japan"
"2948",2948,"BASF PHILIPPINES INC","BASF (MALAYSIA) SDN. BHD.","MY",6,"OTHERS",360580,16963,21.25685315,"Malaysia"
"2949",2949,"DAVAO CITIHARDWARE INC","GYMCOL ADHESIVES (PINGJU) CO.,LTD.","CN",6,"GLUE",1461527,12538,116.5677939,"China"
"2950",2950,"CITIHARDWARE GENSAN INC.","SHENZHEN YULUO IMP.& EXP.CO.,LTD.","CN",6,"SEAL",858498,6907,124.2939047,"China"
"2951",2951,"VENEERING MASTER WOODPHIL CORP.","BEGIN FORM ENTERPRISE CO LTD","TW",6,"GLUE",334378,4000,83.5945,"Taiwan"
"2952",2952,"MATERIALS SOLUTIONS  INC.","PT.AICA INDRIA","ID",6,"OTHERS",4900362,47903,102.2976014,"Indonesia"
"2953",2953,"FORGEMS MARKETING CO. INC.","GRAIN PROCESSING CORPORATION","US",6,"MODIFIED STARCH",2046942,75000,27.29256,"United States"
"2954",2954,"ASYA GLASS PHILIPPINES INC.","GUANGDONG OLIVIA CHEMICAL INDUSTRY","CN",6,"SEAL",3686844,16323,225.868039,"China"
"2955",2955,"MINTRADE CORPORATION","GLOBECHEM RESOURCES CO. LIMITED","MY",6,"GLUE",2352164,131590,17.8749449,"Malaysia"
"2956",2956,"MINTRADE CORPORATION","GLOBECHEM RESOURCES CO., LIMITED","MY",6,"GLUE",3677206,225380,16.31558257,"Malaysia"
"2957",2957,"KAMAZ TRADING","GUANGZHOU DUNHONG IMP & EXP TRADING","CN",6,"OTHERS",1919930,108000,17.77712963,"China"
"2958",2958,"DAVAO PACKAGING CORPORATION","INTERNATIONAL PAPER","HK",6,"OTHERS",389441,465,837.5075269,"Hong Kong SAR China"
"2959",2959,"EASY BIO PHILIPPINES INC.","EASY BIO INC","KR",6,"OTHERS",1268202,10000,126.8202,"South Korea"
"2960",2960,"TURRIS PHIL. INC.","SHANDONG YUXIN BIO-TECH CO. LTD","CN",6,"PROTEIN",2805547,25000,112.22188,"China"
"2961",2961,"FOODFLOW  INC.","SHANDONG YUXIN BIO-TECH CO. LTD","CN",6,"PROTEIN",2805547,25000,112.22188,"China"
"2962",2962,"TURRIS PHIL. INC.","SHANDONG YUXIN","CN",6,"PROTEIN",2847628,25000,113.90512,"China"
"2963",2963,"FOODFLOW  INC.","SHANDONG YUXIN","CN",6,"PROTEIN",2847628,25000,113.90512,"China"
"2964",2964,"DCJ ENTERPRISES","AMERSEAL INDUSTRIAL SDN BHD","MY",6,"OTHERS",293373,3383,86.71977535,"Malaysia"
"2965",2965,"BORLA ENTERPRISES","DOW CHEMICAL SILICONES KOREA L","KR",6,"SEAL",3033567,76559,39.62391097,"South Korea"
"2966",2966,"CAPE OF HOPE ENTERPRISES","FLOWCRETE ASIA SDN BHD","MY",6,"OTHERS",713565,13849,51.52465882,"Malaysia"
"2967",2967,"LELEX TRADING","MOHM CHEMICAL SDN. BHD","MY",6,"OTHERS",544188,18390,29.59151713,"Malaysia"
"2968",2968,"FIBERWORLD INC.","RUGAO JAOUR ADHESIVE PRODUCTS","CN",6,"ADHESIVE",2763602,25000,110.54408,"China"
"2969",2969,"ORO FILIPINO ENTERPRISES DEV CORP","ENNIS FLINT","GB",6,"OTHERS",1165830,20000,58.2915,"United Kingdom"
"2970",2970,"CORE-ASIA PAPER PRODUCTS CENTER","QINGDAO QIANHUA IMPORT & EXPOR","CN",6,"ADHESIVE",453873,21000,21.613,"China"
"2971",2971,"CONCORD SCIENTIFIC & CHEMICAL CORP","TAPIOCA DEVELOPMENT CORP. LTD.","TH",6,"MODIFIED STARCH",2753320,52000,52.94846154,"Thailand"
"2972",2972,"SEALBOND CHEMICAL INDUSTRIES INC.","FLOOR CHEM ASIA CO., LTD.","TH",6,"OTHERS",1745801,25071,69.63427865,"Thailand"
"2973",2973,"MATERIALS SOLUTIONS  INC.","SEKISUI FULLER CO LTD","JP",6,"ADHESIVE",361677,1406,257.2382646,"Japan"
"2974",2974,"TURRIS PHIL. INC.","TATE AND LYLE INGREDIENTS","US",6,"STARCH",1813898,11794,153.7983721,"United States"
"2975",2975,"MATERIALS SOLUTIONS  INC.","PT. AICA INDRIA","ID",6,"OTHERS",4859086,29291,165.8900686,"Indonesia"
"2976",2976,"TURRIS PHIL. INC.","TATE AND LYLE NETHERLANDS B.V","NL",6,"MODIFIED STARCH",8625726,197500,43.67456203,"Netherlands"
"2977",2977,"DEL MONTE PHILS INC. / PHILPACK","CARGILL BIO CHEMICAL CO LTD","CN",6,"OTHERS",5641231,119500,47.20695397,"China"
"2978",2978,"ALUACE CORPORATION","SHANGHAI JOYFLY IMP & EXP CO., LTD.","CN",6,"SEAL",485054,1125,431.1591111,"China"
"2979",2979,"ESORNAD ENTERPRISES","YIWU XUZHAN IMPORT AND EXPORT","CN",6,"SEAL",474240,9780,48.49079755,"China"
"2980",2980,"MEAD JOHNSON NUTRITION (PHILS) INC","KERRY INGREDIENTS (IRELAND) LTD","IE",6,"PROTEIN",9211930,16800,548.3291667,"Ireland"
"2981",2981,"PIONEER ADHESIVES INC","TONGSHEN INTERNATIONAL CO.,LTD","CN",6,"ADHESIVE",303917,600,506.5283333,"China"
"2982",2982,"FASTWORTH MARKETING","SUNG DO CHEMICAL CO., LTD","KR",6,"ADHESIVE",722100,17386,41.53341769,"South Korea"
"2983",2983,"HENKEL PHILIPPINES INC.","HENKEL ADHESIVES TECHNOLOGIES","CN",6,"ADHESIVE",2321319,17383,133.5396077,"China"
"2984",2984,"XIREN MARKETING","FUJIAN LONGBO IMPORT & EXPORT","CN",6,"GLUE",1696934,21312,79.62340465,"China"
"2985",2985,"PRINZEKIER TRADING","YIWU XUZHAN IMPORT AND EXPORT","CN",6,"GLUE",1013631,14366,70.55763609,"China"
"2986",2986,"LE VERNICI ITALIA INC.","DAAS & CHEMICALS SRL","IT",6,"ADHESIVE",764381,10555,72.41885362,"Italy"
"2987",2987,"SAMSUNG ELECTRO-MECHANICS","CHANG JO CO. LTD.","KR",6,"ADHESIVE",1705447,1528,1116.130236,"South Korea"
"2988",2988,"GILVAN PACKAGING CORPORATION","ROHM AND HAAS SINGAPORE (PTE)","SG",6,"ADHESIVE",999452,16400,60.94219512,"Singapore"
"2989",2989,"LUCRUM ENTERPRISES CORPORATION","GCP (SINGAPORE) PTE LTD","SG",6,"OTHERS",721695,6000,120.2825,"Singapore"
"2990",2990,"NAN PAO RESINS CHEMICAL PHILIPPINES","NAN PAO RESINS CHEMICAL CO LTD","TW",6,"OTHERS",396577,4000,99.14425,"Taiwan"
"2991",2991,"SCAD SERVICES (S) PTE. LTD. - PHIL","FRP SERVICES AND COMPANY","JP",6,"OTHERS",358427,1216,294.7590461,"Japan"
"2992",2992,"GREAT EASTERN RESINS PHILS INDL CO.","GREAT EASTERN RESINS INDUSTRIAL CO.","TW",6,"OTHERS",1381912,960,1439.491667,"Taiwan"
"2993",2993,"HOUSE TECHNOLOGY INDUSTRIES PTE.LTD","HRD SINGAPORE PTE LTD","JP",6,"OTHERS",6766875,46849,144.4401161,"Japan"
"2994",2994,"SCAD SERVICES (S) PTE. LTD. - PHIL","HRD SINGAPORE PTE LTD","JP",6,"OTHERS",2555843,5988,426.8274883,"Japan"
"2995",2995,"HOUSE TECHNOLOGY INDUSTRIES PTE.LTD","HRD SINGAPORE PTE LTD","JP",6,"EPOXY",7447267,26387,282.2324251,"Japan"
"2996",2996,"GCK INTERNATIONAL INC","WORLDWIDE CONNECTIONS,INC","US",6,"OTHERS",829586,14036,59.10416073,"United States"
"2997",2997,"CONCORD INDUSTRIES CO","JINHUA HONGTAI IMP&EXP CO.","CN",6,"GLUE",412852,9400,43.92042553,"China"
"2998",2998,"CORNELL INGREDIENTS CORPORATION","ROQUETTE ITALIA SPA","IT",6,"OTHERS",993789,19000,52.30468421,"Italy"
"2999",2999,"HOUSE TECHNOLOGY INDUSTRIES PTE.LTD","HRD SINGAPORE PTE LTD","JP",6,"GLUE",813585,934,871.0760171,"Japan"
"3000",3000,"GREAT EASTERN RESINS PHILS INDL CO.","CARTELL CHEMICAL CO., LTD.","TW",6,"ADHESIVE",3814803,3651,1044.865242,"Taiwan"
"3001",3001,"WU KONG SINGAPORE PTE. LTD. PHIL.","HRD SINGAPORE PTE LTD","JP",6,"OTHERS",4513345,18041,250.1715537,"Japan"
"3002",3002,"NEW KAWARA INC","FEROOF CO., LTD","KR",6,"SEAL",354702,600,591.17,"South Korea"
"3003",3003,"TRANS WORLD TRADING CO.INC.","AKZO NOBEL SURFACE CHEMISTRY LLC","US",6,"OTHERS",5233519,11385,459.6854633,"United States"
"3004",3004,"COLUMBIA INTERNATIONAL FOOD","GELITA AUSTRALIA PTY.LTD.","AU",6,"GELATIN",6129797,20000,306.48985,"Australia"
"3005",3005,"INNOVATRADE INGREDIENTS CORPORATION","GF OVORDY S.P.A.","IT",6,"OTHERS",9661568,25500,378.8850196,"Italy"
"3006",3006,"EASY BIO PHILIPPINES INC.","EASY BIO. INC","KR",6,"OTHERS",8965647,18000,498.0915,"South Korea"
"3007",3007,"EASY BIO PHILIPPINES INC.","EASY BIO. INC","KR",6,"OTHERS",1307723,12000,108.9769167,"South Korea"
"3008",3008,"SAMSUNG ELECTRO-MECHANICS","SAMSUNG SDI CO. LTD.","KR",6,"EPOXY",827330,1170,707.1196581,"South Korea"
"3009",3009,"VENVI AGRO INDUSTRIAL VENTURES/","TOP WORLD SDN BHD","MY",6,"OTHERS",1622519,31556,51.41713145,"Malaysia"
"3010",3010,"NELTEX DEVELOPMENT CO. INC","NAN YA PLASTICS CORPORATION","TW",6,"GLUE",13048734,108000,120.8216111,"Taiwan"
"3011",3011,"NEW TOUCHSTONE MDSG. ENT. (CEBU) PH","SHENZHEN LUYE EAST INDS CO LTD","CN",6,"OTHERS",456895,6320,72.29351266,"China"
"3012",3012,"MAGCARGO TRADING","SHENZHEN SWIFT IMPORT AND","CN",6,"GLUE",277411,3781,73.36974345,"China"
"3013",3013,"TIMES TRADING CO INC","NINGBO PASCO UNITED INDS CO LT","CN",6,"GLUE",18136604,141460,128.210123,"China"
"3014",3014,"TIMES TRADING CO INC","ELMERS OHL","US",6,"GLUE",4010701,25373,158.069641,"United States"
"3015",3015,"TECHNICAL MASTER TRADING CORP.","CHWEN SHYANG ENTERPRISE CO.","TW",6,"GLUE",618602,13912,44.46535365,"Taiwan"
"3016",3016,"DUTCH BLUE SEA ENTERPRISES","TEX YEAR FINE CHEMICAL (GUANGZ","CN",6,"GLUE",994031,15750,63.11307937,"China"
"3017",3017,"CROWN SUPPLY CORP","NINGBO DELI IMP & EXP CO LTD","CN",6,"GLUE",439679,2455,179.0953157,"China"
"3018",3018,"TIMES TRADING CO INC","JIANGSU XINGDA STATIONERY GROU","CN",6,"GLUE",5059740,28217,179.3153064,"China"
"3019",3019,"FEDCHEM MANUFACTURING & DISTRIBUTIO","APPLIED DB PUBLIC COMPANY LTD","TH",6,"ADHESIVE",734173,15144,48.47946381,"Thailand"
"3020",3020,"UNI-DRAVO COMMERCIAL CORP","ADTEX CONSOLIDATED SDN BHD","MY",6,"ADHESIVE",517411,17000,30.43594118,"Malaysia"
"3021",3021,"PV TECH PTE. LTD. PHIL. BR. OFFICE","SHANGHAI HUITIAN NEW MATERIAL","CN",6,"SEAL",351531,2160,162.7458333,"China"
"3022",3022,"MDLD INTERCHEMICAL INDUSTRIES INC.","CLEO SINGAPORE","SG",6,"OTHERS",866704,1020,849.7098039,"Singapore"
"3023",3023,"REIGN-NAN SALES INDUSTRY & GENERAL","FLOWCRETE ASIA SDN BHD","MY",6,"SEAL",10093710,75703,133.3330251,"Malaysia"
"3024",3024,"NAN PAO RESINS CHEMICAL PHILIPPINES","NAN PAO RESINS CHEMICAL CO LTD","TW",6,"ADHESIVE",2865094,20500,139.7606829,"Taiwan"
"3025",3025,"EDWARD KELLER (PHILS.) INC.","TATE & LYLE INGREDIENTS AMERICAS LL","US",6,"OTHERS",1750974,19278,90.82757547,"United States"
"3026",3026,"MEGAWIDE CONSTRUCTION CORPORATION","SEYKEN CORPORATION","JP",6,"MODIFIED STARCH",2830214,5913,478.6426518,"Japan"
"3027",3027,"LOTUSORB ENTERPRISES","VEDAN VIETNAM ENTERPRISE","VN",6,"MODIFIED STARCH",4111475,144000,28.55190972,"Vietnam"
"3028",3028,"LIWAYWAY MARKETING CORPORATION","GENERAL STARCH LIMITED","TH",6,"MODIFIED STARCH",3312327,50000,66.24654,"Thailand"
"3029",3029,"CORNELL INGREDIENTS CORPORATION","GENERAL STARCH LIMITED","TH",6,"MODIFIED STARCH",6575553,117000,56.20130769,"Thailand"
"3030",3030,"FORHOUSTON INTERNATIONAL CORP","ROHM AND HAAS PTE LTD","SG",6,"ADHESIVE",802302,23000,34.88269565,"Singapore"
"3031",3031,"CARRINGTON TRADING INC.","BASF HONG KONG LTD","DE",6,"ENZYMES",3004053,8000,375.506625,"Germany"
"3032",3032,"CARRINGTON TRADING INC.","BASF SOUTH EAST ASIA PTE. LTD.","DE",6,"ENZYMES",2550053,8000,318.756625,"Germany"
"3033",3033,"FEDCHEM MANUFACTURING & DISTRIBUTIO","ITW PP AND F KOREA LTD","MY",6,"EPOXY",1216796,14022,86.77763514,"Malaysia"
"3034",3034,"UNIVERSAL GLASS CO. INC.","QINGHE YONGXING INDUSTRY","CN",6,"SEAL",2072501,13935,148.7263007,"China"
"3035",3035,"HIT INTERNATIONAL PHILS. INC.","DSM AGI CORP.","TW",6,"OTHERS",533418,12090,44.12059553,"Taiwan"
"3036",3036,"HIT INTERNATIONAL PHILS. INC.","QUALIPOY CHEMICAL CORPORATION","TW",6,"OTHERS",482925,11000,43.90227273,"Taiwan"
"3037",3037,"HIT INTERNATIONAL PHILS. INC.","QUALIPOLY CHEMICAL CORPORATION","TW",6,"OTHERS",352881,8700,40.56103448,"Taiwan"
"3038",3038,"GLOBE INTL DISTRIBUTOR CENTER INC","PYE PRODUCTS M SDN BHD","MY",6,"SEAL",2483558,29547,84.05448946,"Malaysia"
"3039",3039,"WELLPLASS INTERNATIONAL SALES","QUICSEAL CONSTRUCTION CHEMICAL","SG",6,"SEAL",817935,16437,49.76181785,"Singapore"
"3040",3040,"GLONICOR FOOD CORPORATION","TATE & LYLE INGREDIENTS","US",6,"STARCH",1252627,19278,64.97702044,"United States"
"3041",3041,"GLOBE INTL DISTRIBUTOR CENTER INC","GEN INTERNATIONAL MARKETING","ID",6,"SEAL",3489050,32000,109.0328125,"Indonesia"
"3042",3042,"GLOBE INTL DISTRIBUTOR CENTER INC","GEN INTERNATIONAL MARKETING","ID",6,"OTHERS",742619,18800,39.50101064,"Indonesia"
"3043",3043,"SKYTREE ENTERPRISES","HANGZHOU EAGLERD TRAFFIC INDUSTRY &","CN",6,"OTHERS",678050,23450,28.91471215,"China"
"3044",3044,"JME SUPREME INTERNATIONAL INC.","GUANGZHOU SHENG BANG SPORT","CN",6,"OTHERS",388335,8901,43.62824402,"China"
"3045",3045,"STANZA ALUMINUM AND GLASS","DOW CHEMICAL SILICONES KOREA L","KR",6,"SEAL",3579150,58685,60.98917952,"South Korea"
"3046",3046,"DUTCH BLUE SEA ENTERPRISES","DOW CHEMICAL SILICONES KOREA L","KR",6,"SEAL",2147490,31197,68.83642658,"South Korea"
"3047",3047,"DUTCH BLUE SEA ENTERPRISES","R.J LONDON CHEMICALS INDUSTRIE","TH",6,"SEAL",459885,9922,46.35003024,"Thailand"
"3048",3048,"MEGATRENDS  I&C CORPORATION","NURICHEM CO LTD","KR",6,"SEAL",1065076,12625,84.36245545,"South Korea"
"3049",3049,"MARCH RESOURCES MFG. CORP.","HANGZHOU XIARORAN IMPORT AND EXPORT","CN",6,"SEAL",2275948,11259,202.1447731,"China"
"3050",3050,"HOUSE TECHNOLOGY INDUSTRIES PTE.LTD","HRD SINGAPORE PTE LTD","JP",6,"ADHESIVE",5094151,15846,321.4786697,"Japan"
"3051",3051,"HOUSE TECHNOLOGY INDUSTRIES PTE.LTD","HRD SINGAPORE PTE LTD","JP",6,"SEAL",1651347,6414,257.4597755,"Japan"
"3052",3052,"SIKA PHILIPPINES INC.","SIKA GUANGZHOU LTD.,","CN",6,"OTHERS",2625052,9675,271.3232041,"China"
"3053",3053,"SIKA PHILIPPINES INC.","SIKA CHINA LTD","CN",6,"OTHERS",12167528,73845,164.7711829,"China"
"3054",3054,"SIKA PHILIPPINES INC.","PT SIKA INDONESIA","ID",6,"OTHERS",1206639,21550,55.992529,"Indonesia"
"3055",3055,"SIKA PHILIPPINES INC.","WACKER CHEMICALS CHINA CO LTD","CN",6,"OTHERS",1690514,8333,202.8697948,"China"
"3056",3056,"SIKA PHILIPPINES INC.","PT.SIKA INDONESIA","ID",6,"OTHERS",2293809,22890,100.2100917,"Indonesia"
"3057",3057,"JOREJO TRADING","SHENZHEN EAST PACIFIC INTERNAT","CN",6,"SEAL",831965,15912,52.2853821,"China"
"3058",3058,"BIALOGVSKI GENERAL MERCHANDISE","QUANZHOU SHIXING TRADING CO.,LTD","CN",6,"SEAL",367863,6750,54.49822222,"China"
"3059",3059,"LUCRUM ENTERPRISES CORPORATION","MOMENTIVE PERFORMANCE MATERIALS INC","US",6,"SEAL",2731161,7969,342.7231773,"United States"
"3060",3060,"TFE SALES MKTG CORP.","MOMENTIVE PERFORMANCE","TH",6,"SEAL",2029353,6431,315.5579226,"Thailand"
"3061",3061,"TFE SALES MKTG CORP.","MOMENTIVE PERFORMANCE","CN",6,"SEAL",5932986,22356,265.3867418,"China"
"3062",3062,"TFE SALES MKTG CORP.","MOMENTIVE PERFORMANCE","DE",6,"SEAL",2325412,5933,391.9453902,"Germany"
"3063",3063,"TFE SALES MKTG CORP.","MOMENTIVE PERFORMANCE","JP",6,"SEAL",6852976,30040,228.1283622,"Japan"
"3064",3064,"MEISEI ELECTRIC PHILS CORPORATION","SANWACHEMICA(SHENZHEN)LIMITED","CN",6,"GLUE",570686,945,603.9005291,"China"
"3065",3065,"TIMES TRADING CO INC","SANFORD LP","US",6,"OTHERS",757526,2373,319.2271386,"United States"
"3066",3066,"UNIBAG POLYSACK CORPORATION","AVEBE U.A","NL",6,"OTHERS",1580603,25500,61.98443137,"Netherlands"
"3067",3067,"AL RAMA GLOBAL TRADING CORP.","SHANDONG YUWANG ECOLOGICAL","CN",6,"PROTEIN",1551391,12500,124.11128,"China"
"3068",3068,"TRIXCEAN TRADING","SHANDONG SINOGLORY","CN",6,"PROTEIN",847120,22750,37.23604396,"China"
"3069",3069,"DI-CATALYST INTERNATIONAL","DANISCO SINGAPORE PTE LTD","SG",6,"OTHERS",373006,1792,208.1506696,"Singapore"
"3070",3070,"GLOBAL STRATEGIC PARTNERS DISTRIBUT","FAULTLESS STARCH BON AMI","US",6,"STARCH",1090770,13469,80.98374044,"United States"
"3071",3071,"KOMEYA FOOD PRODUCT CORPORATION","TONGAAT HULETT STARCH","ZA",6,"STARCH",11987032,8e+05,14.98379,"South Africa"
"3072",3072,"KOMEYA FOOD PRODUCT CORPORATION","QINHUANGDAO PENGYUAN STARCH","CN",6,"STARCH",11641312,8e+05,14.55164,"China"
"3073",3073,"SAMSUNG ELECTRO-MECHANICS","FINE TECHNOLOGY CO LTD","KR",6,"TAPE",2620246,4333,604.7186707,"South Korea"
"3074",3074,"PRIMA TECH PHILS INC","PRIMA TECH CORPORATION","KR",6,"ADHESIVE",673807,1,673807,"South Korea"
"3075",3075,"PHIL. GLASS PROCESSING SPECIALIST","WACKER CHEMICALS CO LTD","CN",6,"SEAL",4477438,23673,189.136907,"China"
"3076",3076,"MAGNA PRIME CHEMICAL TECH. INC.","WACKER CHEMICALS KOREA INC","KR",6,"OTHERS",2623351,17235,152.210676,"South Korea"
