DATE,IMPORTER,EXPORTER,VESSEL,BL,ORIGIN,QUANTITY(kg),DESCRIPTION,AMOUNT $(CIF), L. COST (PhP) 
26-Jan,THE PUREFOODS HORMEL COMPANY INC,SMS CORPORATION CO.LTD,ANDERSON BRIDGE,SITGBKMN102734,TH,"48,000",MODIFIED TAPIOCA STARCH,"23,148.00","1,196,025.00"
8-Jan,THE PUREFOODS HORMEL COMPANY INC,SMS CORPORATION CO.LTD,SITC BANGKOK,SITGBKMN100879,TH,"72,000",MODIFIED TAPIOCA STARCH (KREATION 20CL),"34,722.00","1,773,615.00"
13-Jan,TI (PHILIPPINES) INC.,DOW CORNING TORAY CO LTD,NH819,89892,JP,153,DOW CORNING DA-6534 ADHESIVE (MOLD COMPOUND),"66,660.00","3,667,023.00"
30-Jan,TI (PHILIPPINES) INC.,DOW CORNING TORAY CO LTD,NH819,34751,JP,102,DOW CORNING SE 4450 THERMALLY CONDUCTIVE ADH,"10,080.00","568,813.00"
26-Jan,TI (PHILIPPINES) INC.,DISCO CORPORATION,PR431,34655,JP,940,HOGOMAX LIQUID(CHEMICAL WITH MSDS),"46,748.58","2,557,830.00"
6-Jan,TI (PHILIPPINES) INC.,M K ELECTRON CO LTD,5J187,885490,KR,480,SOLDER BALL,"33,620.00","1,844,622.00"
20-Jan,TI (PHILIPPINES) INC.,M K ELECTRON CO LTD,5J187,917045,KR,306,SOLDER BALL,"15,740.00","875,506.00"
13-Jan,TI (PHILIPPINES) INC.,M K ELECTRON CO LTD,5J187,891090,KR,474,SOLDER BALL FOR SEMICONDUCTOR,"24,120.00","1,330,890.00"
21-Jan,TI (PHILIPPINES) INC.,DOW CORNING CORP.,DL181,7KM8912,US,173,THERMALLY CONDUCTIVE ADHESIVE,"15,117.56","808,146.00"
18-Jan,TI (PHILIPPINES) INC.,LINTEC CORPORATION,PR431,222011,JP,329,UV CURABLE BACKGRINDING TAPES (BACKGRIND TAP,"28,860.00","1,600,018.00"
31-Jan,TI (PHILIPPINES) INC.,LINTEC CORPORATION,PR431,229711,JP,50,UV CURABLE BACKGRINDING TAPES (BACKGRIND TAP,"17,420.00","972,873.00"
13-Jan,TI (PHILIPPINES) INC.,LINTEC CORPORATION,PR431,209665,JP,399,UV SENSITIVE DICING TAPE,"28,016.03","1,527,043.00"
25-Jan,TI (PHILIPPINES) INC.,LINTEC CORPORATION,PR431,229335,JP,38,UV SENSITIVE DICING TAPE,"23,154.58","1,253,254.00"
16-Jan,TI (PHILIPPINES) INC.,LINTEC CORPORATION,PR431,209982,JP,230,UV SENSITIVE DICING TAPE,"21,240.00","1,174,067.00"
25-Jan,TI (PHILIPPINES) INC.,LINTEC CORPORATION,PR431,229291,JP,247,UV SENSITIVE DICING TAPE,"21,216.00","1,189,413.00"
11-Jan,TI (PHILIPPINES) INC.,LINTEC CORPORATION,PR431,209245,JP,89,UV SENSITIVE DICING TAPE,"14,820.00","815,503.00"
14-Jan,TI (PHILIPPINES) INC.,LINTEC CORPORATION,PR431,209912,JP,90,UV SENSITIVE DICING TAPE,"6,361.60","351,133.00"
10-Jan,TI (PHILIPPINES) INC.,LINTEC CORPORATION,PR431,194000,JP,20,UV SENSITIVE DICING TAPE,"5,600.00","307,795.00"
11-Jan,TI (PHILIPPINES) INC.,LINTEC CORPORATION,PR431,209260,JP,300,UV SENSITIVE DICING TAPE (MOUNT/SAW MANUFACT,"15,600.00","859,443.00"
16-Jan,TI (PHILIPPINES) INC.,"FURUKAWA ELECTRIC CO., LTD",PR431,576463,JP,"1,302",UV TAPES,"85,360.00","4,699,315.00"
24-Jan,TI (PHILIPPINES) INC.,FURUKAWA ELECTRIC CO LTD.,PR431,576161,JP,283,UV TAPES,"20,887.29","1,145,922.00"
16-Jan,TI (PHILIPPINES) INC.,"FURUKAWA ELECTRIC CO., LTD",PR431,608416,JP,270,UV TAPES,"20,000.00","1,105,892.00"
31-Jan,TIMBERMATE HMT INDUSTRIES CORP.,TIMBERMATE GROUP,EVER DEVOTE,S00039272,AU,"13,220",WATER BASED WOOD FILLER PUTTY,"9,881.00","538,587.00"
10-Jan,TIMES TRADING CO INC,ELMERS OHL,YM UTILITY,TVLLAX01966,US,"14,839","GLUE ALL, ETC ELMERS  BRAND","33,832.92","1,795,289.00"
30-Jan,TITAN RUBBER INDUSTRIAL MFG. CORP.,WOO SUNG TRADING CO.,HYUNDAI GLORY,PUSA035174,KR,"2,000",RUBBER SEALANT,"6,120.00","330,951.00"
31-Jan,TMX PHILIPPINES INC.,HENKEL (MALAYSIA) SDN BHD,CEBU PACIFIC,KUL0606120,MY,111,LF LOCTITE MULTICORE 96SC LF300 AGS85V SOLDE,"14,790.56","799,416.00"
15-Jan,TMX PHILIPPINES INC.,MATERIAL TECHNOLOGY PTE LTD,CATHAY PACIFIC,SIN1595842,BE,168,LOCTITE ABLESTIK E 3503 1,"16,200.00","861,777.00"
17-Jan,TOSHIBA INFORMATION EQUIPMENT (PHIL,THREE BOND SINGAPORE PTE LTD,SQ910,YSG03231211,SG,40,THREEBOND 1390K ACCELERATOR FOR ANAEROBIC AD,"5,792.00","311,669.00"
17-Jan,TRANS WORLD TRADING COMPANY,HITACHI CHEMICAL ( JOHOR ) SDN BHD,NORTHERN DIAMOND   V802A,MCB087466,MY,"5,200",ADHESIVE  ( TM - 215 - DM - PH ),"15,827.78","808,454.00"
16-Jan,TRANS WORLD TRADING COMPANY,"TOYO - MORTON , LTD",SINOKOR AKITA  V0156W,SNKO24H171200013,JP,"16,000",ADHESIVE ( TM-215-DM-PH ),"48,716.15","2,489,122.00"
5-Jan,TRANS WORLD TRADING COMPANY,"TOYO INK KOREA CO., LTD.",HYUNDAI GLORY V090S,HDMUBUML4726526,KR,"7,200",ADHESIVE TM-329-DM-PH,"21,020.39","1,117,327.00"
31-Jan,TRANS WORLD TRADING COMPANY,LORD INTERNATIONAL TRADING ( SHANGH,HYUNDAI GLORY  091S,SHAB069698,CN,"4,612","CHEMLOK 205, 220, 234X (NW) ADHESIVE","67,366.88","3,448,784.00"
11-Jan,TRANSNATIONAL LOGISTICS INC.,PT. CLARIANT ADSORBENTS,DEVA V 0256N,8040C7001400,ID,"17,230",CONTAINER DRI,"53,895.17","3,056,706.00"
15-Jan,TREASURE ISLAND INDUSTRIAL CORP.,RICH SOURCE LIMITED,WAN HAI V. 163,0037B27527,TW,"17,324","POLYURETHANE ADHESIVE 80/90,SAMPLE OF POLYUR","34,831.29","1,848,260.00"
20-Jan,TRS PHILS CORPORATION,"TRS CO.,LTD.",FX5158,223150,JP,176,SYLEX GLUE,"44,464.35","2,409,561.00"
11-Jan,TSUNEISHI ACCOMMODATION CEBU INC.,"TSUNEISHI TRADING CO., LTD.",ASIAN JEWEL 29,FB3,JP,"58,254",DECK COVERING MATERIALS,"114,482.99","6,027,160.00"
25-Jan,TSUNEISHI ACCOMMODATION CEBU INC.,"TSUNEISHI TRADING CO., LTD.",PACIFIC JOY 09,FB4,JP,"39,677",DECK COVERING MATERIALS,"112,873.11","6,064,528.00"
29-Jan,TURRIS PHIL. INC.,SOLBAR NINGBO INTERNATIONAL,PHILIPPA SCHULTE,KMTCTAO3191074,CN,"25,000",1250 BAGS SOLPRO 920 ISOLATED SOY PROTEIN,"57,000.00","2,895,885.00"
4-Jan,TURRIS PHIL. INC.,SOLBAR NINGBO INTERNATIONAL,COSCO FUKUYAMA,COAU7042062980,CN,"25,000",1250 BAGS SOLPRO920 ISOLATED SOY PROTEIN,"57,000.00","2,865,326.00"
22-Jan,TURRIS PHIL. INC.,TATE & LYLE NETHERLANDS B.V.,TAIPEI TRIUMP,OOLU4026917610,NL,"59,250",2370 BAGS RESISTAMYL 347 MODIF,"48,881.25","2,558,256.00"
22-Jan,TURRIS PHIL. INC.,TATE & LYLE NETHERLANDS B.V.,THALLASA HELLAS,OOLU4026936790,NL,"59,250",2370 BAGS RESISTAMYL 347 MODIF,"48,881.25","2,558,256.00"
24-Jan,TURRIS PHIL. INC.,TATE AND LYLE INGREDIENTS,EVER LAMBENT,EGLV430742364531,US,"38,556",34 PALLETS X-PAND'R STARCH,"39,519.90","2,078,086.00"
31-Jan,TURRIS PHIL. INC.,TATE AND LYLE INGREDIENTS,EVER LIVING,EGLV430742379431,US,"18,144",800 BAGS X-PAND'R STARCH,"18,597.61","987,605.00"
23-Jan,TURRIS PHIL. INC.,"KINRY FOOD INGREDIENTS CO., LTD",HAI LIAN,SITGSHMSK08977,CN,"8,000",800 CARTONS TRANSGLUTAMINASE-TG BIOBAND,"76,000.00","3,853,374.00"
17-Jan,TURRIS PHIL. INC.,TATE AND LYLE INGREDIENTS AMERICAS,EVER SMART,EGLV450710474204,US,"19,278",850 BAGS STALEY CONFECTIONER'S G STARCH,"24,675.84","1,292,328.00"
25-Jan,UNIGLOBAL CHEM INDUSTRIES INC.,GUANXIAN RUICHANG TRADING CO,CLEMENS SCHULTE,SSLMS174750,CN,"50,000",ISOLATED SOY PROTEIN,"49,105.00","2,561,671.00"
26-Jan,UNIGLOBAL CHEM INDUSTRIES INC.,GUANXIAN RUICHANG TRADING CO,APL ATLANTA,SSLMS174963,CN,"50,000",ISOLATED SOY PROTEIN,"49,105.00","2,561,671.00"
5-Jan,UNILOX INDUSTRIAL CORP,ELITE CHEMICAL INDUSTRIES LTD,NYK JOANNA 059N,ZA02020387,GB,"4,100","ELI COTE FR1008D1, ELICOTE FR1010, ELI FLEX","58,963.26","3,121,519.00"
31-Jan,UNITED GRAPHIC EXPRESSION CORP.,PT. MAKRO REKAT SEKAWAN,CX935,YTLMNL008,ID,"1,200",HOTMELT ADHESIVE MH 1406-3,"7,897.01","429,269.00"
16-Jan,UNITED LABORATORIES INC.,C.E ROAPER GMBH,ATACAMA 004E,MNL215623,DE,500,EDIBLE GELATINE 200 BLOOM,"5,813.03","307,138.00"
9-Jan,UNITED LABORATORIES INC.,NITTA GELATIN INDIA LIMITED,MESSINI 060E,EGLV103700064045,IN,"4,700",GELATIN 170 BLOOM K-UNI170L,"39,543.50","2,008,597.00"
12-Jan,UNITED LABORATORIES INC.,YUNG ZIP CHEMICAL IND. CO. LTD,COLOMBO/ 030S,TPES17070675,TW,"1,000",SODIUM STARCH GLYCOLATE NF,"5,761.65","304,491.00"
17-Jan,UNITED PULP AND PAPER CO INC,BUCKMAN LABORATORIES (ASIA) PTE LTD,BUXMELODY 1639 092N,EGLV070700303503,SG,"20,700",1X20 (PART OF) STC 18 BINS BUBOND 652,"66,916.11","3,544,676.00"
3-Jan,UNITED PULP AND PAPER CO INC,BUCKMAN LABORATORIES(ASIA)PTE LTD,LOBIVIA 057E,SINMNN03194,ES,"3,450",3 PKGS. STC 3 BINS BUBOND 652,"12,105.38","645,992.00"
30-Jan,UNIVERSAL GLASS CO. INC.,QINGHE YONGXING INDUSTRY,HYUNDAI FORWARD V.077S,HDMUQSPH6414007,CN,"17,070",POLYURETHANE SEALANT,"51,174.18","2,591,329.00"
5-Jan,UNIVERSAL ROBINA CORPORATION,SCIENCE TECHNICS SDN BHD,CALICANTO BRIDGE / 245N,MYPKG0000020787,MY,"8,079","FUNGAL AMYLASE, BAKE PLUS T","26,183.90","1,320,589.00"
22-Jan,UNIVERSAL ROBINA CORPORATION,KERRY INGREDIENTS & FLAVOURS,LOBIVIA V.059E,RTMA06095,IE,900,VERSA WHIP,"23,526.54","1,207,333.00"
12-Jan,UNSU CORPORATION,ROQUETTE ITALIA SPA,YM WONDROUS 014E,KKLUGOA143876,IT,"48,000",MODIFIED STARCH PXG,"86,365.47","4,474,540.00"
24-Jan,VET SPECIALISTS INC,ALIVIRA ANIMAL HEALTH LIMITED,OOCL ATLANTA V094E,MUMCB17009258,IN,"4,425","VETERZYME 25 KG, VETERZYME COMBI PRO 25KG","17,726.40","933,722.00"
10-Jan,VET. ONE INC.,CHINA JIANGSU CHANGZHOU ORIENT,DONG FANG QIANG V.1725S,SNL7SHPL3701035,CN,"10,000",400 BAGS SUNZYME (FOR ANIMAL FEED ONLY),"19,304.80","977,040.00"
17-Jan,VET. ONE INC.,CHINA JIANGSU CHANGZHOU ORIENT,HANSA FRESENBURG S005,SNL7SHPL3701022,CN,"10,000",400 BAGS SUNZYME (FOR ANIMAL FEED ONLY),"19,111.47","967,275.00"
29-Jan,VISHAY (PHILS.) INC.,SOLEPOXY INC,PR127,ROC87055461,US,152,6.00 CT EPOXY POWDER,"5,910.31","319,653.00"
20-Jan,VISHAY (PHILS.) INC.,SOLEPOXY INC,PR127,ROC87055373,US,152,EPOXY POWDER- PELLETS,"5,753.10","308,072.00"
11-Jan,VISHAY (PHILS.) INC.,SOLEPOXY INC,PR127,ROC87055202,US,152,EPOXY POWDER-PELLETS,"5,753.10","306,537.00"
10-Jan,VISHAY (PHILS.) INC.,ABLESTIK (SHAGHAI) LTD.,CX919,DIM042102548,CN,275,LOCTITE ABLESTIK 84-1LMISR4 KNOWN AS: ABLEBO,"15,501.94","821,419.00"
25-Jan,WALL VISION CORPORATION,MOMENTIVE PERFORMANCE MATERIAL,KUO CHIA,AMP0270226,JP,"5,714",1 X 20 CONT STC 30 PKGS STC SILICONE SEALANT,"26,520.00","1,351,946.00"
31-Jan,WAN HONG CONST. CORP.,"ATOMTECH ENERGY & INDUSTRIALS CO.,L",CI701,STR1000280,TW,179,3M MARINE  ADHESIVE SEALANT 5200,"5,217.21","285,571.00"
18-Jan,WILLIAM AARON PARDUE,"YEKALON INDUSTRY, INC.",SFL AVON,11640,CN,"3,654",EVA WATER COATING,"7,262.91","370,515.00"
11-Jan,WOODCARETECH MARKETING PHILIPPINES,AKZO NOBEL ADHESIVES PTE LTD,NYK JOANA V.060N,SWMNL1849476,SG,"3,370","ADHESIVES: PVAC 3339, PVAC 3390, UF 1367,","6,785.34","362,828.00"
4-Jan,WORLDHOTEL MAKATI INC.,ZHANGJIAGANG CITY LEYU PLEXIGLASS P,HEUNG-A GREEN,ACPV917652,CN,"3,100",STRUCTURAL ADHESIVE,"7,315.77","372,169.00"
16-Jan,WSTAN & COMPANY INC.,SINOGLORY ENTERPRISE GROUP,COSCO YINGKOU,COAU7042071890,CN,"22,725",ISOLATED SOY PROTEIN,"16,175.20","831,288.00"
12-Jan,WU KONG SINGAPORE PTE. LTD. PHIL.,HRD SINGAPORE PTE LTD,CAPE NABIL 031N,NYKSNG6JJ0531700,JP,486,HARDENER FOR DEERNOL OSHIKA,"7,227.38","385,574.00"
11-Jan,WU KONG SINGAPORE PTE. LTD. PHIL.,NEDEX CHEMIE DEUTSCHLAND GMBH,NYK JOANNA 060N,KKLUHAM488481,NL,"17,158",POLYSULFIDE COMPONENT,"56,048.49","3,040,506.00"
20-Jan,WUERTH PHILS. INC.,HANGZHOU XIAORAN IMPORT AND,GREEN ACE 0136S,SILMNL171097,CN,778,5472 SEALING ENGINE SILICON 250 GREY GASKET,"5,285.41","286,337.00"
21-Jan,WYNTRON INC.,DYMAX ASIA PACIFIC PTE LTD,TR378,SINAE1802055,SG,225,DYMAX UV ADHESIVE,"11,827.20","633,376.00"
15-Jan,YAMASHIN CEBU FILTER MFG. CORP.,"YUNTEH INDUSTRIAL CO., LTD",AVILA,NNR180100212,TW,"4,000",JOINT MINE/MIDE,"15,846.00","845,437.00"
15-Jan,YAZAKI-TORRES MANUFACTURING INC.,YAZAKI  CORPORATION,WAN HAI 311 S164,0127A03149,JP,"1,087","ARONALPHA, E-TEC, SILICON SEALANT","24,774.69","1,311,121.00"
19-Jan,YAZAKI-TORRES MANUFACTURING INC.,YAZAKI CORPORATION,NH819,YGL27012344,JP,"2,601",E-TEC,"21,817.76","1,163,522.00"
30-Jan,YAZAKI-TORRES MANUFACTURING INC.,YAZAKI CORPORATION,JL0745,YGL27022321,JP,428,SILICON SEALANT,"10,268.63","556,690.00"
