DATE,IMPORTER,EXPORTER,VESSEL,BL,ORIGIN,QUANTITY,DESCRIPTION,AMOUNT $(CIF), L. COST (PhP) 
19-Dec,WU KONG SINGAPORE PTE. LTD. PHIL.,HRD SINGAPORE PTE LTD,IRENE RESPECT 0007S,ONEYSM8BB3966700,JP,12730.00,DEERNOL D-40E OSHIKA CORPORATION,"47,751.58",2677392.00
5-Dec,DIAMOND DRY MORTAR INC.,AALBORG PORTLAND MALAYSIA SDN,EVER BEING,ICLMNL1811022,MY,48600.00,DIAMOND FINISH COAT WHITE,"7,689.65",421291.00
6-Dec,HAMBURG TRADING CORPORATION,CARGILL BIO CHEMICAL CO LTD,MV MATINA V.31N1,XDFF302572,CN,18725.00,DISTARCH PHOSPHATE,"18,817.13",1000305.00
20-Dec,ELEVENTH TRADING,DOW CHEMICAL SILICONES KOREA,STARSHIP PEGASUS,PUSB127917,KR,10679.00,"DOWSIL SILICONE SEALANT BRONZE, BLACK","10,499.00",595276.00
19-Dec,ELEVENTH TRADING,DOW CHEMICAL SILICONES KOREA,STARSHIP PEGASUS,PUSB126897,KR,9193.00,"DOWSIL SILICONE SEALANT BRONZE, BLACK, WHITE","10,550.00",596684.00
20-Dec,ELEVENTH TRADING,DOW CHEMICAL SILICONES KOREA,STARSHIP PEGASUS,PUSB124902,KR,10679.00,"DOWSIL SILICONE SEALANT BRONZE, CLEAR, WHITE","10,499.00",595276.00
18-Dec,ELEVENTH TRADING,DOW CHEMICAL SILICONES KOREA,STARSHIP PEGASUS,PUSB124912,KR,10679.00,"DOWSIL SILICONE SEALANT BRONZE, CLEAR, WHITE","9,433.10",534389.00
5-Dec,ELEVENTH TRADING,DOW CHEMICAL SILICONES KOREA,GREEN ACE,PUSB061497,KR,10679.00,"DOWSIL SILICONE SEALANT BRONZE, WHITE","9,489.20",534303.00
19-Dec,ELEVENTH TRADING,DOW CHEMICAL SILICONES KOREA,STARSHIP PEGASUS,PUSB121909,KR,10679.00,"DOWSIL SILICONE SEALANT BRONZE, WHITE CLEAR","10,550.00",596684.00
18-Dec,ELEVENTH TRADING,DOW CHEMICAL SILICONES KOREA,STARSHIP PEGASUS,PUSB127895,KR,9193.00,"DOWSIL SILICONE SEALANT BRONZE, WHITE CLEAR","9,428.00",534104.00
27-Dec,ELEVENTH TRADING,DOW CHEMICAL SILICONES KOREA,HEUNG-A GREEN,PUSB087754,KR,10679.00,"DOWSIL SILICONE SEALANT BRONZE, WHITE GRAY","10,958.00",623140.00
4-Dec,ALTERNATIVES FOOD CORP,"QINGDAO CPI INTERNATIONAL CO., LTD.",MATTINA,AAJY010718,TR,150000.00,EMPRO 90 ISOLATED SOY PROTEIN (EMULSION GRA,"157,200.00",8437773.00
12-Dec,ALTERNATIVES FOOD CORP,"QINGDAO CPI INTERNATIONAL CO., LTD.",ARGOS,AAJY010777,TR,150000.00,EMPRO 90 ISOLATED SOY PROTEIN (EMULSION GRA,"157,200.00",8440797.00
21-Dec,ALTERNATIVES FOOD CORP,"QINGDAO CPI INTERNATIONAL CO., LTD.",MAERSK JAIPUR,GOSUQIN3775075,TR,150000.00,EMPRO 90 ISOLATED SOY PROTEIN (EMULSION GRA,"157,200.00",8488864.00
4-Dec,ALTERNATIVES FOOD CORP,"QINGDAO CPI INTERNATIONAL CO., LTD.",JPO VELA,AAJY010646,TR,100000.00,EMPRO 90 ISOLATED SOY PROTEIN (EMULSION GRA,"104,800.00",5628347.00
14-Dec,AMPERE RESOURCES CORPORATION,SPECIFIED TECHNOLOGIES INC.,EVER LAWFUL / 030,S00390585,US,2272.00,ENDOTHERMIC FIRESTOP SEALANT,"18,975.48",1051308.00
21-Dec,AMPERE RESOURCES CORPORATION,SPECIFIED TECHNOLOGIES INC.,GERD MAERSK 841,S00388644,US,5868.00,ENDOTHERMIC FIRESTOP SEALANT WORN WHITE,"38,083.61",2122789.00
28-Dec,FABCON PHILS. INC.,CATALYSTS BIO TECHNOLOGIES PVT,NYK ARTEMIS V.102E,DELMNLCSSI141100,IN,6000.00,"ENZYDEX PS BATCH CBL1296, 1297, 1304, 1305,","64,800.00",3565195.00
12-Dec,WORLD HOME DEPOT CORPORATION,PT.APLUS PACIFIC,ACX DIAMOND 216N,KCAJKTMNN029618,ID,19919.00,EUROBOARD JOINT COMPOUND @20KG 1000 BAG,"4,451.30",241707.00
19-Dec,SCAD SERVICES (S) PTE. LTD. - PHIL,HRD SINGAPORE PTE LTD,IRENES RESPECT 0007S,ONEYSM8BB3966704,JP,372.00,EVERGRIP 555Z-NT-2 15KG/CAN(VOC TYPE) (ADHES,"3,222.90",183581.00
7-Dec,FISCHER PH ASIA INC,FISCHERWERKE GMBH & CO KG,SEASPAN THAMES SAC3530,STRMNLI02011,DE,3656.00,"FIS VS 360 S, RM II 10 CAPSULES, RM II 12 CA","43,492.32",2401522.00
4-Dec,FISCHER PH ASIA INC,ISPO FRANCE,MSC MAYA 841E,966542485,BE,19779.00,FISCHER DPU 600 ML GREY,"76,154.25",4221816.00
27-Dec,FISCHER PH ASIA INC,FISCHERWERKE GMBH & CO KG,NYK VIRGO ONE0190,STRMNLI02184,DE,1875.00,FIXING MATERIAL (FFB-ES/R - FIBEBARR ELASTOS,"13,601.66",766660.00
7-Dec,FISCHER PH ASIA INC,FISCHERWERKE GMBH AND CO KG,NYK IBIS,STRMNLI02091,DE,1275.00,FIXING MATERIAL (FIS SB 390 S RM II 16 E CAP,"19,332.78",1074544.00
27-Dec,FISCHER PH ASIA INC,FISCHERWERKE GMBH AND CO KG,NYK VIRGO ONE0190,STRMNLI02217,DE,1270.00,FIXING MATERIALFFB ES/R FIREBARR ELASTOSEAL,"21,167.60",1180341.00
21-Dec,PIONEER ADHESIVES INC.,AKKIM  YAPI KIMYASALLARI,CORDELIA V. 0858-010W,EGLV594800155777,TR,18980.00,FLEXOSEAL PU SEALANT SAUSAGE 600MLGREY (20),"58,038.35",3249006.00
4-Dec,C.T.P. INDUSTRIES INC.,JINAN ZHIBI INTERNATIONAL,DANU BHUM V. 402S,AMIGL180594086A,CN,2000.00,FLY GLUE,"6,063.12",341027.00
27-Dec,HILTI PHILIPPINES INC.,HILTI AG,COSCO DENMARK 025 E,OOLU2611297970,SG,17330.00,FS JOINT FILLER CP 606,"48,609.11",2723911.00
21-Dec,HILTI PHILIPPINES INC.,HILTI AG,EVER GIVEN 001 E,OOLU2611541430,DE,8894.00,FS JOINT FILLER CP 606,"27,068.85",1524379.00
21-Dec,NAN PAO RESINS CHEMICAL PHILIPPINES,NAN PAO RESINS CHEMICAL CO   LTD,SINGAPORE 054S,0018D49470,TW,450.00,FW PRODUCTS 1071 S,"3,186.00",178716.00
21-Dec,NAN PAO RESINS CHEMICAL PHILIPPINES,NAN PAO RESINS CHEMICAL CO   LTD,SINGAPORE 054S,0018D49470,TW,1500.00,FW PRODUCTS HM 170,"7,995.00",446793.00
21-Dec,NAN PAO RESINS CHEMICAL PHILIPPINES,NAN PAO RESINS CHEMICAL CO   LTD,SINGAPORE 054S,0018D49470,TW,1500.00,FW PRODUCTS NP 71KN,"3,180.00",178397.00
21-Dec,NAN PAO RESINS CHEMICAL PHILIPPINES,NAN PAO RESINS CHEMICAL CO   LTD,SINGAPORE 054S,0018D49470,TW,338.00,FW PRODUCTS RFE,"7,204.50",402729.00
10-Dec,TIGER RESORT LEISURE AND ENTERTAINM,TWO NINE SIX O TRADING PTE LTD,LOS ANDES BRIDGE 109N,SE1811004002,SG,2209.00,GE ULTRAPRUF II SCS2903 ETC.,"15,015.63",836148.00
28-Dec,INGREDION PHILIPPINES INC.,INGREDION INC. 5 WESTBROOK,ALEXANDRA 830W,6.32E+13,US,18812.00,"GEL N MELT FOOD MODIFIED CORN STARCH, 630 BA","22,793.27",1266834.00
21-Dec,SUCERE FOODS CORPORATION,ROUSSELOT (M) SDN BHD,EVER BONNY 009N,SNKO061181200190,BR,20000.00,GELATIN 220 H 20,"122,344.00",6700367.00
14-Dec,INTERPHIL LABORATORIES INC,LAPI GELATIN  SPA,LOBIVIA 079E,HLCUEUR1809AOVK4,IT,10075.00,GELATINE 150 BLOOM CALFSKIN,"74,913.45",4066907.00
20-Dec,ACE PREMIUM GOODS CORPORATION,"BLRNE INTERNATIONAL CO., LTD",AS PENELOPE V.1821S,NBMNNT14548T01,CN,1000.00,GLUE,"4,163.17",235039.00
18-Dec,TAIPHIL PROTECH INDUSTRIAL INC.,NEW VISTA LIMITED,SELENITE 18001S,HKGMNL18C104,HK,47.00,GLUE,"4,111.91",229879.00
6-Dec,PAREF SOUTHRIDGE SCHOOL INC,ACT GLOBAL SPORTS B V,NYK IBIS V012E,N851079528,NL,100.00,GLUE BI COMPONENT POLYURETHANE ADHESIVE,"9,459.67",502836.00
12-Dec,STT PHILIPPINES INC,STT INC.,OOCL GUANGZHOU 104S,YOKAFG42841,JP,9072.00,GLUE SE6750A/B,"135,238.12",7343378.00
21-Dec,MARSHTOMP TRADING,"PUNING JUN HAO YU TRADING CO.,",SINOTRANS TIANJIN 1844S,SNL8XMPL007561,CN,3337.00,"GLUE, GLUESTICKS","4,089.63",219300.00
19-Dec,PTC COMMERCIAL CORPORATION,WALTON K.K. INTERNATIONAL,ULTIMA V.18006N,7.73E+11,CN,17496.00,GRASS JELLY 540GX24TINS GOLDEN VALLEY BRAND,"8,712.00",470303.00
18-Dec,BRENNTAG INGREDIENTS INC.,DUPONT NUTRITION BIOSCIENCES,MANCHESTER MAERSK V 844E,606159050,DK,720.00,GRINDAMYL XV,"10,418.26",571370.00
19-Dec,JEIKA PROPERTIES CORP,EXCELLENT GROUP INTERNATIONAL LIMIT,COSCO HAIFA,TAOCB18009725,CN,19250.00,GYPSUM COMPOUND,"4,709.38",259432.00
4-Dec,DESK TOP BAGS PHILIPPINES INC.,GOLDEN COMPANY LIMITED,CALICANTO BRIDGE 268E,PSGNMNL1804454,VN,374.00,HANDBAG ACCESSORIES,"15,540.93",864548.00
20-Dec,TOYOTA TSUSHO PHILS. CORP.,TOYOTSU CHEMIPLAS CORPORATION,IRENES RESPECT V.0007S,ONEYNG8DS3503400,JP,363.00,"HEI-CAST 3035A ,HEI-CAST 3035B","3,340.50",186807.00
3-Dec,ELI LILLY (PHILIPPINES) INC,ELI LILLY AND COMPANY,OOCL BEIJING,6.32E+13,US,18144.00,HEMICELL HT 25KG X1BAG PL,"129,084.12",7008731.00
10-Dec,IMCD PHILIPPINES CORPORATION,SANOVO FOODS A/S,HERMA P V.103E,HDMUHBWB0491110,DK,15000.00,HEN EGG ALBUMEN POWDER,"96,957.00",5262593.00
5-Dec,BOSTIK PHILIPPINES INC.,JIANGSU BOSTIK ADHESIVE CO. LTD,WAN HAI 305 S257,1308503444,CN,2000.00,HERBERTS 1K-LF190-X3,"9,795.22",520224.00
5-Dec,HANKYU HANSHIN LOGISTICS PHILS INC.,"ITATSU CO., LTD",NYK SILVIA 0504S,MEI1183070,JP,339.00,HERME SEAL,"4,781.16",264451.00
18-Dec,HILTI PHILIPPINES INC.,HILTI AKTIENGESELLSCHAFT,EVER GOLDEN/ACX CRYSTAL,OOLU2610777380,SG,9283.00,HILTI FIXING EQUIPMENT FS JOINT FILLER,"25,873.93",1454330.00
12-Dec,HILTI PHILIPPINES INC.,HILTI CORPORATION,MP THE LAW 848W,SGSIN0000097781,SG,4784.00,HILTI FIXING EQUIPMENT INJECTABLE MORTAR,"46,652.01",2587953.00
13-Dec,HILTI PHILIPPINES INC.,HILTI CORPORATION,ACX CRYSTAL 188N,OOLU2613155860,SG,8611.00,HILTI FIXING EQUIPMENT INJECTABLE MROTAR,"44,972.92",2509487.00
6-Dec,BRENNTAG INGREDIENTS INC.,NOVOZYMES A S,KATHARINA SCHEPERS V 221,CPH31115359,DK,10800.00,HITECZYME ENZYME,"131,928.48",7159544.00
11-Dec,H B FULLER PHILS INC,H. B. FULLER (NANJING) CHEMICAL CO,MARIA SCHULTE 0XA1HS,JLS201811142,CN,1000.00,HL9597/1 (HOT MELT MOISTURE CURE ADHESIVE),"7,712.60",411741.00
20-Dec,AKAGI GOMU PHILS. CORP.,"AKAGI CO., LTD",IRENES RESPECT 0007S,YLKS8075940,JP,2093.00,HOT MELT,"16,795.18",935445.00
18-Dec,CASES INTERNATIONAL PHILS INC,"HANGZHOU KAIMIKU IMP&EXP. CO., LTD",ROTTERDAM BRIDGE 002S,SM18E014563,CN,2500.00,HOT MELT ADHESIVE,"4,279.76",243888.00
7-Dec,SIGLO LEATHERWARE MANUFACTURING INC,DONGGUAN ANA INTERNATIONAL FREIGHT,TRF KAYA V. 18004S,7.22E+12,CN,364.00,HOT MELT ADHESIVE,"4,074.01",225724.00
6-Dec,CONSOLIDATED ADHESIVES INC,ADTEK CONSOLIDATED SDN BHD,EVER BONNY 008N,SNKO160181000357,MY,17000.00,HOT MELT ADHESIVE (GLUE),"35,125.20",1860804.00
5-Dec,QUANTA PAPER CORPORATION,FOCUS HOTMELT CO. LTD.,CAPE MAHON,7.13E+11,CN,20160.00,HOT MELT ADHESIVE T100A & T303,"38,524.28",2041585.00
21-Dec,H B FULLER PHILS INC,H.B FULLER (CHINA) ADHESIVES LTD,GSL VALERIE V.0DZ13S1PL,AFZ0106920,CN,9600.00,HOT MELT ADHESIVES D3166 NF ZP,"23,869.44",1277157.00
19-Dec,H B FULLER PHILS INC,H.B FULLER (CHINA) ADHESIVES LTD,SHUN FENG V.228,AFZ0106457,CN,8640.00,HOT MELT ADHESIVES NW-1151ZP,"28,002.24",1566727.00
21-Dec,PROCTER & GAMBLE PHILIPPINES INC.,HENKEL CHEMICAL TECHNOLOGIES(SHANGH,SITC SEMARANG V.1824S,1811007485,CN,8640.00,HOTMELT ADHESIVE,"39,963.19",2236024.00
17-Dec,BOSTIK PHILIPPINES INC.,BOSTIK FINDLEY CHINA CO LTD,ARGOS,CNH0175997,CN,5372.00,HOTMELT H4376/TEP718N (ADHESIVE),"18,588.22",989023.00
10-Dec,H B FULLER PHILS INC,H.B FULLER ADHESIVE MALAYSIA SDN BH,CMA CGM V.01L0SE1PL,PKGMNL18110002,MY,10500.00,"INDUSTRIAL ADHESIVES (GRIPWELL 1201,GRIPWELL","22,661.92",1203331.00
19-Dec,BULWARK EQUIPMENT PARTSHOUSE INC,"FLOOR CHEM ASIA CO., LTD",GUAYAQUIL BRIDGE 739E,ONEYBKKUF1358900,TH,16020.00,INDUSTRIAL KONCREFLEX  POLURETHANE FLOOR COA,"22,975.56",1226533.00
27-Dec,BARRINGTON CARPETS INC.,INTERFACEFLOR (THAILAND) CO LT,GUAYAQUIL,MNL24292047,TH,1176.00,INTERTAC GLUE,"3,375.15",182939.00
21-Dec,GREENFLOOR INNOVATIONS CORPORATION,FLOOR CHEM ASIA CO LTD,GUAYAQUIL BRIDGE 750E,ONEYBKKUF7686500,TH,123550.00,INUSTRIAL POLYURETHANE FLOOR COATING TUFF KR,"178,999.76",9518460.00
10-Dec,COMMODITY QUEST INC.,"DEZHOU RUIKANG BIO TECHNOLOGY CO.,L",KMTC JEBEL ALI 1811S,QDNN8110177,CN,100000.00,ISOLATED SOY PROTEIN,"217,240.00",11477764.00
13-Dec,COMMODITY QUEST INC.,"DEZHOU RUIKANG BIO TECHNOLOGY CO.,L",APL ATLANTA 0BY1JS,QDNN8110247,CN,100000.00,ISOLATED SOY PROTEIN,"217,240.00",11543453.00
5-Dec,BOSTIK PHILIPPINES INC.,JIANGSU BOSTIK ADHESIVE CO. LTD,WAN HAI 305 S257,1308503444,CN,3197.00,ISR 70-03 GREY SAUSAGE 600ML,"15,566.46",824384.00
6-Dec,TRENDWAY BUILDERS INC,YANTAI JIALONG NANO INDUSTRY CO LTD,SEASPAN NEW DELHI V 022S,KFYT18B012,CN,1076.00,JIAJIALY WATER BASED HEAT REFLECTIVE COATING,"9,213.74",490552.00
27-Dec,SIKA PHILIPPINES INC.,SIKA LTD,WAN HAI 222,YHMNL04800318JP,JP,1668.00,JOINT SEALANTS (SIKA HYFLEX-160 CONSTRUCTION,"5,872.37",317590.00
21-Dec,BORAL PLASTERBOARD PHILIPPINES INC.,USG BORAL SDN BHD,EVER BEING,EGLV090800249840,MY,41048.00,JOINTING COMPOUND PREMIUM PREMIX 28KG/PAIL,"12,634.28",684653.00
21-Dec,BORAL PLASTERBOARD PHILIPPINES INC.,USG BORAL SDN BHD,EVER BEING,EGLV090800249831,MY,41048.00,JOINTING COMPOUND PREMIUM PREMIX 28KG/PAIL,"12,634.28",684653.00
21-Dec,BORAL PLASTERBOARD PHILIPPINES INC.,USG BORAL SDN BHD,EVER BEING,EGLV090800252344,MY,41048.00,JOINTING COMPOUND PREMIUM PREMIX 28KG/PAIL,"12,634.28",684653.00
28-Dec,HOUSE TECHNOLOGY INDUSTRIES PTE.LTD,KLEBCHEMIE MG BECKER,CALICANTO BRIDGE 0269N,ONEYHAMU79735900,NL,13200.00,KLEIBERIT PUR 502.8 METAL DRUM WITH INLINER,"59,820.24",3342119.00
12-Dec,BULWARK EQUIPMENT PARTSHOUSE INC,"FLOOR CHEM ASIA CO., LTD",EVER BRAVE 0852,EGLV050801081323,TH,42040.00,KONCREFLEX FLOOR COATING MD/HD CREAM/GREEN,"48,779.12",2587190.00
18-Dec,DKSH PHILIPPINES INC.,SMS CORPORATION CO LTD,SINOTRANS KAOHSIUNG V.024N,BKKCB18016872,TH,30000.00,"KREATION MB,KREATION 20CL,SAUCETEC 637,CRISP","25,274.32",1343950.00
6-Dec,MULTIFLEX RNC PHILS. INC.,CHAN SIEH ENTERPRISES CO LTD,HAI FENG LIAN XING V. 1846N,WTPKELMNL180158,TW,45000.00,LAMINATION GLUE,"46,764.00",2647702.00
21-Dec,NAN PAO RESINS CHEMICAL PHILIPPINES,NAN PAO RESINS CHEMICAL CO   LTD,SINGAPORE 054S,0018D49470,TW,3150.00,LIQUID ADHESIVES T PR5007,"3,339.00",187329.00
21-Dec,NAN PAO RESINS CHEMICAL PHILIPPINES,NAN PAO RESINS CHEMICAL CO   LTD,SINGAPORE 054S,0018D49470,TW,6000.00,LIQUID ADHESIVES T PR5007H,"6,820.00",381421.00
21-Dec,NAN PAO RESINS CHEMICAL PHILIPPINES,NAN PAO RESINS CHEMICAL CO   LTD,SINGAPORE 054S,0018D49470,TW,2000.00,LIQUID ADHESIVES T UR049H,"7,240.00",404707.00
13-Dec,HONDA PHILIPPINES INC.,THREE BOND SINGAPORE PTE LTD,LOBIVIA V079E,X1812012MNL001,SG,19.00,LIQUID GASKET,"3,890.00",216411.00
28-Dec,MYBRUSH TECHNOLOGY (PHIL.) INC.,MYBRUSH INDUSTRIES SDN BHD,MERKUR HORIZON 850W,MCB635099,MY,2.00,LOCTITE 403,"3,457.44",199355.00
11-Dec,MYBRUSH TECHNOLOGY (PHIL.) INC.,MYTECH & ASSEMBLY SDN BHD,MP THE LAW 848W,MCB635079,MY,6.00,"LOCTITE 403,406","4,144.22",236376.00
5-Dec,HANKYU HANSHIN LOGISTICS PHILS INC.,"ITATSU CO., LTD",NYK SILVIA 0504S,MEI1183070,JP,763.00,LOCTITE 7387 ETC.,"10,753.78",594101.00
5-Dec,DYSON ELECTRONICS PTE LTD PH BRANCH,HENKEL SINGAPORE PTE LTD,LOS ANDES BRIDGE 109N,SG000024062OE,SG,360.00,LOCTITE EA 9492 B EDS CONTROL 17060-22 FEB 2,"32,162.91",1782326.00
7-Dec,HENKEL PHILIPPINES INC.,HENKEL SINGAPORE PTE LTD,ACX CRYSTAL 188N,MNL181206620082,SG,358.00,"LOCTITE FREKOTE 700-NC 1 GA,LOCTITE AA","4,200.98",234867.00
20-Dec,HENKEL PHILIPPINES INC.,HENKEL SINGAPORE PTE LTD,XIN QIN HUANG DAO 048E,MNL181206620266,SG,122.00,"LOCTITE SF 7246 BO500MLEN/CH/JP,LOCTITE","6,608.08",373094.00
5-Dec,HENKEL PHILIPPINES INC.,HENKEL SINGAPORE PTE LTD,EVER BONY 1685-008N,MNL181106620328,SG,192.00,LOCTITE SF 7387 BO1.75OZEN/SP,"4,688.38",261805.00
5-Dec,HYCO LABORATORIES CO.INC.,PANCHEM INTERNATIONAL TRADING AND I,MARIA SCHULTE,QIML6102103WFL2,CN,16000.00,MALTODEXTRIN FOOD GRADE,"10,330.00",554837.00
26-Dec,BASF PHILIPPINES INC,BASF MALAYSIA SDN BHD,EVER BEADY 1688-011N,EGLV091830555424,MY,20075.00,MASTERSEAL 530,"8,982.34",483297.00
4-Dec,BASF PHILIPPINES INC,BASF MALAYSIA SDN BHD,EVER BEING 1686-002N,EGLV091830534524,MY,36936.00,MASTERSEAL 540 PART A MASTERSEAL 540 PART B,"17,535.51",934272.00
6-Dec,BASF PHILIPPINES INC,PT BASF DISTRIBUTION INDONESIA,JACKSON BAY 0QASAN1NC,ARM0156945,ID,14300.00,MASTERSEAL 590 MASTERSEAL 540 PART A PMASTER,"9,443.70",507452.00
4-Dec,JAMES HARDIE PHILIPPINES INC,VIVACITY ENGINEERING PTY LTD,BUXCLIFF,AUSYDAS2105779,AU,815.00,MEGAPOXY P1 20 LITER,"3,642.25",211961.00
20-Dec,LOTUSORB ENTERPRISES,VEDAN (VIETNAM) ENTERPRISE,LORRAINE 18016N,3.42E+11,VN,90000.00,MODIFIED STARCH,"47,217.00",2531171.00
28-Dec,WRIGLEY PHILIPPINES INC,JASOL ASIA PACIFIC LIMITED,NORDPUMA 0XS26N,GTD0426194,TH,12000.00,MODIFIED STARCH,"12,927.12",696310.00
11-Dec,INGREDION PHILIPPINES INC.,NATIONAL STARCH AND CHEMICAL,SITC LIAONING 1839N,ONEYBKKUE2389600,TH,18000.00,MODIFIED STARCH N-DULGE 312,"34,391.40",1820495.00
28-Dec,UNSU CORPORATION,ROQUETTE ITALIA SPA,TALOS 011,APLU709092245,IT,24000.00,MODIFIED STARCH PXG,"43,175.09",2383179.00
10-Dec,UNSU CORPORATION,ROQUETTE ITALIA SPA,CSCL MERCURY 057,APLU709091446,IT,24000.00,MODIFIED STARCH PXG,"43,175.00",2355080.00
19-Dec,UNSU CORPORATION,ROQUETTE ITALIA  SPA,CMA CGM CENTAURUS,AZT0100719,IT,24000.00,MODIFIED STARCH PXG,"43,175.00",2368526.00
18-Dec,NUTRI-ASIA INC.,TATE & LYLE NETHERLANDS B.V,CSCL P OCEAN 029,APLU706178277,NL,19750.00,MODIFIED STARCH WAXY MAIZE RESISTAMYL 345,"16,487.90",910322.00
19-Dec,INGREDION PHILIPPINES INC.,NATIONAL STARCH AND CHEMICAL,GUAYQUIL BRIDGE 750E,ONEYBKKUE8656900,TH,104500.00,MODIFIED STARCH/NATONAL (TAPIOCA) 8991,"103,560.96",5515183.00
26-Dec,MONDE NISSIN CORPORATION,GENERAL STARCH LIMITED,LYDIA 0854-027E,EGLV050801089073,TH,20000.00,MODIFIED TAPIOCA STARCH STARFIRM 18,"15,231.29",818585.00
18-Dec,NUTRI-ASIA INC.,TATE & LYLE NETHERLANDS B.V,CSCL P OCEAN 029,APLU706178278,NL,98750.00,MODIFIED WAXYMAIZE STARCH(Resistamyl),"82,439.50",4526357.00
26-Dec,SAN MIGUEL BREWERY INC,C.T. STRUCKMANN & WAEGE,MOL BREEZE,CGN060008,DE,2100.00,MUNKADUR GL BROWN BASE/HARDENER,"60,986.56",3402952.00
19-Dec,SCAD SERVICES (S) PTE. LTD. - PHIL,HRD SINGAPORE PTE LTD,IRENES RESPECT 0007S,ONEYSM8BB3814600,JP,25585.00,NOTAPE-BOND,"81,945.78",4569337.00
6-Dec,CORNELL INGREDIENTS CORPORATION,ROQUETTE FRERES,SEASPAN THAMES 008E,LIL0019397,FR,1000.00,NUTRIOSE FB 06,"3,716.04",206997.00
19-Dec,INGREDION PHILIPPINES INC.,INGREDION INC. 5 WESTBROOK,YM MODERATION 042W,6.32E+13,US,3606.00,"N-ZORBIT M (NON-GM,P) MODIFIED STARCH","10,330.82",576488.00
6-Dec,OTHMANN INC.,ASUNG CLEAN FLOW TECH CO LTD,GREEN ACE 0150S,ULCMNL1801118,KR,1400.00,OATEY SOLVENT CEMENT,"24,714.08",1371647.00
4-Dec,DPO  PHILIPPINES  INC,BENEO ORAFTI S.A,LOS ANDES BRIDGE 111W,ONEYANRU22925700,BE,21000.00,ORAFTI GR BAG 25KG,"50,748.39",2765728.00
5-Dec,DPO  PHILIPPINES  INC,BENEO ORAFTI S.A,LOAB111W,ONEYANRU22954901,BE,21000.00,ORAFTI GR BAG 25KG,"50,748.39",2765728.00
5-Dec,DPO  PHILIPPINES  INC,BENEO ORAFTI S.A,LOS ANDES BRIDGE 111W,ONEYANRU22954902,BE,21000.00,ORAFTI GR BAG 25KG,"50,748.39",2765728.00
6-Dec,LEADER ELECTRONICS PHILIPPINE,SOMEWIN IMPORT AND EXPORT TRADING C,CMA CGM PELLEAS V01S0VW,WD1801670,CN,1600.00,PADDING,"10,497.49",581288.00
13-Dec,UNIFIBER MULTISALES CORPORATION,"XIAMEN BEHR TRADE CO., LTD.",TRF KAYA 18004S,7.22E+11,CN,42500.00,PAPER TUBE GLUE,"14,007.02",749994.00
19-Dec,WIN FORMULA INC,"CONNWAY CO., LTD.",EVER BREED 0859-002W,KELMNL1812025,TW,1065.00,"PASTE-CLEAR 553, 10005PFX EPIC SPECIAL EFFEC","13,231.49",735805.00
6-Dec,TOYOTA TSUSHO PHILS. CORP.,TOYOTSU CHEMIPLAS CORPORATION,SITC HEBEI V.1820S,SITNGMN18225101,JP,2507.00,PLASTIC RESIN (S440),"18,405.01",1019561.00
3-Dec,WU KONG SINGAPORE PTE. LTD. PHIL.,NEDEX CHEMIE DEUTSCHLAND GMBH,MP THE BROWN 847W,966447916,NL,16056.00,POLYSULFIDE COMPONENT,"56,048.49",3196343.00
18-Dec,WU KONG SINGAPORE PTE. LTD. PHIL.,NEDEX CHEMIE DEUTSCHLAND GMBH,BALTHASAR SCHULTE 849W,966607813,DE,16733.00,POLYSULFIDE COMPONENT A (PS-99R COMP.A,"60,163.81",3353471.00
12-Dec,DAFFID INDUSTRIES INCORPORATED,TRISIGMA GLORY VENTURES PTE LT,MP THE LAW,KNGMNL1812001,CN,2560.00,POLYURETHANE ADHESIVE,"15,497.10",817406.00
12-Dec,DAFFID INDUSTRIES INCORPORATED,TRISIGMA GLORY VENTURES PTE LT,MP THE LAW,KNGMNL1812001,CN,1280.00,POLYURETHANE ADHESIVE,"11,163.17",589473.00
12-Dec,DAFFID INDUSTRIES INCORPORATED,TRISIGMA GLORY VENTURES PTE LT,MP THE LAW,KNGMNL1812001,CN,432.00,POLYURETHANE ADHESIVE,"3,767.57",200525.00
10-Dec,BRENNTAG INGREDIENTS INC.,DUPONT NUTRITION BIOSCIENCES,MONACO MAERSK V 842E,606132559,DK,3080.00,"POWERBAKE 950,GRINDAMYL XV","40,287.18",2188535.00
28-Dec,K2RJL INDUSTRIAL SALES AND SERVICES,POXYTECH,YM EXCELLENCE 028E,SCZA00023984,ZA,680.00,POXYPASTE BBS101 RESIN AND HARDENER,"5,235.00",298783.00
19-Dec,FOOD INDUSTRIES INC.,ROQUETTE ITALIA SPA,CMA CGM CENTAURUS,AZT0100711,IT,18000.00,"PREGEFLO CH10, BATCHES S0065","32,746.63",1795196.00
6-Dec,PURATOS PHILIPPINES INC.,PURATOS NV,YM WORTH V. 016E,ONEYANRU22344900,BE,300.00,PREMIX B-15032,"5,354.66",291767.00
27-Dec,PURATOS PHILIPPINES INC.,PURATOS NV,SEASPAN HUDSON 009E,ONEYANRU25298600,BE,320.00,"PREMIX X-220,  PREMIX X-870","6,735.42",372223.00
3-Dec,CONNELL BROS. COMPANY PILIPINAS INC,DMV FONTERRA EXCIPIENTS,TRITON V 013E,OOLU2104120090,NL,1350.00,PRIMOJEL SODIUM STARCH GLYCOLATE,"5,400.00",295923.00
