DATE,IMPORTER,EXPORTER,VESSEL,BL,ORIGIN,QUANTITY,DESCRIPTION,AMOUNT $(CIF), L. COST (PhP) 
14-Mar,HOMEBASE TRADING & GEN MERCHANDISE,"SHENZHEN SPEEDY IMP & EXP CO., LTD.",MAGNAVIA 18005S,38056,CN,4500.00,GLUE,"7,665.05",403637.00
23-Mar,TAIPHIL PROTECH INDUSTRIAL INC.,NEW VISTA LIMITED,MAGNAVIA 18006S,HKGMNL183164,HK,59.00,GLUE,"5,257.23",289436.00
9-Mar,STT PHILIPPINES INC,STT INC.,IWASHIRO 252S,YOKACB77835,JP,9072.00,"GLUE SE6750 A,GLUE SE6750B","130,564.22",7021728.00
26-Mar,SYNERGY SALES INTERNATIONAL CORP,XIAMEN QICHEN IMPORT & EXPORT,MS EAGLE V-1807,26074,CN,22000.00,GLUE STARCH AS PER INV#XG180313 dtd. 3/13/20,"12,020.00",638011.00
27-Mar,MCGK WOODWORKS INC.,AKZO NOBEL ADHESIVE PTE LTD,KOTA JUTA V.0325E,SWMNL1850296,SG,2795.00,GLUE/HARDENER,"11,893.45",657949.00
13-Mar,BRENNTAG INGREDIENTS INC.,DUPONT NUTRITION BIOSCIENCES,MARY MAERSK V 804E,9810,DK,380.00,GRINDAMYL H 490,"9,279.01",499891.00
9-Mar,H.B FULLER (PHILIPPINES) INC.,H. B. FULLER ADHESIVES MALAYSIA SDN,FELIXSTOWE BRIDGE 059E,PKGSGL000389,MY,9100.00,GRIPWELL 1201 (INDUSTRIAL ADHESIVES),"16,720.21",875813.00
15-Mar,INGREDION PHILIPPINES INC.,NATIONAL STARCH AND CHEMICAL,MOL SEABREE 0103N,MOLU13807527690,TH,51654.00,H50/ INSTANT PURE FLO F / NATIONAL,"65,010.89",3394871.00
13-Mar,ALL INCLUSIVE SALES INC.,AMERSEAL INDUSTRIAL SDN BHD,EVER BALMY,EGLV095800014045,MY,1512.00,HARDEX BETA GREY RTV SILICONE GASKET MAK 40G,"11,442.22",597484.00
13-Mar,ALL INCLUSIVE SALES INC.,AMERSEAL INDUSTRIAL SDN BHD,EVER BALMY,EGLV095800014045,MY,6952.00,HARDEX BETA GREY RTV SILICONE GASKET MAK85.2,"34,580.94",1803243.00
5-Mar,BOSTIK PHILIPPINES INC.,JIANGSU BOSTIK ADHESIVE CO. LTD,HAI LIAN V.1804S,JYDSH180205062F,CN,3000.00,HERBERTS 1K-LF190-X3 (ADHESIVE),"14,502.47",759179.00
13-Mar,HILTI PHILIPPINES INC.,HILTI CORPORATION,GL LESTE 804A,SGSIN0000086147,SG,53196.00,"HILTI FIXING EQUIPMENT ADHESIVE CAPSULE, FS","155,072.72",8501342.00
26-Mar,HILTI PHILIPPINES INC.,HILTI CORPORATION,CHILOE ISLAND 806A,SGSIN0000086388,SG,1546.00,HILTI FIXING EQUIPMENT INJECTABLE MORTAR,"32,873.32",1801186.00
26-Mar,HILTI PHILIPPINES INC.,HILTI CORPORATION,CHILOE ISLAND/806A,SGSIN0000086461,SG,14010.00,"HILTI FIXING EQUIPMENT, CAPSULE,FS JOINT FIL","106,135.85",5817485.00
8-Mar,HILTI PHILIPPINES INC.,HILTI CORPORATION,GUENTHER SCHULTE 804A,SGSIN0000085583,SG,4368.00,"HILTI FIXING EQUIPMENT-INJECTABLE MORTAR,ADH","69,908.99",3834933.00
23-Mar,AKAGI GOMU PHILS. CORP.,"AKAGI CO., LTD.",CALLAO BRIDGE 126S,YLKS8011080,JP,3189.00,HOT MELT,"13,154.94",723337.00
2-Mar,AKAGI GOMU PHILS. CORP.,"AKAGI CO., LTD.",CALLAO BRIDGE 125S,YLKS8007467,JP,2781.00,HOT MELT,"10,966.20",604786.00
9-Mar,SIGLO LEATHERWARE MANUFACTURING INC,SHEN ZHEN GNG CO LTD.,APL LOS ANGELES V. 27S,750800135A,CN,1835.00,HOT MELT ADHESIVE,"20,623.25",1131634.00
1-Mar,MYSTIC FABRIC ENTERPRISE,ADTEK MALAYSIA SDN BHD,BUXMELODY V.094N,SNKO160180100308,MY,20757.00,HOT MELT ADHESIVE,"16,551.20",924563.00
9-Mar,CONSOLIDATED ADHESIVES INC,ADTEK MALAYSIA SDN BHD,NORTHERN VALENCE 046N,SNKO160180100228,MY,17000.00,HOT MELT ADHESIVE (GLUE),"34,340.00",1801957.00
20-Mar,NAN PAO RESINS CHEMICAL PHILIPPINES,FOSHAN NAN PAO ADVANCED MATERIALS C,JIAN GONG 618 180312,FOSCB18000169,CN,10800.00,HOT MELT ADHESIVE HM 242,"24,495.71",1282804.00
23-Mar,H.B FULLER (PHILIPPINES) INC.,H.B FULLER (CHINA) ADHESIVES LTD,YONG SHI FENG 66 V.18031200,0248A06381,CN,9600.00,HOT MELT ADHESIVES NW-1151ZP,"32,388.48",1785188.00
8-Mar,PROCTER & GAMBLE PHILIPPINES INC,HENKEL CHEMICAL TECHNOLOGIES (SHANG,ISAO V.1804S,547,CN,8640.00,HOTMELT ADHESIVE,"40,002.69",2194194.00
23-Mar,PROCTER & GAMBLE PHILIPPINES INC,HENKEL CHEMICAL TECHNOLOGIES (SHANG,ISAO V.1805S,6962,CN,8640.00,HOTMELT ADHESIVE,"39,963.19",2199854.00
19-Mar,COPYLANDIA OFFICE SYSTEMS CORP.,HORIZON INTERNATIONAL INC.,CAPE NABIL 034S,UKBMNN13414,JP,1098.00,HOTMELT GLUE-CONSUMABLES OF BINDING MACHINE,"10,428.61",572878.00
19-Mar,BOSTIK PHILIPPINES INC.,BOSTIK FINDLEY CHINA CO. LTD.,MAGNAVIA 18005S,39445,CN,10825.00,HOTMELT H4376 AND HOTMELT TEE258,"37,705.04",2073510.00
15-Mar,ROMTECH CONSTRUCTION INC,ARDEX SINGAPORE PTE LTD,FELIXSTOWE BRIDGE V 059E,SGMNL1801640,SG,6305.00,INDUSTRIAL FLOORING PRODUCTS ARDEX,"44,793.05",2464174.00
14-Mar,HILTI PHILIPPINES INC.,HILTI CORPORATION,CMA CGM VERDI 248E,OOLU2600687660,SG,1159.00,INJECTABLE MORTAR,"24,123.18",1317249.00
19-Mar,LLOYD LABORATORIES INC.,INGREDION INC.,NYK TRITON,NYKSCHIU18085700,US,6129.00,INSTANT TEXTRA DEXTRINS & OTHER MODIFIED STA,"39,463.79",2123793.00
2-Mar,COMMODITY QUEST INC.,DEZHOU RUI KANG FOOD CO LTD,HYUNDAI FORWARD 079S,SSLMN180744,CN,100000.00,ISOLATED SOY PROTEIN,"225,198.98",11783829.00
23-Mar,COMMODITY QUEST INC.,"DEZHOU RUIKANG FOOD CO., LTD",PHILIPPA SCHULTE V093XAS,SSLMN180930,CN,100000.00,ISOLATED SOY PROTEIN,"224,380.00",11754196.00
28-Mar,DKSH PHILIPPINES INC.,ARCHER DANIELS MIDLAND CO,ER TEXAS V009S,COSU8018367400,US,6000.00,ISOLATED SOY PROTEIN PROFAM 921,"24,127.79",1277677.00
15-Mar,COMMODITY QUEST INC.,SHANDONG GUSHEN IMPORT EXPORT CO LT,SITC MAKASSAR 1806S,SITGTAMN578028,CN,50000.00,ISOLATED SOY PROTEIN SOYA PRO 900,"110,921.00",5808068.00
5-Mar,BOSTIK PHILIPPINES INC.,JIANGSU BOSTIK ADHESIVE CO. LTD,HAI LIAN V.1804S,JYDSH180205062F,CN,1905.00,ISR 70-03 BLACK,"9,205.26",507264.00
9-Mar,SIKA PHILIPPINES INC.,SIKA LTD,IWASHIRO 252S,YHMNL00700418JP,JP,2449.00,JOINT SEALANT SIKAFLEX 255 EXTRA BLACK 600ml,"13,057.75",685800.00
2-Mar,BORAL PLASTERBOARD PHILIPPINES INC.,USG BORAL SDN BHD,BUXMELODY 1647 094N,EGLV090800018911,MY,82096.00,JOINTING COMPOUND PREMIUM PREMIX,"25,268.56",1346905.00
9-Mar,BORAL PLASTERBOARD PHILIPPINES INC.,USG BORAL SDN BHD,NORTHERN VALENCE 1648 046N,EGLV090800038491,MY,82096.00,JOINTING COMPOUND PREMIUM PREMIX,"25,268.56",1339138.00
20-Mar,BORAL PLASTERBOARD PHILIPPINES INC.,USG BORAL SDN BHD,MAIN TRADER 1649 038N,EGLV090800038504,MY,82096.00,JOINTING COMPOUND PREMIUM PREMIX,"25,268.56",1341971.00
22-Mar,BORAL PLASTERBOARD PHILIPPINES INC.,USG BORAL SDN BHD,EVER BLISS 1650 009N,EGLV090800038512,MY,82096.00,JOINTING COMPOUND PREMIUM PREMIX,"25,268.56",1343844.00
29-Mar,BORAL PLASTERBOARD PHILIPPINES INC.,USG BORAL SDN BHD,BUXMELODY 1651 095N,EGLV090800049166,MY,82096.00,JOINTING COMPOUND PREMIUM PREMIX,"25,268.56",1343844.00
2-Mar,BORAL PLASTERBOARD PHILIPPINES INC.,USG BORAL SDN BHD,MAIN TRADER 1645 037N,EGLV090800018899,MY,39678.00,"JOINTING COMPOUND PREMIUM PREMIX, PREMIUM PR","12,647.66",677058.00
26-Mar,EUNICE INC.,ALISPED S.P.A,YM UBERTY 061E,201809,IT,4000.00,"KELIWOOL LIQUID, COLLAGEN HYDROLYSED 30%, KE","50,992.20",2688788.00
16-Mar,HOUSE TECHNOLOGY INDUSTRIES PTE.LTD,KLEBCHEMIE M G BECKER GMBH AND,COLOMBO 039S,N670186946,NL,13200.00,KLEIBERIT 502.8 METAL DRUM WITHLINLINER(WOOD,"65,197.82",3577501.00
13-Mar,BULWARK EQUIPMENT PARTSHOUSE INC,"FLOOR CHEM ASIA CO., LTD",MONACO,GTD0394062,TH,27215.00,KONCREFLEX FLOOR COATING MD/HD CREAM,"28,842.25",1516030.00
1-Mar,DKSH PHILIPPINES INC.,SMS CORPORATION CO LTD,SITC GUANGDONG V1803N,SITGLCMN115772,TH,19500.00,KREATION MB,"13,115.70",696391.00
27-Mar,ALPLA PHILIPPINES INC,"KRONES (THAILAND) CO., LTD.",SFL AVON 1806,BKK648549,TH,1120.00,KRONES COLFIX HM 1195N,"10,785.49",597117.00
13-Mar,LINTEC PHILIPPINES (PEZA) INC.,"LINTEC (THAILAND) CO.,LTD.",MOL HOPE,INLB3081TH764,TH,10631.00,LINTEC SELF ADHESIVE PRODUCTS,"110,142.25",6035835.00
8-Mar,LINTEC PHILIPPINES (PEZA) INC.,LINTEC CORPORATION,IWASHIRO,TPRB884,JP,10518.00,LINTEC SELF ADHESIVE PRODUCTS,"75,851.25",4170382.00
14-Mar,LINTEC PHILIPPINES (PEZA) INC.,"LINTEC (THAILAND) CO., LTD.",SITC LIAONING,INLB3077TH764,TH,6653.00,LINTEC SELF ADHESIVE PRODUCTS,"67,002.04",3677206.00
7-Mar,LINTEC PHILIPPINES (PEZA) INC.,"LINTEC (THAILAND) CO.,LTD.",MOL HORIZON,INLB3070TH764,TH,6725.00,LINTEC SELF ADHESIVE PRODUCTS,"61,505.18",3384708.00
2-Mar,LINTEC PHILIPPINES (PEZA) INC.,LINTEC CORPORATION,CALLAO BRIDGE,TPRB878,JP,8046.00,LINTEC SELF ADHESIVE PRODUCTS,"55,631.82",3074700.00
16-Mar,LINTEC PHILIPPINES (PEZA) INC.,LINTEC CORPORATION,CAPE NABIL,TPRC889,JP,7859.00,LINTEC SELF ADHESIVE PRODUCTS,"52,107.79",2864129.00
21-Mar,LINTEC PHILIPPINES (PEZA) INC.,LINTEC SINGAPORE PTE LTD,NYK JOANNA,JBMNL05728,SG,3280.00,LINTEC SELF ADHESIVE PRODUCTS,"39,725.51",2184228.00
23-Mar,LINTEC PHILIPPINES (PEZA) INC.,LINTEC CORPORATION,CALLAO BRIDGE,TPRC898,JP,4234.00,LINTEC SELF ADHESIVE PRODUCTS,"29,836.88",1645024.00
14-Mar,MYBRUSH TECHNOLOGY (PHIL.) INC.,MYBRUSH INDUSTRIES SDN BHD,GH LESTE 804A,MCB168772,MY,6.00,LOCTITE 403,"12,679.74",714664.00
27-Mar,DYSON ELECTRONICS PTE LTD PH BRANCH,HENKEL SINGAPORE PTE LTD,CALICANTO BRIDGE 251N,SG000022840OE,SG,60.00,LOCTITE EA 9492 B EDS CONTROL 17060-22 FEB 2,"5,598.70",312669.00
19-Mar,ARKRAY INDUSTRY INC,ARKRAY FACTORY PINGHU INC,HAI LIAN 1806S,HGHSE18030011,CN,94.00,LOCTITE NO. 638,"5,875.99",322421.00
22-Mar,FORGEMS MARKETING CO. INC.,GRAIN PROCESSING CORPORATION,APL ESPLANADE V.276TXW,MALY00589770,US,34000.00,MALTRIN M100 MALTODEXTRIN,"24,815.62",1348539.00
24-Mar,MAPEI PHILIPPINES INC,POLYGLASS SPA,STADT DRESDEN,300329,IT,1500.00,MAPEPLAN ADS 200,"9,744.30",537377.00
1-Mar,BASF PHILIPPINES INC,BASF (MALAYSIA) SDN. BHD.,CALICANTO BRIDGE 249N,NYKSPKGU02088300,MY,18810.00,MASTERSEAL 540 PART A MASTERSEAL 540 PART B,"9,815.63",518597.00
5-Mar,BASF PHILIPPINES INC,PT BASF DISTRIBUTION INDONESIA,DEVA 276QANCNC,ARM0147329,ID,40000.00,MASTERSEAL 583 GREY,"14,211.50",755903.00
9-Mar,INGREDION PHILIPPINES INC.,INGREDION CHINA LIMITED,ISAO 1804S,SITGSHMNT12210,CN,40000.00,MODIFIED STARCH (THERMTEX),"54,778.00",2874300.00
26-Mar,JEBSEN & JESSEN INGREDIENTS (P),VEDAN VIETNAM ENTERPRISE CORP,BRIDGE 002B,OOLU2601362640,VN,72000.00,MODIFIED STARCH ACETYLATED DISTARCH ADIPATE,"51,496.73",2711848.00
20-Mar,JEBSEN & JESSEN INGREDIENTS (P),VEDAN VIETNAM ENTERPRISE CORP,ST BLUE 023E,OOLU2601143780,VN,54000.00,MODIFIED STARCH DISTARCH PHOSPHATE CTF-7657,"33,490.88",1765229.00
26-Mar,BATAAN 2020 INC.,NATIONAL STARCH AND CHEMICAL (THAIL,MOL HOPE 0043E,MOLU13807528401,TH,16250.00,MODIFIED STARCH FOR PAPER MAKING  (CATO 306,"11,427.98",606974.00
20-Mar,BATAAN 2020 INC.,NATIONAL STARCH AND CHEMICAL (THAIL,MOL HORIZON 1101E,MOLU13807546107,TH,17000.00,MODIFIED STARCH FOR PAPER MAKING  (CATO 306,"10,654.92",565876.00
20-Mar,BATAAN 2020 INC.,NATIONAL STARCH AND CHEMICAL (THAIL,MOL HORIZON 1101E,MOLU13807546093,TH,17000.00,MODIFIED STARCH FOR PAPER MAKING  (CATO 306,"10,654.92",565876.00
26-Mar,INGREDION PHILIPPINES INC.,NATIONAL STARCH AND CHEMICAL,MOL HOPE 00043E,MOLU13807528340,TH,54000.00,"MODIFIED STARCH, tapioca","32,270.76",1704051.00
5-Mar,THE PUREFOODS HORMEL COMPANY INC,GENERAL STARCH LTD,NORDCLAIRE,POBUBKK180200071,TH,76500.00,MODIFIED TAPIOCA STARCH,"36,280.89",1927364.00
14-Mar,THE PUREFOODS HORMEL COMPANY INC,GENERAL STARCH LTD,MOL HOPE,BKKCB18001200,TH,76500.00,MODIFIED TAPIOCA STARCH,"36,280.89",1923435.00
26-Mar,THE PUREFOODS HORMEL COMPANY INC,GENERAL STARCH LTD,MOL HOPE,BKKCB18001901,TH,76500.00,MODIFIED TAPIOCA STARCH,"36,280.89",1930201.00
20-Mar,RAM FOOD PRODUCTS INC,"SINO-THAI STARCH CO., LTD",SITC LIAONING V. 1803N,SITGBKMN104233,TH,18000.00,MODIFIED TAPIOCA STARCH,"19,089.84",1005596.00
6-Mar,MONDE NISSIN CORPORATION,GENERAL STARCH LIMITED,NORDCLAIRE V.031N,POBUBKK180200070,TH,19000.00,MODIFIED TAPIOCA STARCH,"13,650.19",721904.00
19-Mar,ENASIA IMPORT EXPORT CORPORATION,GREEN SIAM MARKETING CO LTD,WAN HAI 162 S298,0358X08465,VN,19000.00,MODIFIED TAPIOCA STARCH,"9,702.40",516267.00
19-Mar,THE PUREFOODS HORMEL COMPANY INC,GENERAL STARCH LIMITED,MOL HORIZON,BKKCB18001547,TH,76500.00,MODIFIED TAPIOCA STARCH (GELPRO L),"36,280.89",1927509.00
2-Mar,C.B. ANDREW PHILIPPINES INC.,TAPIOCA DEVELOPMENT CORP LTD,ITAL MASSIMA 0815-110E,EGLV050800134598,TH,20000.00,MODIFIED TAPIOCA STARCH (TAPCO-M),"14,200.00",753839.00
9-Mar,NUTRI-ASIA INC.,TATE & LYLE NETHERLANDS B.V.,THALASSA NIKI 019 E,OOLU4026926460,NL,39500.00,MODIFIED WAXYMAIZE STARCH,"35,312.62",1908362.00
14-Mar,NUTRI-ASIA INC.,TATE & LYLE NETHERLANDS B.V.,THALASSA NIKI 019 E,OOLU4026926470,NL,39500.00,MODIFIED WAXYMAIZE STARCH,"35,312.62",1908362.00
2-Mar,NUTRI-ASIA INC.,TATE & LYLE NETHERLANDS B.V.,THALASSA ELPIDA 020 E,OOLU4044945850,NL,38500.00,MODIFIED WAXYMAIZE STARCH,"34,417.06",1864150.00
9-Mar,NUTRI-ASIA INC.,TATE & LYLE NETHERLANDS B.V.,THALASSA NIKI 019 E,OOLU4026926450,NL,19750.00,MODIFIED WAXYMAIZE STARCH,"17,656.31",957338.00
1-Mar,MC RITZ INTERNATIONAL CORPORATION,"E H M INTERTRADING CO., LTD.",ANDERSON BRIDGE 1803N,SITGBKMN105197,TH,60000.00,MODIFIEDE TAPIOCA STARCH,"36,900.00",1950261.00
14-Mar,WRIGLEY PHILIPPINES INC,JASOL ASIA PACIFIC LIMITED,SITC LIAONING V. 1803N,MPE1800605,TH,5000.00,MOFIFIED STARCH,"5,395.80",287255.00
12-Mar,WALLCROWN DESIGN CENTER INC.,MIDPACK INDUSTRIES (M) SDN BHD,NYK JOANNA 064N,SE1803002001,MY,719.00,MR BOND BT 1000,"7,921.89",415130.00
12-Mar,WU KONG SINGAPORE PTE. LTD. PHIL.,DOW CORNING (0178) CDW,OOCL MIAMI 43,DTW0079854,US,1230.00,NON HAZARDOUS SILICONE PRODUCTS (DOW CORNING,"15,304.46",844041.00
8-Mar,SAN MIGUEL BREWERY INC,ENZYBEL INTERNATIONAL S.A,NYK CRANE 007E,ANR655592,BE,572.00,PERFORMASE,"32,230.92",1732382.00
19-Mar,ALPHATEC CHEMICAL CORP,ALPHA KOGYO K.K,WAN HAI 316 S149,1803FMNL05,JP,1440.00,PERMICRON TOP AU-Z,"11,440.29",627653.00
6-Mar,ART BLISS SPECIALTY PRODUCTS CORP.,SHANDONG DEYUAN EPOXY RESIN,HYUNDAI FORWARD 079N,HDMUQIML4315820,CN,14600.00,POLYAMIDE ADHESIVE,"45,083.10",2359384.00
1-Mar,WU KONG SINGAPORE PTE. LTD. PHIL.,NEDEX CHEMIE DEUTSCHLAND GMBH,ITAL MASSIMA 0817-111W,EGLV560700770157,NL,17357.00,POLYSULFIDE COMPONENT,"66,279.96",3756834.00
21-Mar,WU KONG SINGAPORE PTE. LTD. PHIL.,NEDEX CHEMIE DEUTSCHLAND GMBH,NYK JOANNA 065N,KKLUHAM492447,NL,15936.00,POLYSULFIDE COMPONENT,"56,048.48",3166642.00
19-Mar,GCK INTERNATIONAL INC,UZIN UTZ CONSTRUCTION MATERIALS SHA,HEUNG A GREEN V.0136S,SHAMNL8375802V,CN,3600.00,PRIMER UZIN PE360 PLUS,"7,716.18",407955.00
27-Mar,ALLKEY INTERNATIONAL INC.,SAMJI PROTECTIVE TAPE (CHINA),ISAO V. 1805S,HWLSHA18031134,CN,4157.00,PROTECTIVE FILM TAPE,"32,085.90",1766534.00
7-Mar,ALTERNATIVES FOOD CORP,SCANFLAVOUR A/S,YM WHOLESOME,100002,DK,22000.00,PROTEIN SUBSTANCE (SCANGEL B-100),"19,304.00",1034550.00
8-Mar,ALTERNATIVES FOOD CORP,SCANFLAVOUR A/S,YM WHOLESOME,100001,DK,22000.00,PROTEIN SUBSTANCE (SCANGEL B-100),"19,304.00",1034550.00
8-Mar,ALTERNATIVES FOOD CORP,SCANFLAVOUR A/S,NYK CRANE,102001,DK,22000.00,PROTEIN SUBSTANCE (SCANGEL B-100/2),"19,304.00",1034550.00
7-Mar,ALTERNATIVES FOOD CORP,SCANFLAVOUR A/S,NYK CRANE,102002,DK,22000.00,PROTEIN SUBSTANCE (SCANPREMIUM D-85),"19,304.00",1034550.00
13-Mar,ALTERNATIVES FOOD CORP,SCANFLAVOUR A/S,YM WIND,100001,DK,44000.00,"PROTEIN SUBSTANCE (SCANPREMIUM D-85, SCANGEL","37,904.00",2021551.00
6-Mar,BOSTIK PHILIPPINES INC.,BOSTIK INDIA PRIVATE LIMITED,FELIXSTOWE BRIDGE 059E,MAACB18001150,IN,21300.00,PURBINDER MP830  MP730 & HERB HARD107 ADHESI,"93,516.64",5131774.00
20-Mar,INGREDION PHILIPPINES INC.,NATIONAL STARCH AND CHEMICAL,MOL HORIZON 1101E,MOLU13807546299,TH,36000.00,PURITY 77HV AND SUPER PURITY 1,"27,132.00",1429268.00
5-Mar,FURUKAWA SANGYO KAISHA PHILIPPINES,NISHI TOKYO CHEMIX CORPORATION,CALLAO BRIDGE 125S,YHMNL00600518JP,JP,65.00,QR-3460,"12,273.44",672690.00
1-Mar,KK CONVERTER PHILS INC.,KUO TAI RESIN INDUSTRIAL CO LTD,WAN HAI,0018A06543,TW,14760.00,RAW MATERIALS FOR MANU. PRESSURE SENSITIVE L,"10,332.00",578355.00
14-Mar,KK CONVERTER PHILS INC.,KUO TAI RESIN INDUSTRIAL CO LTD,WAN HAI 162,0018A35868,TW,36000.00,RAW MATERIALS FOR MANUFACTURING PRESSURE SEN,"22,030.00",1218573.00
22-Mar,KK CONVERTER PHILS INC.,KUO TAI RESIN INDUSTRIAL CO LTD,WAN HAI 162,0018A35872,TW,36000.00,RAW MATERIALS FOR MANUFACTURING PRESSURE SEN,"15,616.00",869599.00
6-Mar,CONNELL BROS. COMPANY PILIPINAS INC,ANHUI WANWEI INTERNATIONAL TRADE CO,JI HAI YONG QIANG,EGLV145899861063,CN,12000.00,RE DISPERSIBLE EMULSION POWDER,"20,982.60",1104031.00
28-Mar,MONDELEZ PHILIPPINES INC,FONTERRA LIMITED,CORNELIUS MAERSK V. 1802,14781,NZ,63825.00,RENNET CASEIN 90 MESH CASEINE PRESSURE 90,"432,472.48",22589793.00
22-Mar,MONDELEZ PHILIPPINES INC,FONTERRA LIMITED,SALLY MAERSK V.1802,53646,NZ,47475.00,RENNET CASEIN 90 MESH CASEINE PRESSURE 90,"321,686.35",16804701.00
7-Mar,DSM NUTRITIONAL PRODUCTS PHILIPPINE,DSM NUTRITIONAL PRODUCTS ASIA,KOTA JUYA 0322E,SINCB18003770,SG,5000.00,RONOZYME HIPHOS GT,"74,662.72",4008899.00
19-Mar,UNIVERSAL ROBINA CORPORATION,DSM NUTRITIONAL PRODUCTS ASIA,KOTA JUTA V. 034E,SINCB18007289,SG,19760.00,RONOZYME NP (CT),"168,796.55",9074658.00
20-Mar,REFAMED RESEARCH LABORATORY,ADISSEO ASIA PACIFIC PTE LTD,KOTA JUTA 0324E,SEMNL180310810,SG,5000.00,ROVABIO ADVANCE P 25,"40,000.00",2153865.00
14-Mar,JETBEST ANIMAL NUTRITION AND HEALTH,ADISSEO ASIA PACIFIC PTE LTD,LOBIVIA,SEMNL180201912,SG,4000.00,ROVABIO ADVANCE T-FLEX,"44,000.00",2363063.00
19-Mar,KASAMAHAN KAIBIGAN TRADING,"NINGBO SUNLIT INTERNATIONAL CO., LT",SEASPAN NEW DELHI,COAU7056548020,CN,21693.00,"SCHOOL SUPPLIES-WHITE GLUE ITEM#G-40, ITEM#G","22,216.89",1175342.00
16-Mar,3M PHILIPPINES (EXPORT) INC.,3M FRANCE,CALICANTO BRIDGE 250N,ANR186166722,BE,2736.00,SCOTCH WELD-CONTROLLED,"84,946.32",4643853.00
15-Mar,BOSTIK PHILIPPINES INC.,BOSTIK AUSTRALIA PTY LTD,MOL GUARDIAN 751N,AUPHMNL8A098,AU,15120.00,SEAL N FLEX 1 GREY EXP (ADHESIVES),"60,405.03",3151413.00
16-Mar,BOSTIK PHILIPPINES INC.,BOSTIK AUSTRALIA PTY LTD,MOL GUARDIAN 751N,AUPHMNL8B078,AU,15120.00,SEAL N FLEX 1 WHITE EXP (ADHESIVE),"59,677.44",3113585.00
22-Mar,BOSTIK PHILIPPINES INC.,BOSTIK AUSTRALIA PTY LTD,CMA CGM BELLINE 301N,AUPHMNL121029,AU,26221.00,SEAL N FLEX 1 WHITE GREY FIREBAN 1 LIMESTONE,"106,316.05",5554793.00
26-Mar,PILIPINAS KYOHRITSU INC.,"SUMITOMO WIRING SYSTEMS, LTD",CALLAO BRIDGE V126S,JPPHTYO03170,JP,197.00,SEALANT,"5,018.66",276442.00
20-Mar,SIKA PHILIPPINES INC.,SIKA AUSTRALIA PTY LTD.,CMA CGM CHOPIN / 301N,SYD0024792,AU,3820.00,SIKADUR 53 18KG KIT,"10,344.12",572648.00
15-Mar,STT PHILIPPINES INC,STT INC.,CAPE NABIL 034S,YOKACE95355,JP,9027.00,SILICON SEAL AGENT,"130,564.23",6999626.00
6-Mar,ALLGEMEINE BAU CHEMIE PHIL INC,MOMENTIVE PERFORMANCE MATERIALS (TH,MOL SEABREEZE,GTD0393147,TH,14400.00,SILICON SEALANTS BULK OXIME TOP490N,"62,640.00",3274370.00
21-Mar,KDTECHNOLOGIES INC.,KYOEI DENKI SINGAPORE PTE LTD,NYK JOANNA 065N,SIN0695232,SG,1683.00,SILICONE COMPOUND-CONTROLLED,"82,007.97",4484326.00
7-Mar,ACBEL POLYTECH PHILIPPINES INC.,SOONEST EXPRESS H.K. CO LTD.,ASIATIC ECLIPSE V.130S,HKGMNL182185,HK,6764.00,SILICONE RUBBER,"41,820.09",2291952.00
16-Mar,ACBEL POLYTECH PHILIPPINES INC.,SOONEST EXPRESS H.K. CO LTD.,YOSSA BHUM V.224N,HKGMNL183025A,HK,2086.00,SILICONE RUBBER,"14,255.38",779755.00
23-Mar,DENROX BLESS INTERNATIONAL TRADING,HEBEI YUEHAN TRADING CO LTD,ISAO,34137,CN,12000.00,SILICONE SEALANT,"12,249.84",648263.00
5-Mar,MGM FOOD & COMMODITIES CORP.,ROYAL INGREDIENTS GROUP HK LTD,HYUNDAI GLORY V092S,HDMUQIML5672005,CN,25000.00,SOY PROTEIN ISOLATE,"57,750.00",3026250.00
16-Mar,FRABELLE CORPORATION,QINGDAO LANKANG INTERNATIONAL,MARIA SCHULTE,AAJY008665,CN,22000.00,SOY PROTEIN ISOLATE PUREPRO 90E,"50,820.00",2658506.00
23-Mar,FRABELLE CORPORATION,QINGDAO LANKANG INTERNATIONAL,COSCO FUKUYAMA 062S,COAU7042148440,CN,22000.00,SOY PROTEIN ISOLATED PUREPRO 90E,"52,360.00",2751734.00
20-Mar,LATICRETE PHILIPPINES INC.,LATICRETE INTERNATIONAL INC,GERDA MAERSK,5044,US,6819.00,SPECTRALOCK GROUT,"8,173.85",453163.00
8-Mar,CARGILL TEXTURIZING SOLUTIONS,CARGILL INCORPORATED,IWASHIRO V. 252S,NYKSCHIU09086100,US,15876.00,STABITEX-INSTANT 12624 MODIFIED  STARCH,"22,860.96",1237614.00
15-Mar,UYSEKUA INDUSTRIAL CORPORATION,OFFISERVICE GMBH,COLOMBO EXPRESS,DEBRE492818300156,DE,720.00,STAPLE GLUE,"7,018.76",389161.00
13-Mar,PHILIPPINE DESICCANTS INC.,AP TECH CORP.,IWASHIRO 252S,KKLUJPKS146163,JP,1280.00,STARCH,"8,733.84",470193.00
15-Mar,PACKAGEWORLD INC.,"CHUEN HUAH CHEMICAL CO., LTD.",COLOMBO 038S,MN1803615N,TW,8100.00,STARCH CROSSLINKING AND WATERPROOFING,"12,671.23",685978.00
