DATE,IMPORTER,EXPORTER,VESSEL,BL,ORIGIN,QUANTITY,DESCRIPTION,AMOUNT $(CIF), L. COST (PhP) 
12-Oct,GCK INTERNATIONAL INC,UZIN UTZ CONSTRUCTION MATERIALS SHA,ISAO V.1817S,SHAMNL8421437V,CN,2340.00,PRIMER UZIN PE360,"7,899.74",434413.00
2-Oct,PHIMCO INDUSTRIES INC.,ZENITH POWER CORPORATION LTD.,SITC LIAONING V1829N,SITGBKMN116419,TH,4000.00,PROTEIN ISOLATE SOBIND RLVL,"19,260.02",1068871.00
29-Oct,ALTERNATIVES FOOD CORP,SCANFLAVOUR A/S,COSCO SHIPPING TAURUS,TAAL3903668,DK,21000.00,PROTEIN SUBSTANCE (SCANGEL A-93),"18,136.00",1007472.00
31-Oct,ALTERNATIVES FOOD CORP,SCANFLAVOUR A/S,THALASSA NIKI,EBJ31108732,DK,44000.00,PROTEIN SUBSTANCE (SCANGEL B-100),"37,904.00",2097642.00
8-Oct,ALTERNATIVES FOOD CORP,SCANFLAVOUR A/S,COSCO ITALY,TAAL3938078,DK,22000.00,PROTEIN SUBSTANCE (SCANGEL B-100),"18,952.00",1059271.00
3-Oct,ALTERNATIVES FOOD CORP,SCANFLAVOUR A/S,NYK FALCON,TAAL3978064,DK,66000.00,"PROTEIN SUBSTANCE (SCANGEL B-100, SCANPREMIU","56,856.00",3169271.00
23-Oct,ALTERNATIVES FOOD CORP,SCANFLAVOUR A/S,THALASSA THYHI,EBJ31108380,DK,44000.00,"PROTEIN SUBSTANCE (SCANGEL B-100/2, SCANPREM","37,904.00",2104282.00
16-Oct,ALTERNATIVES FOOD CORP,SCANFLAVOUR A/S,COSCO SHIPPING UNIVERSE,TAAL3965157,DK,22000.00,PROTEIN SUBSTANCE (SCANPREMIUM D-85),"18,952.00",1057640.00
23-Oct,ALTERNATIVES FOOD CORP,SCANFLAVOUR A/S,EVER DIADEM,EBJ31108390,DK,22000.00,PROTEIN SUBSTANCE (SCANPREMIUM D-85),"18,952.00",1055298.00
11-Oct,FISCHER PH ASIA INC,SEUNG HYUN CO LTD,STARSHIP PEGASUS,MTRS11809221,KR,8595.00,PUPP K BONDING FOAM,"39,216.31",2132365.00
17-Oct,KK CONVERTER PHILS INC.,KUO TAI RESIN INDUSTRIAL CO LTD,AS RAFAELA S007,0018C57974,TW,15840.00,RAW MATERIALS FOR MANUFACTURING PRESSURE SEN,"11,881.52",687009.00
17-Oct,KK CONVERTER PHILS INC.,KUO TAI RESIN INDUSTRIAL CO LTD,AS RAFAELA S007,0018C57975,TW,17040.00,RAW MATERIALS FOR MANUFACTURING PRESSURE SEN,"8,634.85",502172.00
12-Oct,CONNELL BROS CO PILIPINAS INC,ANHUI WANWEI INTERNATIONAL,FEI XIONG 3 18070,EGLV145899116597,CN,13000.00,RE-DISPERSIBLE EMULSION POWDER,"23,266.80",1272985.00
9-Oct,PURATOS PHILIPPINES INC.,PURATOS NV,THALASSA ELPIDA 0992 023E,OOLU4035852650,BE,7000.00,"RESISTAMYL 367, PASELLI BC","13,517.39",758271.00
30-Oct,MONDELEZ PHILIPPINES INC.,TATE & LYLE INGREDIENTS AMERICAS LL,NYK ATLAS V. 104W,ONEYRICUQ7094800,US,19278.00,REZISTA STARCH FOR MANUFACTURING,"21,430.51",1207535.00
10-Oct,UNIVERSAL ROBINA CORPORATION,DSM NUTRITIONAL PRODUCTS ASIA,LODESTAR V.18004E,SEAE20349685,DK,40000.00,RONOZYME HIPHOS GT,"643,193.50",36011959.00
1-Oct,DSM NUTRITIONAL PRODUCTS PHILIPPINE,DSM Nutritional Products Asia,LOBIVIA 075E,SINCB18032326,SG,3500.00,RONOZYME HIPHOS GT,"60,629.22",3404897.00
18-Oct,DSM NUTRITIONAL PRODUCTS PHILIPPINE,DSM Nutritional Products Asia,LODESTAR V.18004E,SE1810001201,SG,3000.00,RONOZYME HIPHOS GT,"52,235.21",2912457.00
17-Oct,UNIVERSAL ROBINA CORPORATION,DSM NUTRITIONAL PRODUCTS LTD.,YM WIND V. 007E,ONEYRTMU23759700,NL,20000.00,RONOZYME WX (CT),"147,719.00",8268363.00
16-Oct,JETBEST ANIMAL NUTRITION AND HEALTH,ADISSEO ASIA PACIFIC PTE LTD,LOBIVIA,SEMNL180902606,SG,8000.00,ROVABIO ADVANCE T-FLEX,"84,000.00",4706993.00
10-Oct,HANKYU HANSHIN LOGISTICS PHILS INC.,"ITATSU CO., LTD",IRENES RESPECT 0004S,MEI1183057,JP,690.00,RQ-NSE ETC.,"8,129.62",464053.00
29-Oct,PIONEER ADHESIVES INC.,DRYVIT SYSTEMS INC,HYUNDAI GLORI V. 103S,SX17903,US,38864.00,"SANBLAST NTX MID BASE, SANDBLAST NTX ACCEN","49,990.78",2847347.00
25-Oct,BOSTIK PHILIPPINES INC.,BOSTIK AUSTRALIA PTY LTD,APL AUSTRIA 8132,MELAS31835548,AU,30240.00,SEAL N FLEX 1 GREY EXP 600ML,"132,690.64",7196147.00
16-Oct,BOSTIK PHILIPPINES INC.,BOSTIK AUSTRALIA PTY LTD,AL MANAMAH 8131,MELAS31832254,AU,15120.00,SEAL N FLEX 1 WHITE EXP,"65,836.64",3581781.00
16-Oct,PILIPINAS KYOHRITSU INC.,SUMITOMO WIRING SYSTEMS LTD,NYK SILVIA V0502S,JPPHTYO03298,JP,517.00,SEALANT,"13,338.36",761207.00
30-Oct,CAL COMP PRECISION PHILIPPINES INC,MAANSHAN YUANRONG ROBOT INTELLIGENT,MAGNAVIA 18022S,908811,CN,2233.00,SEALANT,"12,784.72",733406.00
23-Oct,PILIPINAS KYOHRITSU INC.,SUMITOMO WIRING SYSTEMS LTD,NASIA V178S,JPPHTYO03304,JP,307.00,SEALANT,"7,916.26",451516.00
2-Oct,PILIPINAS KYOHRITSU INC.,SUMITOMO WIRING SYSTEMS LTD,NASIA V177S,JPPHTYO03289,JP,260.00,SEALANT,"6,723.41",386812.00
9-Oct,PILIPINAS KYOHRITSU INC.,SUMITOMO WIRING SYSTEMS LTD,IRENE RESPECT V0004S,JPPHTYO03295,JP,260.00,SEALANT,"6,723.40",385257.00
23-Oct,SUMI PHILIPPINES WIRING SYSTEMS,SUMITOMO WIRING SYSTEMS LTD,NASIA 178S,ONEYNG8BC1075400,JP,190.00,SEALANT,"6,723.40",384558.00
22-Oct,JERT TRADING,HENGSHENG DOOR AND WINDOW,NEW HAMPSHIRE TRADER,65493,CN,4173.00,SEALANT,"6,643.29",363046.00
2-Oct,PILIPINAS KYOHRITSU INC.,SUMITOMO WIRING SYSTEMS LTD,NASIA V177S,JPPHTYO03284,JP,256.00,SEALANT,"6,614.96",379571.00
4-Oct,A DIMAGUILA ENTERPRISES INC,ASIA KENDY CO. LTD.,SITC SHANGHAI 1823N,S00127461,TH,14499.00,SEALANT CEMEDINE ADHESIVE CEMEDINE,"23,623.36",1354319.00
2-Oct,FIVEBEAST TRADING,SHANGHAI DIYI ADVERTISING MATERIALS,ATLANTIC SOLLI V 1817S,SML18090249,CN,5665.00,SELF ADHESIVE,"5,697.65",330794.00
15-Oct,SIKA PHILIPPINES INC.,SIKA LTD,WAN HAI 313 S177,808012,JP,6353.00,SIKATITAN 258 BLACK SIKAFLEX 255 SIKAFLEX 26,"38,014.31",2072797.00
10-Oct,ACBEL POLYTECH PHILIPPINES INC.,"SOONEST EXPRESS(H.K)CO.,LTD",YOSSA BHUM 238S,HKGMNL18A001,HK,1287.00,SILICONE GLUE,"6,480.71",372132.00
16-Oct,MULTI-LINE STRUCTURES CORP,SHANDONG YABEL SILICONE CO LTD,BOMAR AURORA 007S,CCL18090431,CN,18212.00,SILICONE SEALANT,"56,943.17",3099326.00
12-Oct,SIKA PHILIPPINES INC.,SIKA ENGINEERING SILICONES,MACKINAC BRIDGE V.015E,M600262796,IT,12880.00,SILICONE SEALANT,"50,204.87",2869906.00
17-Oct,ALLGEMEINE BAU CHEMIE PHIL INC,MOMENTIVE PERFORMANCE MATERIALS (TH,SITC LIAONING 1831N,ONEYLCBU16290700,TH,28800.00,"SILICONE SEALANT BULK OXIME (PUTTY) TOP490N,","150,336.00",8169298.00
10-Oct,ALLGEMEINE BAU CHEMIE PHIL INC,MOMENTIVE PERFORMANCE MATERIALS (TH,SITC ZHEJIANG 1827N,ONEYLCBU14953400,TH,14325.00,"SILICONE SEALANT BULK OXIME (PUTTY) TOP490N,","74,203.50",4041811.00
8-Oct,PIONEER ADHESIVES INC.,MOMENTIVE PERFORMANCE MATERIAL,SITC SHANGHAI V. 1823N,ONEYLCBU14901400,TH,14695.00,SILICONE SEALANTS BULK ACETOXY (PUTTY),"73,110.93",3982477.00
30-Oct,CAL COMP PRECISION PHILIPPINES INC,MAANSHAN YUANRONG ROBOT INTELLIGENT,HANSA DRAKENBURG 1809,GOSUSNH1007855A,CN,1054.00,SINGLE COLD FAN COIL,"46,919.46",2660492.00
17-Oct,DOMINION CHEMICALS CORPORATION,LACTOPROT DEUTSCHLAND GMBH,NYK ARCADIA,8096,DE,2500.00,SODIUM CASEINATE,"19,250.00",1082121.00
19-Oct,COMMODITY QUEST INC.,"DEZHOU RUIKANG BIO TECHNOLOGY CO.,L",APL ATLANTA 0BY13S,QDNN8090251,CN,100000.00,SOY PROTEIN ISOLATE,"217,240.00",11831003.00
30-Oct,FRABELLE CORPORATION,"QINGDAO CPI INTERNATIONAL CO.,",CPO NORFOLK V0KR1XS1NC,AAJY010238,CN,22000.00,SOY PROTEIN ISOLATED PUREPRO 90E,"52,360.00",2844754.00
10-Oct,FRABELLE CORPORATION,"QINGDAO CPI INTERNATIONAL CO.,",DERBY D V0KR1LSINC,AAGA013793,CN,22000.00,SOY PROTEIN ISOLATED PUREPRO 90E,"50,820.00",2780947.00
18-Oct,CARGILL TEXTURIZING SOLUTIONS,"CARGILL, INCORPORATED",MAGNAVIA V.  020,APLU802230183,US,31752.00,STABITEX INSTANT 12624 MOD STARCH,"45,722.08",2570012.00
30-Oct,CARGILL TEXTURIZING SOLUTIONS,CARGILL INCORPORATED,HYUNDAI GLORY V. 103S,HDMUCIML3563220,US,15876.00,STABITEX-INSTANT 12624 MOD STARCH,"22,861.04",1281208.00
23-Oct,CARGILL TEXTURIZING SOLUTIONS,CARGILL INCORPORATED,NASIA V. 0178,ONEYRICUQ5653700,US,15876.00,STABITEX-INSTANT 12624 MOD STARCH,"22,861.04",1285287.00
2-Oct,FIVEBEAST TRADING,SHANGHAI DIYI ADVERTISING MATERIALS,ATLANTIC SOLLI V 1817S,SML18090249,CN,4715.00,STICKER (SELF ADHESIVE PAPER),"5,615.06",326049.00
17-Oct,S.D. TRADING CORPORATION,SUNSTAR CHEMICAL (THAILAND),EVER BRAVE,EGLV050800984605,TH,24000.00,SUNSTAR BRAND SEALING COMPOUND,"18,324.36",1060528.00
24-Oct,S.D. TRADING CORPORATION,SUNSTAR CHEMICAL (THAILAND),SITC SHANGHAI,MNL05511018,TH,23535.00,SUNSTAR BRAND SEALING COMPOUND,"17,242.20",996735.00
3-Oct,S.D. TRADING CORPORATION,SUNSTAR CHEMICAL (THAILAND),EVER BRAVE,EGLV050800916685,TH,24000.00,SUNSTAR BRAND SEALING COMPOUND,"17,233.36",1001231.00
5-Oct,CHOOSEYOURSHOES PHILIPPINES(CYS-PH),RENIA-GESELLSCHAFT MBH,SEASPAN THAMES V.008E,83455,DE,1380.00,SUPER-FIX - TOLUENE-FREE CONTACT 4 KG/5 LTR,"7,899.18",452890.00
15-Oct,BRENNTAG INGREDIENTS INC.,SOLAE LLC,OOCL MIAMI V 048W,OOLU2608718180,US,3000.00,SUPRO 120N LN ISOLATED SOY PROTEIN,"18,732.20",1037203.00
10-Oct,BRENNTAG INGREDIENTS INC.,SOLAE LLC,GUNDE MAERSK 833S,60661,US,36000.00,SUPRO 500E,"124,725.60",6870245.00
20-Oct,3M PHILS. INC.,3M COMPANY,OOCL TAIPEI 027W,OOLU2610361720,US,531.00,SW PLASTIC ADH,"7,330.23",417708.00
24-Oct,E.C. DAUGHSON INC.,NORMET HONG KONG LTD,EVER BEADY 1680 009N,SEFCL1810008301MN,SG,14275.00,"TAMSEAL 20, TAMSEAL 10F","17,512.00",1008308.00
11-Oct,ADAMPAK & PRINT (PHILS.) INC.,AVERY DENNISON SINGAPORE (PTE) LTD.,EVER BLISS 016N,22927,SG,1588.00,"TAPES - NON WOVEN, LAMINATING, MOUNTING, TIS","7,561.87",434960.00
17-Oct,BRENNTAG INGREDIENTS INC.,NOVOZYMES (CHINA)BIOTECHNOLOGY,NAVIOS AMARILLO 0KR1TS,TSN31103514,CN,10800.00,T-BLEND SAVINASE/STAINZYME/LIPEX/MANNAWAY 6.,"83,246.40",4525902.00
12-Oct,HENKEL PHILIPPINES INC.,HENKEL CHEMICAL TECHNOLOGIES,BHAMIAN EXPRESS 0V00VS,SHA376832,CN,6000.00,TECHNOMELT 3183 25KG,"14,374.07",787010.00
16-Oct,BOSTIK PHILIPPINES INC.,BOSTIK FINDLEY CHINA CO. LTD.,HANSA ALTENBURG 007S,OOLU2609984480,CN,9820.00,TEF56A AND H4376 (ADHESIVE),"30,495.10",1659706.00
10-Oct,RNRS TRADING,GAMRON INDUSTRIES SDN BHD,LODESTAR 18004E,SNKO160180900503,MY,26000.00,THERMOPLASTIC ROAD MARKING MATERIALS,"17,830.40",979452.00
26-Oct,INGREDION PHILIPPINES INC.,INGREDION INC,DALIAN EXPRESS 103W,HLCUBSC1807BUFC7,US,18371.00,THERMTEX,"20,842.32",1174857.00
11-Oct,FURUKAWA SANGYO KAISHA PHILIPPINES,NISHI TOKYO CHEMIX CORPORATION,IRENES RESPECT 0004S,KLLMJP1052636,JP,516.00,"THREEBOND 3006F (ADHESIVE), QR-3460 (AD","32,082.79",1829013.00
29-Oct,INLAND WAREHOUSING & LOGISTICS DIV.,"THREEBOND CO., LTD",NASIA V.178S,MEI1183067,JP,2085.00,THREEBOND BRAND PRODUCTS(TB2236/TB1281/TB302,"65,783.74",3743046.00
26-Oct,SCG MARKETING PHILIPPINES INC.,SCG TRADING CO LTD,NORDPUMA V. 1004N,HDMUBKML0996053,TH,48003.00,TILE GROUT MONTANIA BRAND/TILE FIX SCG BRAND,"7,948.89",445228.00
30-Oct,KINTETSU LOGISTICS (PHILS) INC.,MOMENTIVE PERFORMANCE MATERIALS (TH,IRENES RESPECT 0005S,HTEX18100487,JP,72.00,TSE3941-333ML  SILICONE PRODUCTS,"6,500.03",374109.00
1-Oct,KINTETSU LOGISTICS (PHILS) INC.,MOMENTIVE PERFORMANCE MATERIALS (TH,NASIA 177S,HTEX18090337,JP,182.00,"TSE3975-B , TSE3941 SILICONE PRODUCTS","30,195.25",1730831.00
9-Oct,EC STRUCTURAL COMPOSITES INC,Fyfe Asia PTE ltd,LODESTAR V.18004E,A168A09037,SG,2176.00,TYFO S EPOXY,"12,161.75",700383.00
17-Oct,VET SPECIALISTS INC,ALIVIRA ANIMAL HEALTH LIMITED,ZIM LOS ANAGELES 60E,MUMCB18007599,IN,5887.00,VETERZYME 25KG,"24,327.20",1370606.00
9-Oct,BOSTIK PHILIPPINES INC.,WACKER CHEMICALS KOREA INC.,KMTC SHANGHAI 1812S,PUSA852172,KR,4800.00,WACKER LC 707 AND 788 BOSTIK PH WHITE & TRAN,"24,000.00",1314792.00
22-Oct,PERPETUAL PRIME MFG. INC.,STELLA FOOTWEAR SAMPAGUITA COMPANY,YOSSSA BHUM 239S,707,HK,18.00,WATER BASED ADHESIVES,"5,246.08",301122.00
22-Oct,BOSTIK PHILIPPINES INC.,POLYCOAT PRODUCTS,APL SENTOSA 0TX0UW1MA,444512,US,57552.00,WATERPROOFING MATERIALS (BOSCOSEAL PU),"146,558.09",8347785.00
29-Oct,BORDERTRADE MANAGEMENT INC,WEIR MINERALS AUSTRALIA,KOTA LESTARI 082,S112338,AU,972.00,WEARSTOP RAPID SET,"7,569.79",415614.00
12-Oct,J & J INTER CONTINENTAL ENTERPRISES,GUANGDONG VTR BIO-TECH CO. LTD,QIAO YANG 19 HAO 83831WFS,8787,CN,5000.00,YIDUOZYME GRANULAR (ANIMAL FEED ADDITIVES),"37,500.00",2039789.00
30-Oct,CONNELL BROS CO PILIPINAS INC,ARMOR PROTEINES SAS .,LD 0457,65276,FR,52.00,"ARMOR PROTEINES"" VITALARMOR  LACTOFERRIN""""ARMOR PROTEINES"" VITALARMOR  LACTOFERRIN""""RMOR PROTEINES"" VITALARM""""MOR PROTE""","36,264.50",1981897.00
3-Oct,CHAIN GLASS ENTERPRISES INC.,DOW SILICONES CORPORATION-CDW,PR 119,DTW0117831,US,486.00,"=DOWSIL 790 SILICONE, BUILDING SEALANT ETC.","8,120.83",470114.00
30-Oct,ROLEX CENTRE PHIL. LIMITED,ROLEX (HONG KONG) LTD.,PR301,UHK08131970,HK,35.00,"100.00 PC ADHESIVE CLEANING SWAB,SWABS FOR","9,455.96",535238.00
1-Oct,AMKOR TECHNOLOGY PHILIPPINES INC.,HENKEL ELECTRONIC MATERIAL LLC,BR271-LAX,674512,US,69.00,1330.00 CCM LOCTITE ABLESTIK,"6,874.29",398526.00
30-Oct,ACBEL POLYTECH PHILIPPINES INC.,GREAT GUM ENTERPRISE CO. LTD,5J311,UTP12939791,TW,26.00,15.00 CAN ADHESIVE,"5,216.07",301209.00
2-Oct,ACBEL POLYTECH PHILIPPINES INC.,GREAT GUM ENTERPRISE CO. LTD,5J311,UTP12928075,TW,29.00,18.00 CAN ADHESIVE,"6,254.21",362968.00
16-Oct,STMICROELECTRONICS INC.,HENKEL KOREA LIMITED,KE621,AMO298778,KR,27.00,LOCTITE ABLESTIK QMI519,"5,092.33",295781.00
31-Oct,AMKOR TECHNOLOGY PHILIPPINES INC.,HENKEL TECHNOLOGIES KOREA LTD.,PR467-ICN,AMO298998,KR,80.00,2000.00 EA LOCTITE ABLESTIK ATB 130U,"16,720.00",991028.00
17-Oct,AMKOR TECHNOLOGY PHILIPPINES INC.,HENKEL TECHNOLOGIES KOREA LTD.,KE621ICN,AMO298831,KR,82.00,2000.00 EA LOCTITE ABLESTIK EPOXY,"16,720.00",958385.00
18-Oct,AMKOR TECHNOLOGY PHILIPPINES INC.,HENKEL TECHNOLOGIES (KOREA) LTD.,KE621-ICN,AMO298836,KR,128.00,2570.00 NE LOCTITE ABP.,"31,124.57",1772449.00
20-Oct,STMICROELECTRONICS INC.,HENKEL KOREA LIMITED,KE621,AMO298873,KR,87.00,LOCTITE ABLESTIK QMI1519,"31,380.83",1789177.00
27-Oct,STMICROELECTRONICS INC.,HENKEL KOREA LIMITED,KE621,AMO298953,KR,84.00,"2660.00 NE LOCTITE ABLESTIK QMI1519,ETC","31,122.82",1764720.00
6-Oct,AMKOR TECHNOLOGY PHILIPPINES INC.,"EVERTECH ENTERPRISE CO., LTD",KE621-ICN,SINA1810057,KR,184.00,300.00 EA TRUBOND AP4200 EPOXY PAST,"11,338.20",652697.00
10-Oct,PASCUAL LABORATORIES INC,B.M.P. BULK MEDICINES &,BR277,24211,DE,300.00,MURAMIDASE,"60,343.75",3382327.00
3-Oct,SFA SEMICON PHILIPPINES CORPORATION,CHEM-INTER CORPORATION,PR431,TYO19581613,JP,270.00,350.00 PE SPARKLE FLUX,"20,581.58",1180577.00
17-Oct,ELEMATEC PHILIPPINES INC,ELEMATEC CORPORATION,JL741,NEC66939843,JP,298.00,3M EW2045 ADHESIVE,"45,229.63",2581780.00
22-Oct,STMICROELECTRONICS INC.,HENKEL MALAYSIA SDN.BHD,SQ918,SHA82834348,MY,175.00,500.00 NE LOCTITE ABLESTIK ABP 8420,"14,744.38",840613.00
13-Oct,STMICROELECTRONICS INC.,HENKEL MALAYSIA SDN.BHD,SQ918,SHA82834285,CN,510.00,5300.00 NE LOCTITE ABLESTIK ABP 8420,"50,043.69",2855903.00
8-Oct,STMICROELECTRONICS INC.,HENKEL US OPERATIONS CORPORATION,BR271,676866,US,34.00,6.00 EA LOCTITE ABLESTIK C115,"14,098.68",806796.00
3-Oct,ATLANTIC GULF AND PACIFIC COMPANY,CLYDE ENGINEERING TOOLS,GF154,LHR317695,GB,243.00,600.00 NE DOW CORNING SILICON SEAPL,"7,383.35",427447.00
26-Oct,AMKOR TECHNOLOGY PHILIPPINES INC.,ABLESTIK SHANGHAI LTD.,CX913-SHA,KSP8801234,CN,210.00,6800.00 CCM EPOXY RESIN PASTE,"32,712.80",1932916.00
9-Oct,STMICROELECTRONICS INC.,HENKEL KOREA LIMITED,KE621,AMO298724,KR,41.00,7220.00 NE LOCTITE ABLESTIK QM1519,"12,533.07",718413.00
29-Oct,STMICROELECTRONICS INC.,HENKEL US OPERATIONS CORPORATION,BR271,89643,US,55.00,9.00 EA LOCTITE ABLESTIK C115,"19,520.02",1111770.00
9-Oct,STMICROELECTRONICS INC.,HENKEL KOREA LIMITED,KE621,AMO298724,KR,87.00,9840.00 NE LOCTITE ABLESTIK QMI9504,"26,673.27",1523889.00
25-Oct,CIRTEK ELECTRONICS CORPORATION,CIRTEK SEMICONDUCTOR INC.,CX901,JSI05046402,US,136.00,ABLESTIK EPOXY,"54,116.70",3074690.00
31-Oct,ELEMATEC PHILIPPINES INC,"ELEMATEC SHANGHAI TRADING CO., LTD",CX051,88720,CN,59.00,AC620F ADHESIVE,"47,401.53",2690752.00
6-Oct,SIA ENGINEERING PHILS CORP.,AEROSPHERES (UK) LTD.,FX5158,980649,GB,36.00,ACRYLIC THREADLOC ETC,"5,046.02",293595.00
13-Oct,NANOS TECH ELECTRONICS CORP.,SINYOUNG TRADING CORP,KE623,PNX119086,KR,19.00,ADHESIVE,"32,766.27",1874309.00
5-Oct,ELEMATEC PHILIPPINES INC,"ASEC CO., LTD.",CI701,KKS210796,TW,121.00,ADHESIVE,"20,918.00",1199297.00
18-Oct,DYSON ELECTRONICS PTE LTD PH BRANCH,MGY TECHNOLOGY CO LTD,LD 0457,92775,TW,51.00,ADHESIVE,"13,475.22",771642.00
22-Oct,NANOS TECH ELECTRONICS CORP.,SINYOUNG TRADING CORP,KE623,PNX119268,KR,6.00,ADHESIVE,"11,805.73",677590.00
25-Oct,MITSUMI PHILIPPINES INC.,HERAEUS ZHAOYUAN CHANGSHU ELECTRONI,LD 0457,23701,CN,136.00,ADHESIVE,"10,788.49",617037.00
3-Oct,NICERA PHILIPPINES INC,NIPPON CERAMIC CO LTD,5J203,IEC1561253,JP,39.00,ADHESIVE,"9,785.35",580480.00
9-Oct,MITSUMI PHILIPPINES INC.,HERAEUS ZHAOYUAN CHANGSHU ELECTRONI,LD 0457,6303,CN,89.00,ADHESIVE,"6,820.61",394803.00
9-Oct,DYSON ELECTRONICS PTE LTD PH BRANCH,MGY TECHNOLOGY CO LTD,LD 0457,23276,TW,21.00,ADHESIVE,"5,618.95",326270.00
12-Oct,DYSON ELECTRONICS PTE LTD PH BRANCH,MGY TECHNOLOGY CO LTD,LD 0457,61716,TW,21.00,ADHESIVE,"5,509.19",319519.00
24-Oct,INNOTOR PHILIPPINES INC.,ASK CORPORATION,OZ703,TCI222864,KR,32.00,ADHESIVE ANB,"5,196.80",301063.00
2-Oct,NIDEC PHILIPPINES CORPORATION,KAKEN TECH CO LTD,FX5158,20209,JP,12.00,ADHESIVE CC3660,"8,880.00",513517.00
10-Oct,NIDEC PHILIPPINES CORPORATION,KAKEN TECH CO LTD,FX5158,75623,JP,12.00,ADHESIVE CC3660,"8,880.00",512855.00
16-Oct,NIDEC PHILIPPINES CORPORATION,KAKEN TECH CO LTD,FX5158,36060,JP,12.00,ADHESIVE CC3660,"8,880.00",512060.00
23-Oct,NIDEC PHILIPPINES CORPORATION,KAKEN TECH CO LTD,FX5158,97860,JP,12.00,ADHESIVE CC3660,"8,880.00",510920.00
2-Oct,EATON INDUSTRIES PHILIPPINES LLC P,EPOXYSET INC,JL741,NEU24500184,US,1050.00,ADHESIVE ONE PART,"94,483.20",5190228.00
30-Oct,EATON INDUSTRIES PHILIPPINES LLC P,EPOXYSET INC,JL741,NEU24505014,US,551.00,ADHESIVE ONE PART,"48,921.60",2668196.00
23-Oct,ELEMATEC PHILIPPINES INC,"FUJI CHEMICAL INDUSTRIAL CO., LTD..",LD 0457,8653,JP,160.00,ADHESIVE SEAL-GLO,"8,148.23",465726.00
24-Oct,IM DIGITAL PHIL INC,"IM CO., LTD",KE621,PNX119332,KR,83.00,"ADHESIVE TP, COVER TAPE","15,872.63",908098.00
24-Oct,DYSON ELECTRONICS PTE LTD PH BRANCH,MGY TECHNOLOGY CO LTD,LD 0457,7466,TW,51.00,ADHESIVE-AS-5501,"13,885.55",795204.00
27-Oct,CIRTEK ELECTRONICS CORPORATION,PROMERUS,FX5158,208025,US,16.00,ADHESIVES,"21,345.90",1215173.00
11-Oct,SIA ENGINEERING PHILS CORP.,AEROSPACE RELIANCE,LD0457,7654,GB,27.00,ADHESIVES,"6,758.44",387865.00
1-Oct,APM TECHNICA AG,EPOXY TECHNOLOGY,FX5158,265280,US,47.00,ADHESIVES,"6,128.50",355788.00
15-Oct,APM TECHNICA AG,EPOXY TECHNOLOGY,FX5158,268039,US,57.00,ADHESIVES EPOXY RESIN,"9,952.70",572790.00
24-Oct,CIRTEK ELECTRONICS CORPORATION,"HENKEL ELECTRONIC MATERIALS, LLC",FX5158,915058,US,21.00,"ADHESIVES, RUBBER OR POLYME","6,872.94",396291.00
17-Oct,IM DIGITAL PHIL INC,"IM CO., LTD",KE621,PNX119181,KR,665.00,ADHESIVE-TP & ETC.,"201,444.03",11935220.00
18-Oct,IM DIGITAL PHIL INC,IM CO LTD.,KE621,PNX119208,KR,50.00,ADHESIVE-TP & ETC.,"7,728.20",462424.00
8-Oct,YAMAHA MOTOR PHILIPPINES INC,SUNWARD INTERNATIONAL INC,CI5879,YJP23609714,JP,180.00,ADHESSIVE ( EVERGRIP 8300L),"5,017.33",291959.00
3-Oct,CEBU AIR INC.,AEROSPHERES (UK) LIMITED,EK 334,ULO00226671,GB,336.00,AIRCRAFT PARTS (LUBRICANT/ TAPE/ ETC),"11,782.12",676965.00
29-Oct,ATLANTIC GRAINS INC,STERN INGREDIENTS ASIA-PACIFIC,KL807,7334,DE,750.00,ALPHAMALT BX,"15,468.86",865677.00
12-Oct,NISSHO PRECISION PHILIPPINES INCOR,NISSHO CORPORATION,PR431,NEC66828370,JP,63.00,ANTI SCATTERING ADHESIVE FILM,"8,904.00",509754.00
25-Oct,NISSHO PRECISION PHILIPPINES INCOR,NISSHO CORPORATION,FX5158,729348,JP,28.00,ANTI SCATTERING ADHESIVE FILM,"8,253.65",473232.00
27-Oct,NISSHO PRECISION PHILIPPINES INCOR,NISSHO CORPORATION,FX5158,890774,JP,22.00,ANTI SCATTERING ADHESIVE FILM,"6,193.85",356584.00
24-Oct,TRS PHILS CORPORATION,"TRS CO, LTD.",FX5158,459995,JP,104.00,"ARON ALPHA GLUE  ETC,","15,343.51",894621.00
31-Oct,TAGANITO HPAL NICKEL CORPORATION,T-MEX CORPORATION,PR407,AGL04012547,JP,36.00,"BONDING MATERIAL POLY KYUTO P-7697N, MEPOXE","5,558.38",329016.00
24-Oct,B/E AEROSPACE B.V. - (PHIL BRANCH),KLX AEROSPACE,CI5841,DAL32007131,US,1317.00,BOSTIK 7132K,"50,914.18",2898940.00
1-Oct,ARMSCOR GLOBAL DEFENSE INC,ARMSCOR PRECISION INTERNATIONAL,PR103,GEPF22922,US,245.00,BULLET PROOF SEALANT,"6,657.59",386455.00
9-Oct,TI (PHILIPPINES) INC.,"WON KANG TECHINCS CO., LTD",5J187,226353,KR,322.00,CARRIER W/ CERAMIC BARDCODE,"14,455.00",864618.00
