DATE,IMPORTER,EXPORTER,VESSEL,BL,ORIGIN,QUANTITY,DESCRIPTION,AMOUNT $(CIF), L. COST (PhP) 
19-Apr,JANREV ENTERPRISES,XIAMEN XINYUTAI IMPORT AND EXPORT C,WAN HAI 163 S280,9447,CN,11790.00,ADHESIVE GLUE 18.4ML TUBES,"17,000.00",894343.00
11-Apr,NAKAYAMA TECHNOLOGY CORPORATION,"NAKAYAMA CO., LTD.",RHL GANGA V - 0841-024S,EGLV020800077169,JP,2881.00,"ADHESIVES (ARON ALFA,CH71TB,CX50,MH154 SUPER","6,385.11",356609.00
23-Apr,NAKAYAMA TECHNOLOGY CORPORATION,"NAKAYAMA CO., LTD.",RHL AQUA V-0843-025S,EGLV020800108960,JP,2700.00,ADHESIVES (MH158),"18,072.90",1008046.00
27-Apr,DIAMOND DRY MORTAR INC.,AALBORG PORTLAND MALAYSIA SDN BHD,SSL GANGA  V.0844-013S,ICLDVO1803025,MY,99400.00,DIAMOND RENDER WHITE & FINISH COAT WHITE,"12,228.44",658959.00
3-Apr,BEX PHILIPPINES INC.,"GUANGZHOU HE QI TONG TRADE CO., LTD",HANSA FALKEBURG  V.1807,MCB177408,CN,23500.00,FIBER PUTTY AND LEVELING PUTTY,"7,927.60",423725.00
18-Apr,MATERIALS SOLUTIONS  INC.,PT.AICA INDRIA,BALEARES 067,JKDVO0055290,ID,16000.00,MATSOL HP 1024,"41,014.99",2143755.00
25-Apr,FORGEMS MARKETING CO. INC.,GRAIN PROCESSING CORPORATION,SSL GANGA 0844,MALY00596832,US,47628.00,MODIFIED CORN STARCH ACID,"25,728.72",1395014.00
19-Apr,MINDANAO CORRUGATED FIBREBOARD INC,JASOL ASIA PACIFIC LIMITED,MAERSK WIESBADEN V.1809,MCB213268,TH,22150.00,MODIFIED LIQUID STARCH,"46,491.45",2429763.00
4-Apr,NUTRI-ASIA INC.,TATE & LYLE NETHERLANDS B.V.,ESPERANZA 002,OOLU4026935470,NL,39500.00,RESISTAMYL MODIFIED WAXYMAIZE STARCH,"35,763.56",1939848.00
17-Apr,PERFECT MILLING CORPORATION,"ADISSEO ASIA PACIFIC PTE., LTD.",TYGRA V1815,SEDVO180349501,SG,750.00,ROVABIO ADVANCE P (750KGS)/CONCNTRTED POWDER,"35,250.00",1902150.00
25-Apr,MINTRADE CORPORATION,"GLOBECHEM RESOURCES CO., LIMITED",SSL GANGA 0844 013S,EGLV097860002881,MY,140610.00,STC 2  PHENOL/4 UREA GLUE IN FLEXI BAG NH,"46,447.60",2448205.00
3-Apr,MINTRADE CORPORATION,"GLOBECHEM RESOURCES CO., LIMITED",WARNOW MATE V0235 125N,EGLV097860000934,MY,292350.00,STC PHENOL/UREA GLUE NON HAZARDOUS/FLEXI BAG,"88,120.55",4654674.00
18-Apr,MINTRADE CORPORATION,"GLOBECHEM RESOURCES CO., LIMITED",ESPERANZA N/0003E,BKI800014300,MY,181120.00,STC UREA GLUE IN FLEXI BAG NON HAZARDOUS,"48,902.40",2578108.00
19-Apr,KAMAZ TRADING,SHENZHEN YINGHUI CHUANGZHAN TRADE C,MAERSK WIESBADEN,MCB230066,CN,45500.00,THERMOPLASTIC ROAD MARKING PAINT,"18,144.00",954322.00
12-Apr,COLUMBIA INTL FOOD PRODUCTS INC,GELNEX INDUSTRIA E COMMERCIO,MAERSK SHAMS 801E,KPM00059118,BR,25000.00,1000 BAGS BEEFSKIN GELATIN 220 BLOOM 20 MESH,"131,897.75",7092294.00
30-Apr,TURRIS PHIL. INC.,SOLBAR NINGBO INTERNATIONAL,SEASPAN NEW DELHI,COAU7042182550,CN,25000.00,1250 BAGS SOLPRO 920 ISOLATED SOY PROTEIN,"54,500.00",2868236.00
6-Apr,EASY BIO PHILIPPINES INC.,EASY BIO INC,NAVIOS AMRILLO V. 002S,NEXL1803MNS024,KR,14000.00,ENDONASE ANIMAL FEED SUPP.,"128,183.99",6891507.00
24-Apr,BORLA ENTERPRISES,DOW CHEMICAL SILICONES KOREA,WAN HAI 302,PUS04MNL18TIF070,KR,16653.00,16 PKGS. SILICONE SEALANT (DOWSIL TM 688 GLA,"15,588.00",863955.00
10-Apr,ALUACE CORPORATION,"SHANGHAI JOYFLY IMP & EXP. CO., LTD",HAI LIAN 1807S,SITGSHMST12495,CN,2250.00,"168-WEATHER SEALANT (GREY), (BLACK)","13,407.16",703765.00
19-Apr,BORLA ENTERPRISES,DOW CHEMICAL SILICONES KOREA,WAN HAI 261,PUS04MNL18TIF069,KR,16459.00,17 PKGS. SILICONE SEALANT (DOWSIL (TM) 688 G,"13,968.00",773844.00
17-Apr,BORLA ENTERPRISES,DOW CHEMICAL SILICONES KOREA L,WAN HAI 263,PUS04MNL18TIF068,KR,15852.00,17 PKGS. SILICONE SEALANT (DOWSIL (TM) 688 G,"13,093.00",725995.00
26-Apr,MATERIALS SOLUTIONS  INC.,PT.AICA INDRIA,NAVIOS FELICITAS V.0286N,JKMNL0055379,ID,16000.00,1X20 CONTAINER STC:640 PACKAGES OF 80 BAGS M,"55,686.40",2914215.00
2-Apr,DEL MONTE PHILS INC. / PHILPACK,CARGILL BIO CHEMICAL CO LTD,TRF PRAIA,XDFF301929,CN,19900.00,1X20 STC 796 BAGS C TEX 06201 ACETYLATED DIS,"17,453.70",923371.00
23-Apr,PHSI TRADING SALES INC.,RJ LONDON CHEMICALS IND. CO. LTD,ITAL MODERNA,EGLV050800164471,TH,21000.00,1x20' stc: 750 pail WALL PUTTY  28 KGS,"7,772.00",417477.00
11-Apr,REVOLUTION PRECRAFTED PROPERTIES,VENETTA PITTURE(ASIA)PTE LTD,ODYSSEUS 277S,2018020000030200S,SG,7300.00,1X40 CONTAINER STC 20 PACKAGES SUPPLY OF ISO,"10,698.00",593184.00
6-Apr,CONCORD SCIENTIFIC & CHEMICAL CORP,TAPIOCA DEVELOPMENT CORP. LTD.,ITAL MILIONE V.0818-092E,EGLV050800211851,TH,26000.00,1X40 STC: 1040 BAGS MODIFIED TAPIOCA STARCH,"24,025.60",1262752.00
23-Apr,SEALBOND CHEMICAL INDUSTRIES INC.,"FLOOR CHEM ASIA CO., LTD.",ITAL MILIONE 0820-093E,EGLV050800213790,TH,25071.00,1X40 STC: BASEKRETE MD CLEAR (ind'l Polyuret,"32,976.00",1737834.00
6-Apr,SEALBOND CHEMICAL INDUSTRIES INC.,"FLOOR CHEM ASIA CO., LTD.",ITAL MASSIMA 0819-112E,EGLV050800223710,TH,25071.00,1X40 STC: INDUSTRIAL POLYURETHANE FLOOR COAT,"32,976.00",1736315.00
6-Apr,CARE PRODUCTS INC,HENKEL (MALAYSIA) SDN. BHD,KOTA JUTA 0325E,20071,CN,24000.00,1X40HC CTR. STC: HOTMELT ADHESIVE (KNOWN AS,"67,200.00",3695431.00
10-Apr,AP MAGNA CHEM DISTRIBUTION CORP.,THANH VU JOINT STOCK COMPANY,GSL AFRICA 862N,OOLU2601672000,VN,36000.00,2 X 20 CONT STC 1440 BAGS OF MODIFIED TAPIOC,"22,944.20",1211686.00
5-Apr,BORLA ENTERPRISES,NINGBO SUNLIT INTERNATIONAL CO,SEASPAN NINGBO,NGB03MNL18TIF419,CN,43700.00,2220 CTNS. GLUE (OFFICE SUPPLIES),"21,047.00",1180146.00
25-Apr,TURRIS PHIL. INC.,"SHANDONG YUXIN BIO-TECH CO., LTD",SITC MAKASSAR,SITGTAMS587340,CN,50000.00,2500 BAGS ISOLATED SOY PROTEIN,"106,000.00",5548529.00
10-Apr,FOODFLOW  INC.,"SHANDONG YUXIN BIO-TECH., LTD.",SITC MAKASSAR,SITGTAMS581913,CN,50000.00,2500 BAGS ISOLATED SOY PROTEIN (YX2001),"106,000.00",5543647.00
6-Apr,TURRIS PHIL. INC.,SOLBAR NINGBO INTERNATIONAL,NAVIOS AMARILLO,APLU063907645,CN,50000.00,2500 BAGS SOLPRO 920 ISOLATED SOY PROTEIN,"109,000.00",5719681.00
18-Apr,TURRIS PHIL. INC.,SOLBAR NINGBO INTERNATIONAL,COSCO FUKUYAMA,COAU7042166640,CN,50000.00,2500 BAGS SOLPRO 920 ISOLATED SOY PROTEIN,"109,000.00",5696216.00
2-Apr,DEL MONTE PHILS INC. / PHILPACK,CARGILL BIO CHEMICAL CO LTD,NAVIOS SUMMER,XDFF301939,CN,39750.00,2X20 STC 1590 BAGS C TEX 06201 ACETYLATED DI,"34,863.54",1838132.00
16-Apr,CORE-ASIA PAPER PRODUCTS CENTER,QINGDAO QIANHUA IMPORT AND,SEASPAN NINGBO V 011S,TAOCB18002136,CN,41950.00,2X20 STC 1680 PIECES ADHESIVE POWDER,"16,189.08",896342.00
26-Apr,SEALBOND CHEMICAL INDUSTRIES INC.,HOYLAKE TECHNOLOGY PTE LTD,MERCS JAFFNA 1814,60141,RU,15364.00,2X20 STC: EUROPRIMER,"16,898.70",934457.00
12-Apr,FIBERLINE INDUSTRIES INC.,SHANGHAI ROCKY INDUSTRIAL CO.,NAVIOS AMARILLO V099XAS,CPC1803C05211,CN,50000.00,2X40 CTRS. STC: HOT MELT ADHESIVES (AS KNOWN,"25,000.00",1329072.00
5-Apr,EASY BIO PHILIPPINES INC.,EASY BIO INC,HYUNDAI FORWARD V. 080S,NEXL1803MNS018,KR,3600.00,ENDONASE ANIMAL FEED SUPP.,"32,961.60",1776200.00
16-Apr,TURRIS PHIL. INC.,TATE AND LYLE NETHERLANDS BV,TITAN,OOLU4026915100,NL,93750.00,3750 BAGS RESISTAMYL 347,"77,343.75",4171668.00
23-Apr,AP MAGNA CHEM DISTRIBUTION CORP.,THANH VU JOINT STOCK COMPANY,ST BLUE 024N,OOLU2602151790,VN,72000.00,4 X 20 CONT STC 2880 BAGS MODIFIED TAPIOCA S,"45,888.40",2419670.00
23-Apr,DEL MONTE PHILS INC. / PHILPACK,GENERAL STARCH LIMITED,ITAL MODERNA 0822 105E,EGLV050800248755,TH,76000.00,4X20 STC 3040 PAPER BAGS MODIFIED TAPIOCA ST,"59,504.96",3127445.00
10-Apr,WALL VISION CORPORATION,MOMENTIVE PERFORMANCE MATERIAL,NORDMARGHERITA N003,MSP24266099,TH,2297.00,5 PKGS STC SILICONE SEALANT,"13,320.00",703665.00
5-Apr,CONCORD SCIENTIFIC & CHEMICAL CORP,HEZHENG HUALONG DAIRY PRODUCTS,TENG YUN HE V. 221S,SC16MN8C9105,CN,3000.00,5 PLTS. STC: 120 BAGS SODIUM CASEINATE,"9,660.00",526581.00
13-Apr,CROWN SUPPLY CORP,"A,W, FABER CASTELL (M) SDN BHD",KMTC NINGBO 1803N,WMNL1803113943,MY,5776.00,560 CTNS. TACK IT,"34,292.08",1789946.00
16-Apr,TURRIS PHIL. INC.,"SHANDONG YUXIN BIO-TECH CO., LTD.",SITC DAVAO,SITGTAMS583469,CN,125000.00,6250 BAGS ISOLATED SOY PROTEIN,"265,000.00",13840624.00
25-Apr,FIBERLINE INDUSTRIES INC.,SHANGHAI ROCKY INDUSTRIAL CO.,DONG FANG QIANG 1807S,CPC1804C05071,CN,150000.00,6X40 CTRS. STC: HOT MELT ADHESIVES (AS KNOWN,"75,000.00",3978047.00
2-Apr,TFE SALES MKTG CORP.,LONGKOU TENGYU TRADE CO LTD,UNI PROMOTE 0481 308B,EGLV140800250546,CN,22800.00,ACRYLIC SEALANT,"24,586.24",1293988.00
5-Apr,GILVAN PACKAGING CORPORATION,MORCHEM S.A ON BEHALF OF,KOTA JUTA,BCN03216564,ES,16640.00,ADHESIVE,"20,156.00",1117180.00
6-Apr,NMG TRADING,TRANSCEND INTERNATIONAL BUSINE,HYUNDAI FORWARD,ASHMSYF0800021,CN,23850.00,ADHESIVE,"19,700.00",1041941.00
23-Apr,GILVAN PACKAGING CORPORATION,ROHM AND HAAS SINGAPORE PTE,KOTA JUTA,SIN04023100,SG,15140.00,ADHESIVE,"18,364.12",1016142.00
13-Apr,REPUBLIC CHEMICAL INDUSTRIES INC.,"TONGSHEN INTERNATIONAL CO.,LTD",MAGVANIA V. 18009S,CANMNL1804003,CN,600.00,ADHESIVE,"5,653.00",300270.00
27-Apr,HENKEL PHILIPPINES INC.,HENKEL ADHESIVES COMPANY LIMIT,HUI JIN QIAO 182 180419,UTCSE1804129,CN,5580.00,ADHESIVE (AQUENCE LG 32CN-21 20KG,"17,097.16",956390.00
6-Apr,HENKEL PHILIPPINES INC.,HENKEL ADHESIVES TECHNOLOGIES,MAGNAVIA 18007S,UTCSE1803179,CN,5159.00,ADHESIVE (TECHNOMELT COOL 2222 25KG),"9,942.78",523904.00
19-Apr,HENKEL PHILIPPINES INC.,HENKEL ADHESIVES TECHNOLOGIES,VEGA KAPPA 18005S,UTCSE1804064,CN,7541.00,"ADHESIVE (TECHNOMELT GA 239 T SIDE 25KG,","18,321.60",961903.00
5-Apr,HENKEL PHILIPPINES INC.,HENKEL ADHESIVES COMPANY LIMIT,XING HANG 68 108320,UTCSE1803105,CN,11925.00,"ADHESIVE (TECHNOMELT SUPRA 100 25KG,AQUENCE","36,918.48",2042511.00
6-Apr,NAN PAO RESINS CHEMICAL PHILIPPINES,EASTLION ENTERPRISES LTD,ASIA IPSA S061,0228A29907,CN,12000.00,ADHESIVE 71KN,"20,679.49",1086209.00
20-Apr,ADT ADTECH PROTECTIVE FILM PHILS,ADTECH TRADING CO LTD,SITC DALIAN 1810S,FATMNL1804081,KR,4050.00,ADHESIVE OF GRADE HC 350,"11,354.15",624131.00
20-Apr,ADT ADTECH PROTECTIVE FILM PHILS,ADTECH TRADING CO LTD,SITC DALIAN 1810S,FATMNL1804081,KR,1620.00,ADHESIVE OF GRADE HINOL SP700,"5,272.15",290354.00
30-Apr,HARBEST AGRIBUSINESS CORPORATION,LIANG JIIN ENTERPRISE CO. LTD,NAVIOUS AMARILLO V.003S,KHHMNS80416KB001,TW,5292.00,ADHESIVE SPRAY,"16,855.34",933921.00
2-Apr,SAMSUNG ELECTRO-MECHANICS,"CHANG JO CO., LTD",LANTAU BRIDGE 1804S,1803SMB076,KR,650.00,ADHESIVE TAPE,"16,911.52",944477.00
10-Apr,SAMSUNG ELECTRO-MECHANICS,CHANGJO IND,SIRI BHUM 1804S,1804SMB011,KR,900.00,ADHESIVE TAPE,"14,784.00",824899.00
23-Apr,SAMSUNG ELECTRO-MECHANICS,"CHANG JO CO., LTD",SIRI BHUM 1805S,1804SMB053,KR,530.00,ADHESIVE TAPE,"13,095.57",753708.00
12-Apr,GILVAN PACKAGING CORPORATION,NANTONG COMENS NEWMATERIALS,BAHAMIAN EXPRESS,SHA04344503,CN,16000.00,ADHESIVES,"18,104.80",1000480.00
12-Apr,GILVAN PACKAGING CORPORATION,ROHM AND HAAS SINGAPORE (PTE),KOTA JUTA,SIN04932700,SG,13820.00,ADHESIVES,"17,028.72",942198.00
11-Apr,GILVAN PACKAGING CORPORATION,MORCHEM S.A O/B MARTYN WINLOW,KOTA JUTA,BCN04223953,ES,16000.00,ADHESIVES (SILICON SEALANT),"18,472.50",1021232.00
17-Apr,HENKEL PHILIPPINES INC.,HENKEL ADHESIVES COMPANY LTD,XIN HANG 68,UTCSE1803196,CN,9320.00,"ADHESIVES (TECHNOMELT SUPRA 100 25KG,","19,059.16",1058037.00
24-Apr,NAN PAO RESINS CHEMICAL PHILIPPINES,EASTLION ENTERPRISES LTD,VEGA KAPPA 18006S,LSMNS1804017,CN,20175.00,ADHESIVES 317NT,"52,638.64",2753587.00
24-Apr,NAN PAO RESINS CHEMICAL PHILIPPINES,EASTLION ENTERPRISES LTD,VEGA KAPPA 18006S,LSMNS1804017,CN,7050.00,ADHESIVES 71KN,"12,032.86",630372.00
24-Apr,NAN PAO RESINS CHEMICAL PHILIPPINES,EASTLION ENTERPRISES LTD,VEGA KAPPA 18006S,LSMNS1804017,CN,3000.00,ADHESIVES LE180N,"6,620.60",347309.00
6-Apr,NAN PAO RESINS CHEMICAL PHILIPPINES,EASTLION ENTERPRISES LTD,ASIA IPSA S061,0228A29907,CN,3750.00,ADHESIVES P8 11N,"8,232.28",433289.00
24-Apr,NAN PAO RESINS CHEMICAL PHILIPPINES,EASTLION ENTERPRISES LTD,VEGA KAPPA 18006S,LSMNS1804017,CN,3000.00,ADHESIVES P8 11N,"6,522.76",342193.00
12-Apr,D'LUXE BAGS PHILIPPINES INC.,"DA RONG CO.,LIMITED",ST BLUE V024A,NISSGS81803214,VN,5681.00,"ADHESIVES-(LOCTITE BONDACE 7103LT,HENKEL HOT","21,258.36",1172778.00
6-Apr,HENKEL PHILIPPINES INC.,HENKEL ADHESIVES TECHNOLOGIES,MAGNAVIA 18007S,UTCSE1803179,CN,2735.00,AQUENCE BG 3142 20KG PRODUCER,"5,271.19",279465.00
24-Apr,SCAD SERVICES (S) PTE. LTD. - PHIL,"FRP SERVICES & COMPANY,",SINGAPORE 020S,I288011375A,JP,1216.00,BASF INOAC FOAMLITE,"6,227.78",366273.00
26-Apr,LUCRUM ENTERPRISES CORPORATION,GCP (SINGAPORE) PTE LTD,KOTA JUTA V.0327E,MNL180406660071,SG,16800.00,BETEC FLEX S150 (PART A & B),"17,018.90",938837.00
24-Apr,FD COIL PHILIPPINES INC.,"FURUKAWA DENSHI CO., LTD.",IWASHIRO V. 254S,JPPHTYO03179,JP,160.00,BONDING AGENT,"9,526.52",522891.00
19-Apr,HOUSE TECHNOLOGY INDUSTRIES PTE.LTD,HRD SINGAPORE PTE LTD,SITC DALIAN 1810S,SITSMMS1800946,JP,9690.00,CEMEDINE EM346 1KG (12PC/BOX) (CHEMICAL LOCT,"55,825.18",3057265.00
23-Apr,HOUSE TECHNOLOGY INDUSTRIES PTE.LTD,HRD SINGAPORE PTE LTD,HAI LIAN 1808S,SITSMMS1800515,JP,7365.00,CEMEDINE EM346 1KG/12PCS/BOX (SILICON SEALAN,"43,322.21",2376240.00
19-Apr,SCAD SERVICES (S) PTE. LTD. - PHIL,HRD SINGAPORE PTE LTD,HAI LIAN 1808S,SITSMMS1800517,JP,660.00,CEMEDINE SG-1L 1KG/PC (12PCS/CASE) KANE KOGY,"8,554.80",468606.00
10-Apr,SCAD SERVICES (S) PTE. LTD. - PHIL,HRD SINGAPORE PTE LTD,SITC DALIAN 1808S,SITSMMS1800511,JP,830.00,CEMEDINE SG-1L 1KG/PC(12PCS/CASE); KANE KOGY,"8,617.58",474070.00
27-Apr,SCAD SERVICES (S) PTE. LTD. - PHIL,HRD SINGAPORE PTE LTD,SITC SHIMIZU 1810S,SITSMMS1800950,JP,450.00,CEMEDINE SUPER X CLEAR (20ML),"11,254.69",634994.00
17-Apr,SCAD SERVICES (S) PTE. LTD. - PHIL,HRD SINGAPORE PTE LTD,SITC DALIAN 1810S,SITSMMS1800970,JP,1018.00,CEMEDINE SUPER-X WHITE (1000PCS/BOX),"5,451.78",299076.00
20-Apr,HOUSE TECHNOLOGY INDUSTRIES PTE.LTD,HRD SINGAPORE PTE LTD,IWASHIRO 0254S,ONEYSM8AA3052500,JP,12778.00,CEMEDINE TILE EPOXY 50KG/SET (SILICON SEALAN,"72,204.60",3963227.00
27-Apr,HOUSE TECHNOLOGY INDUSTRIES PTE.LTD,HRD SINGAPORE PTE LTD,SITC SHIMIZU 1810S,SITSMMS1800948,JP,9457.00,CEMEDINE UM360 180KG/DRUM (SILICON SEALANT F,"47,477.67",2615231.00
2-Apr,CONCORD INDUSTRIES CO,JINHUA HONGTAI IMP & EXP,ISAO 1805S,9790,CN,9400.00,CLEAR GLUE 30ML (EVER BRAND),"7,225.20",387348.00
30-Apr,CORNELL INGREDIENTS CORPORATION,ROQUETTE ITALIA SPA,MOL COSMOS 061E,M600256343,IT,19000.00,CLEARAM CH 30 10,"18,901.53",1029568.00
30-Apr,CORNELL INGREDIENTS CORPORATION,ROQUETTE ITALIA SPA,MOL COSMOS 061E,M600256433,IT,24250.00,CLEARAM CH 30 10 PREGEFLO CH 20,"29,214.48",1585584.00
10-Apr,TRANSNATIONAL LOGISTICS INC.,PT CLARIANT ADSORBENTS,NAVIOS FELICITAS V. 0286N,804038002J00,ID,7680.00,CONTAINER DRI II 125GM,"28,001.53",1542327.00
13-Apr,REPUBLIC CHEMICAL INDUSTRIES INC.,KOATSU GAS KOGYO CO LTD,WAN HAI 506 V. 0157W,LALJPN1196,JP,4000.00,CYANOACRYLATE ADHESIVES,"53,418.20",2815692.00
25-Apr,MULTIHOME VENTURE INC.,HGI INDUSTRIES SDN BHD,BOMAR HANBURG,OMYMNL18040015,MY,27700.00,EMULSION & EMULSIFIER,"15,492.00",861303.00
11-Apr,EASY BIO PHILIPPINES INC.,EASY BIO INC,NAVIOS AMRILLO V002S,NEXL1803MNS025,KR,6000.00,ENDONASE PLUS & ENDOFEED WDC,"27,045.40",1457638.00
16-Apr,SILVER PINNACLE ENTERPRISES,ADITYA BIRLA CHEMICAL (THAILAND) LT,ITAL MASSIMA 0821 113E,EGLV050800307212,TH,18800.00,"EPOXY (LIQUID EPOXY, DG CLASS 9 UN 3082","13,434.60",745076.00
16-Apr,SAMSUNG ELECTRO-MECHANICS,"SAMSUNG SDI CO., LTD",LANTAU BRIDGE 1805S,1804VMF059,KR,1500.00,EPOXY MOLDING COMPOUND,"24,317.94",1339994.00
19-Apr,JDS CONSTRUCTION PHILS. INC.,EAGLE SA,HANSA FLENSBURG 0418-030W,EGLV581800009965,GR,47600.00,FK10W ACRYLIC TILE ADHESIVE (WHITE),"15,742.82",875861.00
23-Apr,DCJ ENTERPRISES,SARIA INTERNATIONAL INC,COSCO ASIA 052W,LAXMNS8135879B,US,11717.00,"GASKET SHELLAC, STOP LEAK POWDER","10,482.13",580064.00
16-Apr,HIZON LABORATORIES INC,GELTECH CO. LTD.,LANTAU BRIDGE V. 1804S,SYECBFK180313,KR,2000.00,GELATIN 200 BLOOM,"15,672.10",823982.00
10-Apr,NEWCHEM COMPANY INC.,SHANGHAI FUXIN CHEMICAL CO LTD,MAERSK WIESBADEN 1807,57678,CN,4000.00,GELATIN 220 BLOOM (FOOD GRADE),"20,690.18",1118139.00
26-Apr,NELTEX DEVELOPMENT CO. INC,NAN YA PLASTICS CORPORATION,MCC KYOTO 1611,MCB251586,TW,86400.00,GEN:GLUE FOR PVC/SPEC:GLUE FOR PVC INDUSTRIA,"184,896.00",10222683.00
5-Apr,HOMEBASE TRADING & GEN MERCHANDISE,QUANZHOU CHUNKAIFU IMPORT & EXPORT,SITC GENSAN V. 1808S,STGS1808MS240,CN,9420.00,GLUE,"11,660.00",616652.00
10-Apr,HOMEBASE TRADING & GEN MERCHANDISE,BOSLINE FASHIION CO LTD FUJIAN PROV,HAI SU 6 V. 18015QS,QASWITMNS18030673,CN,5800.00,GLUE,"11,320.59",595350.00
11-Apr,HOMEBASE TRADING & GEN MERCHANDISE,JINJIANG JINDE IMPORT & EXPORT TRAD,SITC MAKASSAR V. 1808S,STMK1808MS292,CN,7690.00,GLUE,"10,668.46",563450.00
17-Apr,SEDANGA ENTERPRISE,"YIWU XUZHAN IMP & EXP CO., LTD",ISAO,SITGNBMS930402,CN,10800.00,GLUE,"10,613.54",561484.00
4-Apr,HOMEBASE TRADING & GEN MERCHANDISE,QUANZHOU ZHANWANG TRADE CO LTD,SITC GENSAN V. 1808S,STGS1808MS239,CN,6000.00,GLUE,"10,602.65",559649.00
4-Apr,HOMEBASE TRADING & GEN MERCHANDISE,JINJIANG JINDE IMPORT & EXPORT TRAD,SITC GENSAN V. 1808S,STGS1808MS243,CN,7000.00,GLUE,"10,600.33",559550.00
11-Apr,HOMEBASE TRADING & GEN MERCHANDISE,XIAMEN GANHON TRADING CO LTD,SITC MAKASSAR V. 1808S,STMK1808MS296,CN,7700.00,GLUE,"10,288.28",543466.00
10-Apr,HOMEBASE TRADING & GEN MERCHANDISE,JIANG XI GAN MIN IMPORT & EXPORT CO,SITC MAKASSAR V. 1808S,STMK1808MS295,CN,6410.00,GLUE,"10,177.94",535542.00
3-Apr,TIMES TRADING CO INC,SANFORD LP,CMA CGM ATTILA,TVLLAX02004,US,7620.00,GLUE ALL,"34,344.80",1900067.00
10-Apr,TIMES TRADING CO INC,NINGBO PASCO UNITED INDS CO LT,HAI LIAN,LSSZEC18033995,CN,11882.00,"GLUE ALL, ETC","28,593.92",1502205.00
30-Apr,DUTCH BLUE SEA ENTERPRISES,"SHENZHEN WAN YU TRADE CO., LTD",AS SICILIA,14025,CN,17537.00,GLUE STICK (11MM X 23CM-250CTNS)(733 X 18 CM,"20,335.07",1076178.00
12-Apr,HOUSE TECHNOLOGY INDUSTRIES PTE.LTD,HRD SINGAPORE PTE LTD,SITC SHIMIZU 1808S,SITSMMS1800512,JP,1637.00,"GLUE, PM165R 333ML (ADHESIVE)","5,163.85",284132.00
3-Apr,SAMSUNG ELECTRO-MECHANICS,IMARKETKOREA INC,LANTAU BRIDGE 1804S,1803VMF078,KR,1029.00,HARDENER AND ETC,"5,637.43",324299.00
25-Apr,HILTI PHILIPPINES INC.,HILTI AKTIENGELLSCHAFT,TOLEDO TRIUMPH 004E,OOLU2600859280,DE,8632.00,"HILTI FIXING EQUIPMENT INSULATING FOAM, FILL","43,935.97",2415943.00
19-Apr,HOUSE TECHNOLOGY INDUSTRIES PTE.LTD,HRD SINGAPORE PTE LTD,SITC DALIAN 1810S,SITSMMS1800946,JP,1745.00,HOTMELT ADHESIVE JM-6185-F 20KG SEKISUI,"10,055.79",551769.00
20-Apr,PV TECH PTE. LTD. PHIL. BR. OFFICE,SHANGHAI HUITIAN NEW MATERIAL,HAI LIAN 1808S,AMIGL180099591A,CN,2160.00,HT906Z PVC MODULE RTV SEALANT,"5,979.93",342973.00
18-Apr,JABAR ENTERPRISES,TENAX ITALY SRL,BF CATANIA 1815,5575,IT,2428.00,"HYDREX,AGER INVECCHIAMARMO","9,684.54",531810.00
30-Apr,EXCELLENT VALUE PHILS.MARKETING INC,ESCAUT VALLEY BVBA,YM WORTH V.013E,N851074076,BE,2160.00,IMPEKARA ENZYMES PLUS CONCENTRATE OF 20KG,"31,453.05",1701868.00
30-Apr,EXCELLENT VALUE PHILS.MARKETING INC,ESCAUT VALLEY BVBA,YM WORTH V.013E,N851074076,BE,3060.00,IMPEKARA MONO CONCENTRATE OF 20KG,"18,210.86",987226.00
10-Apr,SAMSUNG ELECTRO-MECHANICS,WOOLEESYSTEM CO LTD,SIRI BHUM 1804S,1804SMB010,KR,450.00,INSPECTION OUTPUT BIN BOX AND ETC,"74,178.44",4073321.00
23-Apr,COMMODITY QUEST INC.,"DEZHOU RUIKANG FOOD CO., LTD",COSCO FUKUYAMA V068S,COAU7042172450,CN,100000.00,ISOLATED SOY PROTEIN,"214,180.00",11213410.00
16-Apr,UNIGLOBAL CHEM INDUSTRIES INC.,SHANDONG CEREALS ENETRPRISE CO,SEASPAN NEW DELHI,COAU7042161760,CN,50000.00,ISOLATED SOY PROTEIN,"49,105.00",2612223.00
24-Apr,UNIGLOBAL CHEM INDUSTRIES INC.,SHANDONG CEREALS ENETRPRISE CO,SEASPAN NINGBO,COAU7042177760,CN,50000.00,ISOLATED SOY PROTEIN,"49,105.00",2588937.00
26-Apr,UNIGLOBAL CHEM INDUSTRIES INC.,GUANXIAN RUICHANG TRADING CO,NAVIOS AMARILLO,SSLMS181824,CN,50000.00,ISOLATED SOY PROTEIN,"49,105.00",2614506.00
24-Apr,WSTAN & COMPANY INC.,SINOGLORY ENTERPRISE GROUP CO.,YM ETERNITY,AASD003367,CN,22750.00,ISOLATED SOY PROTEIN,"18,093.00",959725.00
2-Apr,ASD TOTAL PACKAGE ENTERPRISES INC.,SINOGLORY ENTERPRISE GROUP CO.,HYUNDAI FORWARD,AASD003329,CN,22725.00,ISOLATED SOY PROTEIN,"15,666.68",833940.00
