DATE,IMPORTER,EXPORTER,VESSEL,BL,ORIGIN,QUANTITY,DESCRIPTION,AMOUNT $(CIF), L. COST (PhP) 
5-Jun,SHINDENGEN PHILIPPINES CORPORATION,PANASONIC MANUFACTURING AYUTHAYA  C,GUAYAQUIL BRIDGE V. 739E,ONEYBKKU29457600,TH,11880.00,1X20RF EPOXY ENCAPSULATION MATERIAL,"48,848.81",2660403.00
18-Jun,MAGNOLIA INC.,KAZEINA POLISKA SP. Z.O.O,MAGLEBY MAERSK,19318,PL,22000.00,1X40 CONTR STC: (880 BAGS) CASEIN 90 MESH,"130,444.50",6994736.00
29-Jun,HENKEL PHILIPPINES INC.,HENKEL ADHESIVE TECHNOLOGIES,CALICANTO BRIDGE,SSGN2630484511,VN,18000.00,1X40 CTR STC LOCTITE BONDACE 7103LTF (E) ADH,"45,900.00",2472063.00
7-Jun,HENKEL PHILIPPINES INC.,HENKEL ADHESIVE TECHNOLOGIES V,GUAYAQUIL BRIDGE 739E,SSGN2630473368,VN,18000.00,1X40 CTR STC LOCTITE BONDACE 7103LTF ADHESIV,"46,260.00",2452739.00
18-Jun,HENKEL PHILIPPINES INC.,PT.HENKEL ADHESIVE TECHNOLOGIE,NAVIOUS FELICITAS,10011,ID,21050.00,"1X40 CTR STC TECHNOMELT SUPRA 100,TECHNOMELT","56,570.78",3013423.00
25-Jun,INGREDION PHILIPPINES INC.,INGREDION INC,MAERSK SEMAKAU V 819S,30683,US,18348.00,1X40 DRY CNTR STC THERMTEX TRUETRACE IP,"20,683.69",1154562.00
1-Jun,MEGASOFT HYGIENIC PRODUCTS INC,SHENZHEN GUI HAO CHENG TRADE,MERATUS JAYAKARTA,TYSD011805210006,CN,20100.00,1X40 HQ STC ADHESIVE DM 2847,"24,994.54",1332735.00
19-Jun,MEGASOFT HYGIENIC PRODUCTS INC,SHENZHEN GUI HAO CHENG TRADE,AS SICILIA,TYSD011806050006,CN,20100.00,1X40 HQ STC ADHESIVE DM 2847,"24,589.79",1319451.00
5-Jun,FRABELLE CORPORATION,"QINGDAO LANKANG INTERNATIONAL CO.,",TRF PRAIA,AAJY009193,CN,22000.00,1X40 SOY PROTEIN ISOLATED,"52,360.00",2777455.00
19-Jun,FRABELLE CORPORATION,"QINGDAO LANKANG INTERNATIONAL CO.,",NAVIOS AMARILLO,AAJY009291,CN,22000.00,1X40 SOY PROTEIN ISOLATED,"49,296.20",2630715.00
13-Jun,INGREDION PHILIPPINES INC.,INGREDION INC,OOCL BEIJING V 060W,OOLU2101776580,US,18371.00,1X40GP CNTR STC ULTRA TEX 4,"34,990.99",1911269.00
