DATE,IMPORTER,EXPORTER,VESSEL,BL,ORIGIN,QUANTITY,DESCRIPTION,AMOUNT $(CIF), L. COST (PhP) 
7-May,CONNELL BROS CO PILIPINAS INC,BHJ A/S,COLOMBO EXPRESS 078E,803011,BE,1000.00,CAPROCURE 95,"7,460.26",396496.00
11-May,CARGILL TEXTURIZING SOLUTIONS,CARGILL INCORPORATED,IWASHIRO V. 256N,ONEYRICU16013500,US,15876.00,CARGILL TEX 06231 MOD. FOOD STARCH,"14,605.65",792419.00
10-May,CARGILL TEXTURIZING SOLUTIONS,CARGILL INCORPORATED,NYK JOANA V. 068N,MOLU26016656249,US,15876.00,CARGILL TEX 06231 MOD. FOOD STARCH,"14,605.65",790115.00
23-May,IMCD PHILIPPINES CORPORATION,KMC KARTOFFELMELCENTRALEN AMBA,THALASSA TYHI 0972-019E,EGLV504800004412,DK,23500.00,CHEESEMAKER HIGHMELT (MODIFIED POTATO STARCH,"42,250.00",2299558.00
22-May,SARIMONDE FOODS CORPORATION,STERN INGREDIENTS ASIA-PACIFIC,SOFIA EXPRESS,MNL216127,DE,600.00,CHEMICAL POWDER I2P22F02,"7,745.73",424525.00
11-May,H.B FULLER (PHILIPPINES) INC.,H. B. FULLER (CHINA) ADHESIVES LTD.,ASIA IPSA S066,0258A39969,CN,4000.00,CHM2488 (HOT MELT ADHESIVES),"13,265.75",694656.00
4-May,GOLTENS PHILIPPINES BRANCH OFFICE,GOLTENS SINGAPORE PTE LTD,LOBIVIA V.066E,NSAPHMNL92977,SG,580.00,CHOCKFAST ORANGE PR 610 TCF C/W HARDENER,"14,901.39",826764.00
24-May,BOUNTY AGRO VENTURES INC,NOVUS INTERNATIONAL INC CO,CC T JEFFERSON,APLU086726980,US,8000.00,CIBENZA DP 100,"106,880.00",5793199.00
8-May,H.B FULLER (PHILIPPINES) INC.,H. B. FULLER ADHESIVES MALAYSIA SDN,WAN HAI 101 N115,PKGSGL000464,MY,5400.00,CLEANMELT PHC 7256 (INDUSTRIAL ADHESIVES),"17,048.66",888527.00
2-May,BRENNTAG INGREDIENTS INC.,ROQUETTE ITALIA SPA,MOL COSMOS V 061E,M600256572,IT,38000.00,CLEARAM CH 20 20,"41,406.16",2249006.00
3-May,INGREDION PHILIPPINES INC.,INGREDION INC,CAPE TAINARO 006W,OOLU2601347300,US,10416.00,"COLFLO 67 ( TRUETRACE, IP ) / NATIONAL 465 (","19,429.85",1064326.00
15-May,INGREDION PHILIPPINES INC.,INGREDION INC. 5 WESTBROOK,OOCL TAIPEI 023W,OOLU2602057920,US,19206.00,COLFLO 67 (TRUTRACE IP)/ NATIONAL 465(TRUETR,"26,215.70",1419090.00
18-May,KINPO ELECTRONICS (PHILIPPINES) INC,PETERS ASIA PACIFIC (HONG KONG),ACX CRYSTAL V 176N,84922,SG,1500.00,CONFORMAL COATING,"93,927.71",5181033.00
21-May,FORGEMS MARKETING CO. INC.,GRAIN PROCESSING CORPORATION,EVER ETHIC V.1028W,MALY00610693,US,73484.00,"CORN STARCH ACID MODIFIED,C12F ACID MODIFIED","36,663.66",2005451.00
30-May,H.B FULLER (PHILIPPINES) INC.,H. B. FULLER (CHINA) ADHESIVES LTD.,LI JING 5 180515000000,0248A14174,CN,9600.00,D-3166ZP (CR) (HOT MELT ADHESIVES),"26,225.30",1384498.00
17-May,GCP APPLIED TECHNOLOGIES (PHILS),HENKEL (THAILAND) LIMITED.,SITC SHANGHAI 1807N,ONEYBKKU27179500,TH,3610.00,"DAREX OP649DE-40, DAREX DRUM 159V & DAREX WB","7,939.10",438125.00
2-May,GCP APPLIED TECHNOLOGIES (PHILS),HENKEL (THAILAND) LIMITED.,CALICANTO BRIDGE 255E,LCHCB18009556,TH,6735.00,DAREX WBC 4208-66-4,"17,581.64",973700.00
23-May,GCP APPLIED TECHNOLOGIES (PHILS),HENKEL (THAILAND) LIMITED.,GUAYAQUIL BRIDGE 738E,LCHCB18010120,TH,16000.00,DAREX WBC 733 CON,"38,560.00",2034044.00
29-May,INGREDION PHILIPPINES INC.,INGREDION INC,OOCL MIAMI 045W,OOLU2601657510,US,18371.00,DEXTRINS & OTHER MODIFIED STARCH,"15,129.14",832513.00
8-May,INGREDION PHILIPPINES INC.,INGREDION INC,JEBEL ALI 001W,NYKSCHIU24255300,US,18371.00,DEXTRINS & OTHER MODIFIED STARCH (ULTRA-TEX,"35,201.67",1894361.00
21-May,SHARP-EYE INTERNATIONAL TRADING,DOW CHEMICAL SILICONES KOREA,WAN HAI,0058X13712,KR,9193.00,DOWSIL SILICONE SEALANT BRONZE BLACK WHITE,"10,610.60",595110.00
29-May,SHARP-EYE INTERNATIONAL TRADING,DOW CHEMICAL SILICONES KOREA,WAN HAI,0058X15364,KR,12960.00,DOWSIL SILICONE SEALANT BRONZE black white,"9,541.20",535069.00
29-May,SHARP-EYE INTERNATIONAL TRADING,DOW CHEMICAL SILICONES KOREA,WAN HAI,0058X14727,KR,9193.00,DOWSIL SILICONE SEALANT BRONZE black white,"9,531.00",534507.00
30-May,SHARP-EYE INTERNATIONAL TRADING,DOW CHEMICAL SILICONES KOREA,WAN HAI,0058X15363,KR,10679.00,DOWSIL SILICONE SEALANT BRONZE CLEAR WHITE,"10,621.00",594700.00
30-May,SHARP-EYE INTERNATIONAL TRADING,DOW CHEMICAL SILICONES KOREA,WAN HAI,0058X15362,KR,10679.00,DOWSIL SILICONE SEALANT BRONZE CLEAR WHITE,"9,531.00",534507.00
30-May,SHARP-EYE INTERNATIONAL TRADING,DOW CHEMICAL SILICONES KOREA,WAN HAI,0058X15376,KR,10679.00,DOWSIL SILICONE SEALANT BRONZE CLEAR WHITE,"9,531.00",534507.00
29-May,SHARP-EYE INTERNATIONAL TRADING,DOW CHEMICAL SILICONES KOREA,WAN HAI,0058X14716,KR,9193.00,DOWSIL SILICONE SEALANT BRONZE CLEAR WHITE,"9,531.00",534507.00
