DATE,IMPORTER,EXPORTER,VESSEL,BL,ORIGIN,QUANTITY,DESCRIPTION,AMOUNT $(CIF), L. COST (PhP) 
7-Aug,UNITED PULP AND PAPER CO. INC.,NATIONAL STARCH AND CHEMICAL (THAIL,GUAYAQUIL BRIDGE V.743E,ONEYBKKU64286500,TH,126000.00,7X20 MODIFIED STARCH,"114,717.03",6147082.00
29-Aug,THE PUREFOODS-HORMEL COMPANY INC.,NATIONAL STARCH AND CHEMICAL (THAIL,GUAYAQUIL BRIDGE,LCHCB18019348,TH,126000.00,7X20 MODIFIED TAPIOCA STARCH(ELASTITEX 1),"88,284.71",4759875.00
7-Aug,CENTURY PACIFIC FOOD INC.,GENERAL STARCH LIMITED,ITAL MELODIA,EGLV050800722805,TH,20000.00,800 BAGS MODIFIED TAPIOCA STARCH,"16,473.20",887863.00
3-Aug,PAREXGROUP INC.,EMFI,EXPRESS BERLIN 004E,S02629962,FR,21074.00,8260 POC 600ML LANKO 603 PH GREY,"74,304.71",4169530.00
15-Aug,SCAD SERVICES (S) PTE. LTD. - PHIL,YOSHIMOTO TRADING CO LTD,JAKARTA BRIDGE 175S,KBMN18081101,JP,854.00,"9 PKGS STC: HOUSING PART; ADHESIVE H-WH,BMC","9,899.65",553704.00
10-Aug,MEAD JOHNSON NUTRITION (PHILS) INC,KERRY INGREDIENTS (IRELAND) LTD,THALASSA AVRA,IEORK4017805536,IE,16800.00,9075 ULTRANOR MILK PROTEIN ISOLATE,"171,341.95",9186744.00
23-Aug,ERCM PRODUCTS INTERNATIONAL INC.,"CHUEN HUAH CHEMICAL CO., LTD",HYUNDAI GLORY V-100S,KAOMNNT10470Y01,TW,12000.00,A456 FLEXIBLE CEMENTITIOUS (BLACK/GRAY),"16,200.00",921424.00
31-Aug,SUPERSTAR COCONUT PRODUCTS CO. INC.,SAN SOON SENG FOOD INDUSTRIES,WAN HAI 510,PKG1501276,MY,16000.00,AAA MALTODEXTRIN,"15,309.60",854119.00
15-Aug,EDWARD KELLER (PHILS.) INC.,CARGILL DEUTSCHLAND GMBH,MOSCOW MAERSK V.827E,48677,NL,18000.00,ACETYLATED DISTARCH ADIPATE,"22,552.34",1240721.00
23-Aug,TFE SALES MKTG CORP.,LONGKOU CITY TIANYUCHENG,AREOPOLIS 0395-059S,EGLV140800871869,CN,22000.00,ACRYLIC SEALANT,"23,554.16",1271947.00
23-Aug,MAHLE FILTER SYSTEMS PHILS. CORP.,MAHLE FILTER SYSTEMS JAPAN CORPORAT,MOONCHILD S031,43195,JP,10108.00,ADHESIVE,"56,383.20",3173927.00
30-Aug,GILVAN PACKAGING CORPORATION,NANTONG COMENS NEW MATERIALS,BOMAR AURORA,SHA087706183,CN,16000.00,ADHESIVE,"17,110.40",971053.00
31-Aug,GILVAN PACKAGING CORPORATION,ROHM AND HAAS SINGAPORE (PTE),HAYLING ISLAND,SIN08215258,SG,15000.00,ADHESIVE,"15,332.40",871280.00
9-Aug,TRAVEZI ENTERPRISES,ROHM AND HAAS SINGAPORE PTE,MAIN TRADER,SIN08197764,SG,16000.00,ADHESIVE,"15,305.79",862744.00
14-Aug,GCK INTERNATIONAL INC,YUKO & CO LTD,JAKARTA BRIDGE V.175S,ONEYOS8AH3109600,JP,2920.00,ADHESIVE,"6,342.40",354876.00
1-Aug,DYSON ELECTRONICS PTE LTD PH BRANCH,VITROCHEM TECHNOLOGY PTE LTD,XIN QIN HUANG DAO V. 045E,GALSE180708701,SG,456.00,ADHESIVE - HUNTSMAN 2014-1,"30,522.11",1717870.00
1-Aug,DYSON ELECTRONICS PTE LTD PH BRANCH,VITROCHEM TECHNOLOGY PTE LTD,XIN QIN HUANG DAO V. 045E,GALSE180708701,SG,247.00,ADHESIVE - HUNTSMAN 2014-2,"16,571.38",934250.00
1-Aug,DYSON ELECTRONICS PTE LTD PH BRANCH,VITROCHEM TECHNOLOGY PTE LTD,XIN QIN HUANG DAO V. 045E,GALSE180708701,SG,473.00,ADHESIVE ARALDITE 2022 PART A,"31,699.05",1783980.00
1-Aug,DYSON ELECTRONICS PTE LTD PH BRANCH,VITROCHEM TECHNOLOGY PTE LTD,XIN QIN HUANG DAO V. 045E,GALSE180708701,SG,473.00,ADHESIVE ARALDITE 2022 PART B,"31,699.05",1783980.00
8-Aug,NAN PAO RESINS CHEMICAL PHILIPPINES,EASTLION ENTERPRISES LTD,VNL RUBY V 18009S,PTMNN1807039,CN,18405.00,ADHESIVE P049,"36,495.85",2056524.00
30-Aug,SAN TECHNOLOGY INCORPORATED,CORAL SERVICE CORP.,STAR RIVER 035S,UKBMNL18084217,JP,750.00,ADHESIVE POWDER,"15,640.58",867557.00
3-Aug,SAN TECHNOLOGY INCORPORATED,CORAL SERVICE CORP.,IWASHIRO 260S,UKBMNL18077072,JP,450.00,ADHESIVE POWDER,"9,252.90",513166.00
1-Aug,TEMIC AUTOMOTIVE (PHILS.) INC.,DOW EUROPE GMBH C/O DSV LOGISTICS,LOBIVIA VOY 072E,ANR0066975,BE,1441.00,"ADHESIVE SEALANT, DOWSIL (TM) 7091 ADHESIVE","17,648.30",1000431.00
10-Aug,TEMIC AUTOMOTIVE (PHILS.) INC.,DOW EUROPE GMBH C/O DSV LOGISTICS,ACX CRYSTAL 180N,ANR0068091,BE,480.00,"ADHESIVE SEALANT, DOWSIL (TM) 7091 ADHESIVE","5,882.43",333654.00
22-Aug,TRANS WORLD TRADING CO.INC.,TOYOCHEM SPECIALTY CHEMICAL SDN.BHD,LODESTAR V18003E,EGLV091830314150,MY,32000.00,ADHESIVE TM-585-60M-DM-PH,"121,872.40",6547041.00
16-Aug,BELTONTOTOKU PHILIPPINES INC.,BELTON TECHNOLOGY INTERNATIONAL LIM,OOCL CHARLESTON V.1475S,HKG1976106001,HK,14.00,"ADHESIVE, ADHESIVE TAPE","5,281.99",296614.00
14-Aug,DLX BAGS PHILIPPINES INC,DA RONG CO. LIMITED   OFFICE,CALICANTO  BRIDGE V 262E,NISSGS81808036,VN,9080.00,ADHESIVES,"33,162.34",1856362.00
16-Aug,WOODCARETECH MARKETING PHILIPPINES,AKZO NOBEL ADHESIVES PTE LTD,LOBIVIA V. 073E,SWMNL1851741,SG,4725.00,"ADHESIVES (UF 1367, EPI 1915, HARDENER 1994,","8,598.27",485063.00
30-Aug,NAN PAO RESINS CHEMICAL PHILIPPINES,EASTLION ENTERPRISES LTD,AS SICILIA V 18013S,PTMNN1808015,CN,19950.00,ADHESIVES 317NT,"51,831.89",2778632.00
30-Aug,NAN PAO RESINS CHEMICAL PHILIPPINES,EASTLION ENTERPRISES LTD,AS SICILIA V 18013S,PTMNN1808015,CN,3750.00,ADHESIVES 766N,"9,299.98",499744.00
30-Aug,NAN PAO RESINS CHEMICAL PHILIPPINES,EASTLION ENTERPRISES LTD,AS SICILIA V 18013S,PTMNN1808015,CN,9750.00,ADHESIVES A068,"26,168.78",1403581.00
30-Aug,NAN PAO RESINS CHEMICAL PHILIPPINES,EASTLION ENTERPRISES LTD,AS SICILIA V 18013S,PTMNN1808015,CN,6000.00,ADHESIVES A362,"17,263.34",926423.00
30-Aug,NAN PAO RESINS CHEMICAL PHILIPPINES,EASTLION ENTERPRISES LTD,AS SICILIA V 18013S,PTMNN1808015,CN,9000.00,ADHESIVES A700W,"33,431.62",1792731.00
24-Aug,NAN PAO RESINS CHEMICAL PHILIPPINES,EASTLION ENTERPRISES LTD,VNL RUBY 18010S,PTMNN1808006,CN,2250.00,ADHESIVES LE180N,"5,003.99",269813.00
24-Aug,NAN PAO RESINS CHEMICAL PHILIPPINES,EASTLION ENTERPRISES LTD,VNL RUBY 18010S,PTMNN1808006,CN,10005.00,ADHESIVES NP 71KN,"17,258.17",927476.00
24-Aug,NAN PAO RESINS CHEMICAL PHILIPPINES,EASTLION ENTERPRISES LTD,VNL RUBY 18010S,PTMNN1808005,CN,19500.00,ADHESIVES P049,"38,673.48",2185233.00
30-Aug,NAN PAO RESINS CHEMICAL PHILIPPINES,EASTLION ENTERPRISES LTD,AS SICILIA V 18013S,PTMNN1808015,CN,2400.00,ADHESIVES P522,"6,699.21",360387.00
24-Aug,HOUSE TECHNOLOGY INDUSTRIES PTE.LTD,HRD SINGAPORE PTE LTD,STAR RIVER 0035S,ONEYSM8BB3026800,JP,27974.00,ADHESIVE-SUPER-X WHITE 5ML (ADHESIVE-SUPER-X,"172,951.21",9734008.00
2-Aug,H.B FULLER (PHILIPPINES) INC.,H. B. FULLER (CHINA) ADHESIVES LTD.,APL LOS ANGELES 149S,APLU051883497,CN,8800.00,ADVANTRA 8621 (HOT MELT ADHESIVES),"24,337.81",1309521.00
2-Aug,H.B FULLER (PHILIPPINES) INC.,H. B. FULLER (CHINA) ADHESIVES LTD.,APL LOS ANGELES 149S,APLU051883497,CN,4940.00,ADVANTRA PHC 9255 (HOT MELT ADHESIVES),"17,568.88",993082.00
2-Aug,H.B FULLER (PHILIPPINES) INC.,H. B. FULLER (CHINA) ADHESIVES LTD.,APL LOS ANGELES 149S,APLU051883497,CN,8000.00,ADVANTRA PHC 9256 (HOT MELT ADHESIVES),"28,220.17",1517966.00
28-Aug,H.B FULLER (PHILIPPINES) INC.,H. B. FULLER ADHESIVES MALAYSIA SDN,LODESTAR 18003E,PKGMNL000617,MY,10800.00,ADVANTRA PHC 9256 (INDUSTRIAL ADHESIVES),"33,965.33",1826398.00
30-Aug,ALLTECH BIOTECHNOLOGY CORP,ALLTECH BIOTECHNOLOGY CORP LTD,NORDPANTHER OXS1ANINC,GTD0412565,TH,3500.00,ALLZYME SSF E,"28,767.20",1589472.00
23-Aug,SAN MIGUEL MILLS INC,MUEHLENCHEMIE GMBH & CO. KG,SEASPAN GANGES,MNL216688,DE,2500.00,ALPHAMALT VC 5000,"6,130.84",343717.00
24-Aug,HENKEL PHILIPPINES INC.,HENKEL (MALAYSIA) SDN BHD,LODESTAR 18003E,920017,MY,3150.00,AQUENCE KL 242-3051 210KG,"5,404.00",314293.00
30-Aug,ASA COLOR TRADING CORPORATION,FLINT GROUP MALAYSIA SDN BHD,SINGAPORE V. 037S,S00042786,MY,7200.00,ARROWBOND (UV FLEXO UV412 LAMINATING ADHE),"61,920.00",3486217.00
24-Aug,MARNEY INDUSTRIES CORP.,IMPIANA INDUSTRIES SDN BHD,LODESTAR V. 0BZ0OE1NC,TSMNL081812,MY,5299.00,AS-4001S MS CONSTRUCTION SEALANT (ALSEAL),"16,867.13",909794.00
30-Aug,MAXION BIOSCIENCE INC.,DANISCO SINGAPORE PTE LTD,MADJ,MCB444939,SG,500.00,AXTRA PHY 10000 TPT (ENZYME FEED PREMIX POWD,"7,649.37",425534.00
3-Aug,FOOD INDUSTRIES INC.,INGREDION INC.,OOCL BEIJING 061W,OOLU2102604790,US,18387.00,BAKA SNAK MODIFIED STARCH,"34,652.02",1915311.00
8-Aug,EDWARD KELLER (PHILS.) INC.,GELNEX INDUSTRIA E COMERCIO LT,MAERSK LAGUNA V.817E,062018ITJMNL1698,BR,20000.00,BEEFSKIN GELATIN 240 BLOOM,"97,121.55",5339218.00
15-Aug,EDWARD KELLER (PHILS.) INC.,GELNEX INDUSTRIA E COMERCIO LT,MSC ALBANY V.825B,062018ITJMNL2732,BR,20000.00,BEEFSKIN GELATIN 240 BLOOM,"96,397.56",5275868.00
15-Aug,EDWARD KELLER (PHILS.) INC.,GELNEX INDUSTRIA E COMERCIO LT,MSC ALBANY V.825B,062018ITJMNL2359,BR,20000.00,BEEFSKIN GELATIN 240 BLOOM,"96,397.56",5275868.00
31-Aug,NESTLE PHILIPPINES INC.,NESTLE USA INC,ACX CRYSTAL 0181,ONEYRICUD1697700,US,2179.00,BENEPROTEIN 6X8OZ N1 XI,"39,639.24",2150166.00
22-Aug,BOSTIK PHILIPPINES INC.,DEN BRAVEN BENLLUX BV,OOCL UNITED KINGDOM,720400,NL,15131.00,BK ACRYL Q319A 300ML WHITE 12 (ADHESIVE),"21,155.62",1199940.00
29-Aug,STT PHILIPPINES INC,"ELKEM SILICONES SHANGHAI CO.,",ISAO V.1815S,SITGSHMNL02223,CN,12000.00,BLUESIL TCS 7525 AR/B (RAW MATERIALS),"110,411.76",6222594.00
28-Aug,INTERPHIL LABORATORIES INC.,LAPI GELATIN  SPA,MSC DANIELA,46953,IT,8000.00,BOVINE GELATINE,"59,532.46",3285013.00
10-Aug,BOSTIK PHILIPPINES INC.,THE PEKAY GROUP (PVT) LTD,MSCREGULUS FY824R,DETTZASIN07956D1A,ZA,1391.00,BRAKE BONDING ADHESIVE,"8,240.00",466541.00
8-Aug,SCHENKER LOGISTICS INC,IBS ELECTRONICS INC,SINAGPORE 033S,1NY084805,US,3214.00,BS 19BL08X07RP BUMPER SPECILATIES BUMPER BS,"41,001.63",2298146.00
31-Aug,HAMBURG TRADING CORPORATION,CARGILL DEUTSCHLAND GMBH,NORTHERN DEFENDER V.808A,87590,NL,17000.00,C TEX 06205 ACETYLATED DISTARCH ADIPATE,"15,027.30",837988.00
3-Aug,CARGILL TEXTURIZING SOLUTIONS,CARGILL DEUTSCHLAND GMBH,NYK JOANA V. 072N,VLSRTM000046530,BE,1000.00,C*ARASET 75701 HYDROXYPROPYL STARCH,"5,350.00",299256.00
17-Aug,CARGILL TEXTURIZING SOLUTIONS,"CARGILL BIO-CHEMICAL CO., LTD",SEASPAN VANCOUVER V. 01NC,XDFF302301,CN,16300.00,C*STABITEX 05311,"10,846.02",591389.00
23-Aug,PHILCHEMA INC,INDUSTRIAL TECNICA PECURIA S.A,APL GWANGYANG 0ME0QE1MA,EGLV571800027991,ES,12000.00,CAPSOZYME P (ENZYME ) FEED PREMIX POWDER,"81,600.00",4513554.00
23-Aug,CARGILL TEXTURIZING SOLUTIONS,CARGILL INCORPORATED,URUBHUM V. 0397-044S,EGLV415810267105,US,31752.00,CARGILL TEX 06231 MOD STARCH,"29,846.36",1661207.00
15-Aug,FIRST CALAMBA WAKO PHILIPPINES CORP,"WAKO SEISAKUSHO CO.,LTD",OOCL JAKARTA 097S,KBMNL46000218JP,JP,6879.00,"CEMEDINE TILE-ACE F (ADHESIVE), CEMEDINE 805","26,300.50",1466668.00
23-Aug,IMCD PHILIPPINES CORPORATION,KMC KARTOFFELMELCENTRALEN AMBA,THALASSA MANA 0986-021E,EGLV504800011168,DK,25050.00,CHEESEMAKER HIGHMELT (MODIFIED POTATO STARCH,"36,664.50",2038130.00
30-Aug,H.B FULLER (PHILIPPINES) INC.,H. B. FULLER ADHESIVES MALAYSIA SDN,EVER READY 007N,PKGMNL000638,MY,10800.00,CLEANMELT PHC 7256 (INDUSTRIAL ADHESIVES),"33,701.36",1812288.00
29-Aug,BRENNTAG INGREDIENTS INC.,ROQUETTE ITALIA SPA,MANHATTAN BRIDGE V 014E,M600260448,IT,19000.00,CLEARAM CH 20 20,"20,700.40",1150918.00
9-Aug,ASTEC POWER PHILIPPINES INC,ASTEC INTERNATIONAL LTD,VNL RUBY V. 18009S,511003,HK,951.00,CONDUCTIVE GLUE,"17,654.22",989005.00
1-Aug,CRO MAGNON CORPORATION,ITW PP&F KOREA LTD,HYUNDAI GLORY V099S,SYECYAG600031,KR,208.00,CORIUM 191 HI TEMP SEALANT,"8,289.45",472625.00
16-Aug,HOUSE TECHNOLOGY INDUSTRIES PTE.LTD,HRD SINGAPORE PTE LTD,JAKARTA BRIDGE 175S,ONEYSM8AA3881800,JP,808.00,CORNER TILE GLUE BASE 25KG/CAN,"8,063.15",454191.00
14-Aug,PIONEER ADHESIVES INC.,"KOATSU GAS KOGYO CO., LTD.",UNIFORTUNA V. 808A,LALJPN1213,JP,5000.00,"CYANOACRYLATE ADHESIVES,","67,010.66",3558093.00
2-Aug,H.B FULLER (PHILIPPINES) INC.,H. B. FULLER (CHINA) ADHESIVES LTD.,APL LOS ANGELES 149S,APLU051884237,CN,9600.00,D-3151-CZP (HOT MELT ADHESIVES),"24,698.61",1330672.00
6-Aug,GCP APPLIED TECHNOLOGIES,HENKEL (THAILAND) LIMITED,NORDPUMA 1001N,MNN180700740218,TH,14200.00,DAREX WBC 733CON,"28,968.00",1545371.00
2-Aug,SAMBON P E PHILS. CORP.,DREAM HI TECH,KMTC PORT KELANG 123S,HDMUBUML4799200,KR,412.00,"DB4378FY,UNIQUE 3075 YHF,SC717,SC608Z2,HUMIS","12,025.61",687145.00
24-Aug,WU KONG SINGAPORE PTE. LTD. PHIL.,HRD SINGAPORE PTE LTD,STAR RIVER 0035S,ONEYSM8BB3031400,JP,5478.00,DEERNOL D-320 OSHIKA CORPORATION 200KG/DRUM,"65,481.11",3681048.00
29-Aug,INGREDION PHILIPPINES INC.,INGREDION INC,OOCL MIAMI 047W,OOLU2102569170,US,18371.00,DEXTRINS AND OTHER MODIFIED STARCHES,"18,597.35",1040839.00
29-Aug,INGREDION PHILIPPINES INC.,INGREDION INC,OOCL MIAMI 047W,OOLU2102569190,US,18371.00,DEXTRINS AND OTHER MODIFIED STARCHES,"15,129.14",849898.00
22-Aug,DIAMOND DRY MORTAR INC.,KG MIX SDN BHD,LODESTAR,ICLMNL1808003,MY,20150.00,DIAMOND RENDER/DIAMOND FINISH WHITE,"9,450.68",512535.00
16-Aug,ENTEL HK PHILIPPINES,KYOEI DENKI (S) P/L (ELECT),LODESTAR 18003E,SIN9120768,SG,1050.00,DOW CORNING SELANT,"61,423.46",3358735.00
29-Aug,ELEVENTH TRADING,DOW CHEMICAL SILICONES KOREA,WAN HAI,0058X24865,KR,9193.00,DOWSIL SILICONE SEALANT BRONZE CLEAR WHITE,"10,366.40",592392.00
2-Aug,ELEVENTH TRADING,DOW CHEMICAL SILICONES KOREA,WAN HAI,0058X21077,KR,10679.00,DOWSIL SILICONE SEALANT BRONZE CLEAR WHITE,"9,382.10",534672.00
2-Aug,ELEVENTH TRADING,DOW CHEMICAL SILICONES KOREA,WAN HAI,0058X21974,KR,9193.00,DOWSIL SILICONE SEALANT BRONZE CLEAR WHITE,"9,377.00",534387.00
23-Aug,H.B FULLER (PHILIPPINES) INC.,H. B. FULLER ADHESIVES MALAYSIA SDN,LODESTAR 18003E,PKGMNL000621,MY,5664.00,DURABOND HM 1368 (INDUSTRIAL ADHESIVES),"14,203.85",763017.00
22-Aug,SWITZ MARKETING CORPORATION,OVOBEL FOODS LIMITED,HYUNDAI PREMIUM 047E,BLR18HS00130,IN,5000.00,EGG WHITE POWDER HIGH WHIP,"34,500.00",1870171.00
7-Aug,ALTERNATIVES FOOD CORP,"QINGDAO LANKANG INTERNATIONAL CO.,",COSCO SURABAYA,COAU7042321920,TR,150000.00,EMPRO 90 ISOLATED SOY PROTEIN (EMULSION GRA,"157,200.00",8539160.00
20-Aug,ALTERNATIVES FOOD CORP,"QINGDAO LANKANG INTERNATIONAL CO.,",CUCKOO HUNTER,COAU7042347050,TR,100000.00,EMPRO 90 ISOLATED SOY PROTEIN (EMULSION GRA,"104,800.00",5725757.00
23-Aug,ALTERNATIVES FOOD CORP,"QINGDAO LANKANG INTERNATIONAL CO.,",SEASPAN NEW DELHI,COAU7042355410,TR,100000.00,EMPRO 90 ISOLATED SOY PROTEIN (EMULSION GRA,"104,800.00",5725757.00
3-Aug,SAVE EARTH TECHNOLOGIES AND SERVICE,ENVIRO-ZYME,OOCL TAIPEI 25,52986,US,971.00,"ENVIRO-ZYME FOG DIGESTER 5B, BULK, 50LBS","15,960.16",886937.00
14-Aug,CONNELL BROS CO PILIPINAS INC,ADVANCED ENZYME TECHNOLOGIES,NORTHERN PRIORITY E096,SMUM23928,IN,450.00,ENZYME SEBAKE FRESH 1.5P,"14,175.00",780271.00
1-Aug,SAN MIGUEL BREWERY INC.,NOVOZYMES A/S,IDUNA,CPH31114654,DK,12639.00,ENZYMES,"102,862.11",5684914.00
9-Aug,RFM CORPORATION,MUEHLENCHEMIE GMBH & CO. KG,SEASPAN HUDSON,MNL216654,DE,1000.00,"ENZYMES,FLOUR TREATMENT AGENT RFM-I-1001-P","28,543.45",1564301.00
15-Aug,IONICS EMS INC.,POLYMER GVULOT LTD.,LOBIVIA 073E,IL61640,IL,571.00,EPC 304 IP 2,"5,666.81",316786.00
15-Aug,MAPEI PHILIPPINES INC,MAPEI MALAYSIA SDN BHD,LODESTAR,QNS002775,MY,480.00,EPOJET LV/A- 600 DRUMS,"10,655.07",602129.00
15-Aug,JTK ELECTRONIC COMPONENTS,WELLS ELECTRONIC MATERIALS,SITC SEMARANG 1817S,SZHOE18075887,CN,1630.00,EPOXY ADHESIVE,"9,789.22",551642.00
23-Aug,JTK ELECTRONIC COMPONENTS,WELLS ELECTRONIC MATERIALS,ISAO 1815S,SZHOE18085894,CN,1002.00,EPOXY ADHESIVE,"5,322.40",305430.00
30-Aug,ELEMATEC ANGELES INC.,ELEMATEC CORPORATION,STAR RIVER V.035S,YOKMNL18083424,JP,1527.00,EPOXY RESIN COMPOUND ETC,"27,280.68",1638809.00
1-Aug,B/E AEROSPACE B.V. - (PHIL BRANCH),MAGNOLIA ADVANCED,SAFMARINE MAFADI 824W,805025,US,2515.00,EPOXY RESIN HARDNER MAGNOLIA 7010 PART A,"130,320.00",7345456.00
17-Aug,HILTI PHILIPPINES INC.,HILTI CORPORATION,LODESTAR 18002E,OOLU2608310460,SG,2336.00,"FIRESTOP JOINT SPRAY, FIRESTOP SEALANT FS ON","14,796.52",832557.00
28-Aug,FISCHER PH ASIA INC,FISCHERWERKE GMBH & CO KG,SEASPAN GANGES SAC1864,STRMNLI01331,DE,3252.00,"FIXING MATERIAL FIS EB 390 S, FISEM390S EPOX","26,322.74",1478099.00
10-Aug,FISCHER PH ASIA INC,FISHERWERKE GMBH & CO KG,SEASPAN HUDSON SAC1863,STRMNLI01278,DE,4328.00,"FIXING MATERIAL FIS VS 360 S, PU FOAM B3 PU","44,034.72",2460994.00
6-Aug,INGREDION PHILIPPINES INC.,INGREDION 5 WESTBROOK,SANTA BARBARA 823S,863679,US,18370.00,FLOJEL 60 /CLEARJEL S,"17,207.04",960285.00
29-Aug,UNIVERSAL ROBINA CORPORATION,SCIENCE TECHNICS SDN BHD,EVER BEADY V.1672-007N,PKGA03010,MY,7550.00,FUNGAL AMULASE & BAKE PLUS T,"26,173.10",1410164.00
20-Aug,FRP-JHK CORPORATION,HOKKAN KOGYO CO. LTD.,IRENES RESPECT,JSEPHH80001,JP,698.00,GCNF WHITE 14376 GEL COAT,"5,535.56",324515.00
16-Aug,INTERPHIL LABORATORIES INC.,LAPI GELATIN  SPA,NYK SWAN,M616260263,IT,10000.00,GELATIN  BLOOM CALFSKIN           BS-10613/0,"76,067.76",4200745.00
22-Aug,FERNA CORPORATION,"GELTECH CO., LTD",WAN HAI 307 V.S307,SYECBFK180713,KR,20000.00,GELATIN 220 BLOOM / 20 MESH FOOD GRADE,"126,000.00",6760219.00
30-Aug,SUCERE FOODS CORPORATION,ROUSSELOT (M) SDN BHD,NYK JOANNA,HDMUSGWB0548247,BR,20000.00,GELATIN 220 H 20,"132,520.00",7312707.00
2-Aug,RIVERDALE CONFECTIONERY INDUSTRY IN,ROUSSELOT SDN BHD,NYK JOANNA V 072N,HDMUSGML0546825,SG,20000.00,GELATIN 220 H 20,"112,190.00",6206427.00
30-Aug,MARKENBURG INTERNATIONAL FOODS CORP,ROUSSELOT SDN BHD,NYK JOANNA V 073N,HDMUSGWB0548249,SG,20000.00,GELATIN 220 H 20,"112,190.00",6194797.00
3-Aug,GANDANG KALIKASAN INC,"GANDANG KALIKASAN, INC. USA",OOCL TAIPEI V. 025W,S00319619,US,200.00,GLUADIN,"8,850.56",476973.00
22-Aug,TAIPHIL PROTECH INDUSTRIAL INC.,NEW VISTA LIMITED,MAGNAVIA 18018S,HKGMNL188073,HK,76.00,GLUE,"9,244.64",520307.00
23-Aug,GUANGQIANG MANUFACTURING CORP.,DONGGUAN GUANGYANG MACHINE EQUIPMEN,VNL RUBY 18010S,710650,CN,11480.00,GLUE,"6,149.77",357243.00
14-Aug,SHARPEID ENTERPRISES,JINJIANG WEIRUI IMPORT AND,SITC SEMARANG,STGS1820MN003,CN,4152.00,GLUE - ADHESIVE GLUE,"5,291.82",283868.00
14-Aug,SHARPEID ENTERPRISES,QUANZHOU ZHONGDA DEVELOPMENT,SITC SEMARANG,STGS1820MN031,CN,5263.00,GLUE - GLUE STICK,"6,212.46",333577.00
14-Aug,SHARPEID ENTERPRISES,FUJIAN FANGGE TRADE,SITC SEMARANG,STGS1820MN032,CN,4393.00,GLUE - GLUE STICK,"5,126.56",274979.00
2-Aug,PHILIPPINE ASSOCIATED SMELTING AND/,GELITA NZ LTD.,SC MARA V.220,CIF70766,NZ,9091.00,GLUE POWDERED FORM,"61,800.00",3624699.00
31-Aug,SHARPEID ENTERPRISES,SHENZHEN LUEN THAI JIE TRADING,HE SHENG 1831S,MCLPXMN019610,CN,4029.00,"GLUE, GLUESTICKS","5,294.65",286534.00
1-Aug,DESK TOP BAGS PHILIPPINES INC.,GOLDEN COMPANY LIMITED  TAM,CALICANTO BRIDGE  261E,PSGNMNL1802752,VN,290.00,HANDBAG ACCESORIES,"10,927.38",620706.00
28-Aug,SIIX LOGISTICS PHILS. INC.,SIIX CORP. TOKYO HEADQUARTER,PORT KLANG VOYAGER S185,161743,JP,2809.00,HARDENER,"14,242.99",806046.00
29-Aug,SIIX LOGISTICS PHILS. INC.,SIIX CORP. TOKYO HEADQUARTER,WAN HAI 317 S147,446956,JP,2705.00,HARDENER,"14,242.99",803534.00
7-Aug,IMCD PHILIPPINES CORPORATION,SANOVO FOODS A/S,BEIJING BRIDGE V.101E,HDMUHBWB0490846,DK,20000.00,HEN EGG ALBUMEN POWDER,"119,258.45",6554871.00
7-Aug,IMCD PHILIPPINES CORPORATION,SANOVO FOODS A/S,BEIJING BRIDGE V.101E,HDMUHBWB0490847,DK,13000.00,HEN EGG ALBUMEN POWDER,"77,517.99",4258471.00
15-Aug,EDWARD KELLER (PHILS.) INC.,INGREDION GERMANY GMBH,THALASSA DOXA V.0984 020E,EBJ31108268,DE,20000.00,HI FLO PG,"26,118.71",1440344.00
6-Aug,HILTI PHILIPPINES INC.,HILTI CORPORATION,GH LESTE 812A,SGSIN0000092592,SG,22399.00,"HILTI FIXING EQUIPMENT INJECTBALE MORTAR, FS","153,431.40",8582064.00
15-Aug,MCA MARBLE BARON WORKS AND SUPPLY,WALPLAST PRODUCTS PVT. LTD.,NYK APOLLO V. 096E,KCANSAMNL039918,IN,24100.00,HOMESURE WALL PUTTY,"5,625.05",307770.00
22-Aug,AKAGI GOMU PHILS. CORP.,"AKAGI CO., LTD.",IRENES RESPECT 0002S,YLKS8046512,JP,3062.00,HOT MELT,"13,827.66",779167.00
6-Aug,CONSOLIDATED ADHESIVES INC,ADTEK CONSOLIDATED SDN BHD,MAIN TRADER,SNKO160180700202,MY,17004.00,HOT MELT ADHESIVE (GLUE),"52,665.20",2817324.00
15-Aug,ANGELES ALLIANCE LEATHERWARE INC.,DINGZING ADVANCED MATERIALS INCORPO,SINGAPORE V. 035S,LMKHH1808003,TW,429.00,HOT MELT ADHESIVE (TPU FILM),"5,985.78",339059.00
6-Aug,NAN PAO RESINS CHEMICAL PHILIPPINES,FOSHAN NAN PAO ADVANCED MATERIALS C,VNL RUBY V 18009S,152837,CN,7200.00,HOT MELT ADHESIVE HM 242,"17,735.21",949774.00
6-Aug,NAN PAO RESINS CHEMICAL PHILIPPINES,FOSHAN NAN PAO ADVANCED MATERIALS C,VNL RUBY V 18009S,152837,CN,5600.00,HOT MELT ADHESIVE HM 242P,"12,895.62",691738.00
22-Aug,H.B FULLER (PHILIPPINES) INC.,H.B FULLER (CHINA) ADHESIVES LTD,GUANHAIAN98 V.809,APLU051887803,CN,16000.00,HOT MELT ADHESIVES,"43,705.60",2356003.00
